source,title,url,doi,license,flag,reasons,n_responses,n_participants,n_items,density,data_file,n_other_files,refined_flag,refined_reason
zenodo,Parenting Practices Questionnaire / Cuestionario de Prácticas Educativas de Padres y Madres // PARENTING_Data_CC_T2-Post,https://zenodo.org/records/7496977,10.5281/zenodo.7496977,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",870.0,290.0,3.0,1.0,PARENTING_Data_CC_T2-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Parenting Practices Questionnaire / Cuestionario de Prácticas Educativas de Padres y Madres // PARENTING_Data_CC_T4-Post,https://zenodo.org/records/7496979,10.5281/zenodo.7496979,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",870.0,290.0,3.0,1.0,PARENTING_Data_CC_T4-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Strengths and Difficulties Questionnaire – Parents / Cuestionario de Capacidades y Dificultades - Padres // SDQ-P_Data_CC_T4-Post,https://zenodo.org/records/7496906,10.5281/zenodo.7496906,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",870.0,290.0,3.0,1.0,SDQ-P_Data_CC_T4-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Strengths and Difficulties Questionnaire – Teacher / Cuestionario de Capacidades y Dificultades - Profesorado // SDQ-T_Data_CC_T4-Post,https://zenodo.org/records/7495429,10.5281/zenodo.7495429,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",870.0,290.0,3.0,1.0,SDQ-T_Data_CC_T4-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Strengths and Difficulties Questionnaire – Parents / Cuestionario de Capacidades y Dificultades - Padres // SDQ-P_Data_CC_T6-Post,https://zenodo.org/records/7496912,10.5281/zenodo.7496912,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",870.0,290.0,3.0,1.0,SDQ-P_Data_CC_T6-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Strengths and Difficulties Questionnaire – Teacher / Cuestionario de Capacidades y Dificultades - Profesorado // SDQ-T_Data_CC-CS_T6-Post,https://zenodo.org/records/7495436,10.5281/zenodo.7495436,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",1470.0,490.0,3.0,1.0,SDQ-T_Data_CC-CS_T6-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,The Age-Friendly Cities and Communities Questionnaire (AFCCQ) - Data collection ITALY 2023,https://zenodo.org/records/11084903,10.5281/zenodo.11084903,cc-by,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",54585.0,1213.0,45.0,1.0,AFCCQ-IT_dataset.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Anonymized Questionnaire Dataset on Chinese University Administrative Staff's Acceptance Intention of Administrative Artificial Intelligence,https://zenodo.org/records/20670480,10.5281/zenodo.20670480,cc-by,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",36480.0,480.0,76.0,1.0,480 PDH 2026 data smartpls MD.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
figshare,Risk Factors of Internet Addiction among Internet Users: An Online Questionnaire Survey,https://plos.figshare.com/articles/dataset/_Risk_Factors_of_Internet_Addiction_among_Internet_Users_An_Online_Questionnaire_Survey_/1573219,10.1371/journal.pone.0137506,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",115500.0,1100.0,105.0,1.0,S1 Dataset.SAV,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
mendeley,Data for: Psychometric properties of the Chinese version of the Dispositional Greed Scale and a portrait of greedy people,https://data.mendeley.com/datasets/csgs546vxy,10.17632/csgs546vxy,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",2659.0,133.0,20.0,0.9996,Study 1-Sample A-133.sav,3.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,Questionnaire and Interview Results,https://doi.org/10.7910/DVN/NTVW8T,10.7910/dvn/ntvw8t,cc0,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_direction*, imputed_values*, multi_scale*, composite_items*",27150.0,150.0,181.0,1.0,data.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
scholars_portal,Cannabis Health Literacy Rasch Validation Data,https://doi.org/10.5683/SP3/WM4BDU,10.5683/sp3/wm4bdu,cc0,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, multi_scale*",35179.0,1035.0,34.0,0.9997,CHLQ_RaschDataset_Feb2024.tab,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
figshare,Racial Prejudice Scale Development Dataset_MOF & MKM,https://figshare.com/articles/dataset/Racial_Prejudice_Scale_Development_Dataset_MOF_MKM/32939375,10.6084/m9.figshare.32939375.v2,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, composite_items*",10726.0,298.0,36.0,0.9998,Final data set_RPSC_2020.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,"Replication Data for ""How Do Policy Environments Shape Public Service Motivation during the National Disaster? Evidence from Large-Scale Survey Experiments""",https://doi.org/10.7910/DVN/3YQPYZ,10.7910/dvn/3yqpyz,cc0,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",72216.0,4248.0,17.0,1.0,Dataset JPP.tab,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,Psychometric Validation of the Mental Toughness Scale (MTS) in Chilean University Athletes,https://doi.org/10.7910/DVN/ZGEDDT,10.7910/dvn/zgeddt,cc0,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, composite_items*",7178.0,200.0,36.0,0.9969,Base MTS Chilenos_200_nn.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Assessing Mental Health Literacy in Jordan: A Factor Analysis and Rasch Analysis Study,https://zenodo.org/records/10781205,10.5281/zenodo.10781205,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, composite_items*",45094.0,982.0,46.0,0.9983,mental health litracy.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,A psychometric comparison of four approaches to the Gaming Addiction Scale (GAS),https://zenodo.org/records/19811259,10.5281/zenodo.19811259,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, composite_items*",2758491.0,34076.0,81.0,0.9994,GAS_data_2026.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Development and validation of an asthma self-knowledge questionnaire,https://zenodo.org/records/11155084,10.5281/zenodo.11155084,cc-by,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, composite_items*",23309.0,149.0,159.0,0.9839,DB-Asma.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Dataset questionnaire 75505-7552-75550,https://zenodo.org/records/2667331,10.5281/zenodo.2667331,cc-by,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",8635.0,100.0,88.0,0.9813,dataset.xls,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,The job competency of radiological technologists in Korea based on specialists opinion and questionnaire survey,https://doi.org/10.7910/DVN/GGKTMC,10.7910/dvn/ggktmc,cc0,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",38618.0,147.0,268.0,0.9803,Jeehp_14_9_1_coding data.xlsx,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
figshare,Assessment of health literacy among migrant populations in Southern Spain,https://figshare.com/articles/dataset/Assessment_of_health_literacy_among_migrant_populations_in_Southern_Spain/31078552,10.6084/m9.figshare.31078552.v1,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",3435.0,101.0,35.0,0.9717,Datos_HL_Migrant_.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,Development of the clinical teaching effectiveness questionnaire in the United States,https://doi.org/10.7910/DVN/7QPCVV,10.7910/dvn/7qpcvv,cc0,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",13682.0,205.0,70.0,0.9534,Jeehp_14_14_raw data.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Strengths and Difficulties Questionnaire – Parents / Cuestionario de Capacidades y Dificultades - Padres // SDQ-P_Data_IC_T2-Post,https://zenodo.org/records/7496928,10.5281/zenodo.7496928,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",1235.0,265.0,5.0,0.9321,SDQ-P_Data_IC_T2-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Strengths and Difficulties Questionnaire – Teacher / Cuestionario de Capacidades y Dificultades - Profesorado // SDQ-T_Data_IC_T2-Post,https://zenodo.org/records/7495446,10.5281/zenodo.7495446,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",1235.0,265.0,5.0,0.9321,SDQ-T_Data_IC_T2-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Parenting Practices Questionnaire / Cuestionario de Prácticas Educativas de Padres y Madres // PARENTING_Data_IC_T2-Post,https://zenodo.org/records/7496992,10.5281/zenodo.7496992,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",1235.0,265.0,5.0,0.9321,PARENTING_Data_IC_T2-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Loneliness and Social Dissatisfaction Questionnaire / Cuestionario de Soledad e Insatisfacción Social // LONELINESS_Data_IC_T1-Post,https://zenodo.org/records/7393549,10.5281/zenodo.7393549,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",1223.0,265.0,5.0,0.923,LONELINESS_Data_IC_T1-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Loneliness and Social Dissatisfaction Questionnaire / Cuestionario de Soledad e Insatisfacción Social // LONELINESS_Data_IC_T1-Pre,https://zenodo.org/records/7393533,10.5281/zenodo.7393533,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",1223.0,265.0,5.0,0.923,LONELINESS_Data_IC_T1-Pre.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Self-perceived Victimization Questionnaire / Cuestionario de Autopercepción de Ser Victimizado // VICTIMIZATION_Data_IC_T1-Pre,https://zenodo.org/records/7393741,10.5281/zenodo.7393741,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",1223.0,265.0,5.0,0.923,VICTIMIZATION_Data_IC_T1-Pre.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Strengths and Difficulties Questionnaire – Teacher / Cuestionario de Capacidades y Dificultades - Profesorado // SDQ-T_Data_IC_T1-Pre,https://zenodo.org/records/7495440,10.5281/zenodo.7495440,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",1223.0,265.0,5.0,0.923,SDQ-T_Data_IC_T1-Pre.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Strengths and Difficulties Questionnaire – Parents / Cuestionario de Capacidades y Dificultades - Padres // SDQ-P_Data_IC_T1-Pre,https://zenodo.org/records/7496924,10.5281/zenodo.7496924,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",1223.0,265.0,5.0,0.923,SDQ-P_Data_IC_T1-Pre.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Parenting Practices Questionnaire / Cuestionario de Prácticas Educativas de Padres y Madres / PARENTING_Data_IC_T1-Pre,https://zenodo.org/records/7496986,10.5281/zenodo.7496986,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",1223.0,265.0,5.0,0.923,PARENTING_Data_IC_T1-Pre.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,"Dataset associated with the paper ""The role of listening in digital empathy: a Portuguese adaptation of the Basic Empathy Scale and of the Online Empathy Questionnaire""",https://zenodo.org/records/21776225,10.5281/zenodo.21776225,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, composite_items*",8845.0,105.0,95.0,0.8867,Survey data__1st year_2022_23.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Self-perceived Victimization Questionnaire / Cuestionario de Autopercepción de Ser Victimizado // VICTIMIZATION_Data_IC_T2-Post,https://zenodo.org/records/7393759,10.5281/zenodo.7393759,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",3170.0,265.0,14.0,0.8544,VICTIMIZATION_Data_IC_T2-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
surf,Questionnaire data for the pilot RCT comparing autonomy-enhancing treatment to a waitlist; VCVGZ project,https://doi.org/10.34894/XT2XKU,10.34894/xt2xku,cc0,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",54016.0,258.0,253.0,0.8275,RCT_multilevel_file.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Loneliness and Social Dissatisfaction Questionnaire / Cuestionario de Soledad e Insatisfacción Social // LONELINESS_Data_IC_T2-Post,https://zenodo.org/records/7393569,10.5281/zenodo.7393569,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",7625.0,265.0,35.0,0.8221,LONELINESS_Data_IC_T2-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Loneliness and Social Dissatisfaction Questionnaire / Cuestionario de Soledad e Insatisfacción Social // LONELINESS_Data_CC-CS_T2-Post,https://zenodo.org/records/7393438,10.5281/zenodo.7393438,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",1470.0,490.0,3.0,1.0,LONELINESS_Data_CC-CS_T2-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Self-perceived Victimization Questionnaire / Cuestionario de Autopercepción de Ser Victimizado // VICTIMIZATION_Data_CC-CS_T1-Pre,https://zenodo.org/records/7393653,10.5281/zenodo.7393653,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",1470.0,490.0,3.0,1.0,VICTIMIZATION_Data_CC-CS_T1-Pre.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Self-perceived Victimization Questionnaire / Cuestionario de Autopercepción de Ser Victimizado // VICTIMIZATION_Data_IC_T6-Post,https://zenodo.org/records/7393795,10.5281/zenodo.7393795,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",795.0,265.0,3.0,1.0,VICTIMIZATION_Data_IC_T6-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Self-perceived Victimization Questionnaire / Cuestionario de Autopercepción de Ser Victimizado // VICTIMIZATION_Data_IC_T4-Post,https://zenodo.org/records/7393779,10.5281/zenodo.7393779,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",795.0,265.0,3.0,1.0,VICTIMIZATION_Data_IC_T4-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Self-perceived Victimization Questionnaire / Cuestionario de Autopercepción de Ser Victimizado // VICTIMIZATION_Data_CS_T2-Post,https://zenodo.org/records/7393675,10.5281/zenodo.7393675,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",600.0,200.0,3.0,1.0,VICTIMIZATION_Data_CS_T2-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Emotional Quotient Inventory - Young Version / Inventario de Inteligencia Emocional - Versión para niños // EMOTIONAL INTELLIGENCE-EQi-YV_Data_IC_T4-Post,https://zenodo.org/records/7406505,10.5281/zenodo.7406505,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",795.0,265.0,3.0,1.0,EMOTIONAL INTELLIGENCE-EQi-YV_Data_IC_T4-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Emotional Quotient Inventory - Young Version / Inventario de Inteligencia Emocional - Versión para Niños // EMOTIONAL INTELLIGENCE-EQi-YV_Data_IC_T6-Post,https://zenodo.org/records/7406559,10.5281/zenodo.7406559,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",795.0,265.0,3.0,1.0,EMOTIONAL INTELLIGENCE-EQi-YV_Data_IC_T6-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Strengths and Difficulties Questionnaire – Teacher / Cuestionario de Capacidades y Dificultades - Profesorado // SDQ-T_Data_CS_T3-Post,https://zenodo.org/records/7495423,10.5281/zenodo.7495423,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",600.0,200.0,3.0,1.0,SDQ-T_Data_CS_T3-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Strengths and Difficulties Questionnaire – Parents / Cuestionario de Capacidades y Dificultades - Padres // SDQ-P_Data_CC-CS_T1-Pre,https://zenodo.org/records/7496900,10.5281/zenodo.7496900,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",1470.0,490.0,3.0,1.0,SDQ-P_Data_CC-CS_T1-Pre.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Strengths and Difficulties Questionnaire – Teacher / Cuestionario de Capacidades y Dificultades - Profesorado // SDQ-T_Data_CC-CS_T2-Post,https://zenodo.org/records/7495413,10.5281/zenodo.7495413,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",1470.0,490.0,3.0,1.0,SDQ-T_Data_CC-CS_T2-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Strengths and Difficulties Questionnaire – Teacher / Cuestionario de Capacidades y Dificultades - Profesorado // SDQ-T_Data_IC_T4-Post,https://zenodo.org/records/7495458,10.5281/zenodo.7495458,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",795.0,265.0,3.0,1.0,SDQ-T_Data_IC_T4-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Strengths and Difficulties Questionnaire – Teacher / Cuestionario de Capacidades y Dificultades - Profesorado // SDQ-T_Data_CC-CS_T1-Pre,https://zenodo.org/records/7495406,10.5281/zenodo.7495406,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",1470.0,490.0,3.0,1.0,SDQ-T_Data_CC-CS_T1-Pre.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
