source,title,url,doi,license,flag,reasons,n_responses,n_participants,n_items,density,data_file,n_other_files,refined_flag,refined_reason
dataverse,Replication Data for: Overcoming cognitive set bias requires more than seeing an alternative strategy,https://doi.org/10.7910/DVN/CHT67I,10.7910/dvn/cht67i,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row per person. | Detected trial_* columns (['trial_block', 'trial_number', 'trial_type']). This may",,,,,2021-11-02_cogflex_eyetracking.tab,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,Replication Data for: 'A Cognitive View of Policing',https://doi.org/10.7910/DVN/9MRZEA,10.7910/dvn/9mrzea,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['fbi_code', 'sub_category', 'index', 'violent_extended', 'property_extended', 'drug']",,,,,fbi_cat.tab,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,Cognitive learning in rural China: comparisons across space and among subgroups,https://doi.org/10.7910/DVN/UPGSDG,10.7910/dvn/upgsdg,cc0,human_assistance,Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Wide source file contains response-level column(s) ['date'] — cannot safely melt. Manual mapping required.,,,,,Cognitive_learning_rural_China.tab,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,A ATIVIDADE BUSINESS INTELLIGENCE: PERSPECTIVAS DE ATUAÇÃO DO PROFISSIONAL BIBLIOTECÁRIO NO CONTEXTO DO AGRONEGÓCIO,https://doi.org/10.7910/DVN/JCRKIZ,10.7910/dvn/jcrkiz,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Vaga1', 'AnalistadeBusinessIntelligence', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K']",,,,,Planilha de vagas - Catho (1).tab,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
figshare,"Table_6_Spacing, Feedback, and Testing Boost Vocabulary Learning in a Web Application.xls",https://frontiersin.figshare.com/articles/dataset/Table_6_Spacing_Feedback_and_Testing_Boost_Vocabulary_Learning_in_a_Web_Application_xls/29532989,10.3389/fpsyg.2021.757262.s007,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['finnish', 'german', 'type']",,,,,"Table_6_Spacing, Feedback, and Testing Boost Vocabulary Learning in a Web Application.xls",0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,PEPR Data Specifications and Vocabulary,https://doi.org/10.7910/DVN/LRHSFP,10.7910/dvn/lrhsfp,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['concept_id', 'concept_name', 'concept_code', 'vocabulary_id', 'table', 'field']",,,,,vocab_PRO_instruments.tab,2.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,"The Hansard 19th-Century British Parliamentary Debates with Improved Speaker Names: Parsed Debates, N-Gram Counts, Special Vocabulary, Collocates, and Topics",https://doi.org/10.7910/DVN/ZCYJH8,10.7910/dvn/zcyjh8,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['city', 'city_base', 'geography', 'empire']",,,,,cities.tab,67.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,Subjective well-being and income: a compromise between Easterlin paradox and its critiques,https://doi.org/10.7910/DVN/VWYQEW,10.7910/dvn/vwyqew,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['CountryIDno', 'Country', 'GDPpcPPP']",,,,,GDP.tab,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
datacite,"Financial Choices of Millennial Working Professionals: A Dataset on Psychological Biases, Cultural Influences, and Financial Literacy",https://data.mendeley.com/datasets/pbd2922t6k/1,10.17632/pbd2922t6k.1,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Gender', '1', 'Male']",,,,,Code Sheet.xlsx,2.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
figshare,Statistics Anxiety in Rural Community College Students,https://figshare.com/articles/dataset/Statistics_Anxiety_in_Rural_Community_College_Students/33080939,10.6084/m9.figshare.33080939.v1,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'Anxiety Categories                                                      Confidence rating for each statement', '(1)                       No Anxiety', '(2)                     Low Anxiety', '(3)            Medium Anxiety', '(4)           ",,,,,Response Distribution Rev B.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,"Land use, land use history and soil type affect greenhouse gas fluxes from intact soil cores sampled across agricultural landscapes of the East African highlands",https://doi.org/10.7910/DVN/GSRD3R,10.7910/dvn/gsrd3r,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Filename', 'CumulativeN2OfluxesforResearchquestion1and2plotsfromsoilcorestakenfromat0-0.5msoildepth', 'C', 'D', 'E', 'F', 'G', 'H']",,,,,Nitrous Oxide fluxes.tab,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,Subjective well-being and income: a compromise between Easterlin paradox and its critiques,https://doi.org/10.7910/DVN/PEKMYL,10.7910/dvn/pekmyl,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['CountryIDno', 'Country', 'GDPpcPPP']",,,,,GDP.tab,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,Materials for Digital literacy is associated with more discerning accuracy judgments but not sharing intentions,https://doi.org/10.7910/DVN/WG3P0Y,10.7910/dvn/wg3p0y,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['False', 'GatesFoundationplantingmicrochipsduringCOVID19swabtesting.', 'C']",,,,,wave 1 headlines.tab,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
figshare,Data_Sheet_1_Development of depression detection algorithm using text scripts of routine psychiatric interview.xlsx,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Development_of_depression_detection_algorithm_using_text_scripts_of_routine_psychiatric_interview_xlsx/24941238,10.3389/fpsyt.2023.1256571.s001,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Hyperparameter', 'Unnamed: 1', 'Value']",,,,,Data_Sheet_1_Development of depression detection algorithm using text scripts of routine psychiatric interview.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,Replication Data for: Party cues or policy information? The differential influence of financial and economic literacy on economic policy preferences,https://doi.org/10.7910/DVN/QT2RBT,10.7910/dvn/qt2rbt,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row per person. | Could not confidently identify NUMERIC item columns, but 3 column(s) look like tex",,,,,CB_survey_final.tab,2.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,Calibration Data for Adaptive Versions of Common Personality Inventories,https://doi.org/10.7910/DVN/MCT7QK,10.7910/dvn/mct7qk,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row per person. | Could not confidently identify NUMERIC item columns, but 100 column(s) look like t",,,,,B5.tab,8.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,"Replication Data for: Allegiance, Ability, and Achievement in the American Civil War: Commander Traits and Battlefield Military Effectiveness",https://doi.org/10.7910/DVN/7PJPJ9,10.7910/dvn/7pjpj9,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row per person. | Could not confidently identify NUMERIC item columns, but 2 column(s) look like tex",,,,,ACH-BattleCommanders.tab,9.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
figshare,Additional file 3 of Further development in measuring communicative participation: identifying items to extend the applicability of the communicative participation item bank,https://springernature.figshare.com/articles/dataset/Additional_file_3_of_Further_development_in_measuring_communicative_participation_identifying_items_to_extend_the_applicability_of_the_communicative_participation_item_bank/26592200,10.6084/m9.figshare.26592200.v1,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Instrument', 'Reference', 'Instructional phrase', 'Item', 'Response options']",,,,,41687_2023_586_MOESM3_ESM.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,Replication Data for: Surveying the Impact of Generative Artificial Intelligence on Political Science Education,https://doi.org/10.7910/DVN/FNZQ06,10.7910/dvn/fnzq06,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row per person. | Could not confidently identify NUMERIC item columns, but 13 column(s) look like te",,,,,apsa_general_processed_data.tab,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,Structured Intelligence Analysis Technology Lossless Knowledge Graph Dataset,https://doi.org/10.7910/DVN/ZG15F1,10.7910/dvn/zg15f1,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['subject_id', 'predicate', 'object_id', 'source_page', 'note']",,,,,intelligence_KG_edges_lossless_v2.tab,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,"Replication Code for: ""Can Gifted Education Help Higher-Ability Boys from Disadvantaged Backgrounds?""",https://doi.org/10.7910/DVN/MNX4AG,10.7910/dvn/mnx4ag,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row per person. | Could not confidently identify item columns. | Columns present: ['__row_id__']",,,,,figure_5.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,Replication Data for: Misfortune and Mistake: The Financial Conditions and Decision-making Ability of High-Cost Loan Borrowers,https://doi.org/10.7910/DVN/1ENX6C,10.7910/dvn/1enx6c,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['prim_key', 'risk_FOSD_GARP', 'amb_GARP']",,,,,CCEI.tab,3.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
figshare,CI and NH Demographics and Performances for Auditory Spatial Attention Ability is Positively Correlated with Quality of Life in Cochlear Implant Users,https://figshare.com/articles/dataset/CI_and_NH_Demographics_and_Performances_for_Auditory_Spatial_Attention_Ability_is_Positively_Correlated_with_Quality_of_Life_in_Cochlear_Implant_Users/31424897,10.6084/m9.figshare.31424897.v1,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row per person. | Could not confidently identify item columns. | Columns present: ['Subject', 'SV45'",,,,,3D_Listening_Results.xls,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,Ability and Willingness to pay for health insurance in Indonesia,https://doi.org/10.7910/DVN/5FW8IW,10.7910/dvn/5fw8iw,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['province', 'province.1']",,,,,AbilitytoPay_WillingnesstoPay.xls,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,Replication Data for: Shaping Appropriations: Legislative Ability and Budgetary Success,https://doi.org/10.7910/DVN/BR9XXJ,10.7910/dvn/br9xxj,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['AGYTYPT', 'AGY', 'AGYT', 'AGYSUB', 'AGYSUBT']",,,,,agency_txt_cleaned.tab,2.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,Replication Data for: A Dynamic Discrete Choice Approach to Attitude Stability and Constraint,https://doi.org/10.7910/DVN/DUCHYS,10.7910/dvn/duchys,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['id', 'rec_dutytovote21', 'trustmps1', 'satdemuk1', 'efficacyunderstand1', 'efficacypolcare1', 'rec_dutytovote22', 'trustmps2', 'satdemuk2', 'efficacyunderstand2', 'efficacypolcare2', 'rec_dutytovote23', 'trustmps3', 'satdemuk3', 'efficacyunderstand3', ",,,,,BES_1to19_correlations.tab,15.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,"The database used in the paper Duraj Anna & Trusz Sławomir 2025. Expectancies of Significant Others, Students’ Mathematics Anxiety, and Their Mathematics Achievement: A Longitudinal Study",https://doi.org/10.7910/DVN/4A8IHC,10.7910/dvn/4a8ihc,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row per person. | Could not confidently identify item columns. | Columns present: ['Nb;SchoolLocatio",,,,,Expectancies_Anxiety_LongitudinalSt_N523.csv,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,"Duraj Anna & Trusz Sławomir. Expectancies of Significant Others, Students’ Mathematics Anxiety, and Their Mathematics Achievement: A Longitudinal Study - The Dataset",https://doi.org/10.7910/DVN/33EY6I,10.7910/dvn/33ey6i,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row per person. | Could not confidently identify item columns. | Columns present: ['Nb;SchoolLocatio",,,,,Expectancies_Anxiety_LongitudinalSt_N523.csv,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
figshare,Dataset Mapping Misconceptions in Heat and Temperature: Rasch Analysis of Four-Tier Diagnostic Responses,https://figshare.com/articles/dataset/_b_Dataset_b_/32099083,10.6084/m9.figshare.32099083.v8,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Komponen', 'Definisi yang dipakai', 'Rumus/Aturan']",,,,,Dataset.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
