_key,source,title,url,doi,flag,reasons,n_responses,n_participants,n_items,density,data_file,n_other_files,license
10.1371/journal.pone.0262249.s005,figshare,HEXACO questionnaire data from Experiment 1.,https://plos.figshare.com/articles/dataset/HEXACO_questionnaire_data_from_Experiment_1_/19108889,10.1371/journal.pone.0262249.s005,good,Passed (no errors); 1 note(s) to glance at before submitting. | QC warnings to review: resp_direction*,234,39,6,1.0,pone.0262249.s005.csv,0.0,cc-by
10.7910/dvn/y75cp2,dataverse,Evaluation of non-cognitive traits of doctor of physical therapy learners in the United States,https://doi.org/10.7910/DVN/Y75CP2,10.7910/dvn/y75cp2,good,"Passed (no errors); 2 note(s) to glance at before submitting. | QC warnings to review: resp_direction*, imputed_values*",20264,298,68,1.0,Jeehp_15_19_raw data.xlsx,0.0,cc0
10.7910/dvn/tlkxaz,dataverse,Do Large Language Models Simulate Moral Identity? A Psychometric Analysis Using Moral Identity Scale (MIS),https://doi.org/10.7910/DVN/TLKXAZ,10.7910/dvn/tlkxaz,good,"Passed (no errors); 2 note(s) to glance at before submitting. | QC warnings to review: resp_direction*, imputed_values*",114,57,2,1.0,Baseline descriptive data.xlsx,1.0,cc0
10.7910/dvn/3ckjv1,dataverse,Exploring name-based instructor–student interaction in medical teaching: development and psychometric evaluation of a pilot questionnaire,https://doi.org/10.7910/DVN/3CKJV1,10.7910/dvn/3ckjv1,good,"Passed (no errors); 2 note(s) to glance at before submitting. | QC warnings to review: resp_direction*, imputed_values*",20250,270,75,1.0,Results_Pilot_Questionnaire.xlsx,0.0,cc0
10.6084/m9.figshare.32114668.v1,figshare,Pre- and Post-Intervention Data Matrix: Cognitive Development Assessment in Early Childhood Education,https://figshare.com/articles/dataset/Pre-_and_Post-Intervention_Data_Matrix_Cognitive_Development_Assessment_in_Early_Childhood_Education/32114668,10.6084/m9.figshare.32114668.v1,good,Passed (no errors); 1 note(s) to glance at before submitting. | QC warnings to review: resp_direction*,900,50,18,1.0,DATA_MATRIX_TRANSLATED.xlsx,0.0,cc-by
10.1371/journal.pone.0342855.s001,figshare,<p>Questionnaire survey data of ceramic vases.</p>,https://plos.figshare.com/articles/dataset/_p_Questionnaire_survey_data_of_ceramic_vases_p_/31930170,10.1371/journal.pone.0342855.s001,good,"Passed (no errors); 2 note(s) to glance at before submitting. | QC warnings to review: resp_direction*, multi_scale*",6600,200,33,1.0,pone.0342855.s001.xlsx,0.0,cc-by
10.7910/dvn/ntvw8t,dataverse,Questionnaire and Interview Results,https://doi.org/10.7910/DVN/NTVW8T,10.7910/dvn/ntvw8t,good,"Passed (no errors); 3 note(s) to glance at before submitting. | QC warnings to review: resp_direction*, imputed_values*, multi_scale*",27150,150,181,1.0,data.xlsx,0.0,cc0
10.7910/dvn/zzpuwb,dataverse,Reliability and construct validation of the Blended Learning Usability Evaluation–Questionnaire with interprofessional clinicians in Canada: a methodological study,https://doi.org/10.7910/DVN/ZZPUWB,10.7910/dvn/zzpuwb,good,"Passed (no errors); 3 note(s) to glance at before submitting. | QC warnings to review: resp_direction*, imputed_values*, multi_scale*",920,40,23,1.0,Dataset 1. An excel document which includes all anonymized BLUE-Q data from the 40 learners..xlsx,0.0,cc0
10.6084/m9.figshare.26789680.v3,figshare,Validation of ‘Creactability’ Scale in Football: A Rasch Modeling Approach_data_football.xlsx,https://figshare.com/articles/dataset/data_football_xlsx/26789680,10.6084/m9.figshare.26789680.v3,good,"Passed (no errors); 2 note(s) to glance at before submitting. | QC warnings to review: resp_direction*, multi_scale*",6025,241,25,1.0,data_football.xlsx,0.0,cc-by
10.6084/m9.figshare.26631202.v1,figshare,Additional file 1 of A 13-item Health of the Nation Outcome Scale (HoNOS-13): validation by item response theory (IRT) in patients with substance use disorder,https://springernature.figshare.com/articles/dataset/Additional_file_1_of_A_13-item_Health_of_the_Nation_Outcome_Scale_HoNOS-13_validation_by_item_response_theory_IRT_in_patients_with_substance_use_disorder/26631202,10.6084/m9.figshare.26631202.v1,good,"Passed (no errors); 3 note(s) to glance at before submitting. | QC warnings to review: resp_direction*, imputed_values*, multi_scale* | license_unknown* — license 'cc-by-+-cc0' not recognised as open; verify before submission",15834,609,26,1.0,13722_2023_416_MOESM1_ESM.xlsx,0.0,cc-by-+-cc0
10.7910/dvn/shwnk1,dataverse,Perception of clinical educational environment by student of physiotherapy based on the Educational Environment Measurement Questionnaire of the Postgraduate Hospital in Chile,https://doi.org/10.7910/DVN/SHWNK1,10.7910/dvn/shwnk1,good,"Passed (no errors); 2 note(s) to glance at before submitting. | QC warnings to review: resp_direction*, imputed_values*",15640,391,40,1.0,JEEHP-19-043_5_00_4202.xlsx,0.0,cc0
,dataverse,Replication Data for: Insight into the mechanism of non-compliance tasks on construction workers' unsafe behavior from the view of cognitive-affective system theory of personality,https://doi.org/10.7910/DVN/ATLXC5,10.7910/dvn/atlxc5,good,"Passed (no errors); 3 note(s) to glance at before submitting. | QC warnings to review: resp_direction*, imputed_values*, multi_scale*",13248,414,32,1.0,414数据.xlsx,0.0,cc0
,dataverse,"Replication data for: Soldier Decision-Making for Allocation of Intelligence, Surveillance, and Reconnaissance Assets",https://doi.org/10.7910/DVN/25583,10.7910/dvn/25583,good,"Passed (no errors); 2 note(s) to glance at before submitting. | QC warnings to review: resp_direction*, imputed_values*",104,8,13,1.0,12.26.13_ISR_DM_ground_truth_1.csv,1.0,cc0
10.7910/dvn/zdnsfj,dataverse,Questionnaire survey data on adolescents’ intention to adopt intelligent sports assistance robots,https://doi.org/10.7910/DVN/ZDNSFJ,10.7910/dvn/zdnsfj,good,"Passed (no errors); 2 note(s) to glance at before submitting. | QC warnings to review: resp_direction*, multi_scale*",17022,587,29,0.9999,date.xlsx,0.0,cc0
10.7910/dvn/ue55jt,dataverse,Development of a character qualities test for medical students in Korea using polytomous item response theory and factor analysis: a preliminary scale development study,https://doi.org/10.7910/DVN/UE55JT,10.7910/dvn/ue55jt,good,"Passed (no errors); 2 note(s) to glance at before submitting. | QC warnings to review: resp_direction*, imputed_values*",124079,767,162,0.9986,jeehp-20-20-dataset1.xlsx,4.0,cc0
10.7910/dvn/2iblrk,dataverse,Data for understanding personality and financial behaviour using handwriting,https://doi.org/10.7910/DVN/2IBLRK,10.7910/dvn/2iblrk,good,"Passed (no errors); 2 note(s) to glance at before submitting. | QC warnings to review: resp_direction*, imputed_values*",14849,402,37,0.9983,1. Neuroticism Cleaned Data 11-3-21.xlsx,4.0,
10.7910/dvn/atcqvi,dataverse,Gait kinematics and cognitive skills in Parkinson disease,https://doi.org/10.7910/DVN/ATCQVI,10.7910/dvn/atcqvi,good,"Passed (no errors); 2 note(s) to glance at before submitting. | QC warnings to review: resp_direction*, imputed_values*",284,19,15,0.9965,lander et al data.xlsx,0.0,
,dataverse,"Artificial Intelligence in Bosnia and Herzegovina: A Study on Awareness, Attitude, and Trust",https://doi.org/10.7910/DVN/IREEJJ,10.7910/dvn/ireejj,good,"Passed (no errors); 2 note(s) to glance at before submitting. | QC warnings to review: resp_direction*, imputed_values*",19442,386,51,0.9876,ESM_1.xlsx,4.0,cc0
10.7910/dvn/arbvzk,dataverse,“What’s COVID-19 Vaccine Like?” –  From A Cognitive Frame to A Similative Proposition,https://doi.org/10.7910/DVN/ARBVZK,10.7910/dvn/arbvzk,good,Passed (no errors); 1 note(s) to glance at before submitting. | QC warnings to review: resp_direction*,73,37,2,0.9865,1. Dynamic of Similes in Coronavirus Corpus-1.xlsx,2.0,cc0
10.7910/dvn/k0srs8,dataverse,Advancing the Study of English Relative Clause Acquisition: A Rasch Modelling Approach,https://doi.org/10.7910/DVN/K0SRS8,10.7910/dvn/k0srs8,good,"Passed (no errors); 2 note(s) to glance at before submitting. | QC warnings to review: resp_direction*, imputed_values*",779,44,18,0.9836,highschool_data_final.xlsx,0.0,cc0
10.7910/dvn/o7zbmw,dataverse,Perceptions About How Racism Contributes to the Development of Borderline Personality Disorder,https://doi.org/10.7910/DVN/O7ZBMW,10.7910/dvn/o7zbmw,good,"Passed (no errors); 2 note(s) to glance at before submitting. | QC warnings to review: resp_direction*, imputed_values*",32,11,3,0.9697,"Dissertation_ Racism and BPD_October 31, 2023_07.36.xlsx",0.0,cc0
10.6084/m9.figshare.32315040.v1,figshare,Acupuncture modulates the gut microbiota–brain axis to improve working memory in perimenopausal insomnia: an integrative multi-omics study,https://figshare.com/articles/dataset/Acupuncture_modulates_the_gut_microbiota_brain_axis_to_improve_working_memory_in_perimenopausal_insomnia_an_integrative_multi-omics_study/32315040,10.6084/m9.figshare.32315040.v1,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['No.', 'Name']",,,,,Multi_Omics_Dataset.xlsx,0.0,
https://osf.io/qj8v5/,osf,"Does Digital Offloading Reduce Cognitive Load at the Expense of Attentional Control, or Does it Promote Cognitive Resilience in Young Adults? A Thematic Literature Review",https://osf.io/qj8v5/,,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['#', 'Name / Title', 'Study Type', 'Participants', 'Main Focus', 'Cognitive Variable(s)', 'Key Findings', 'Theme', 'Access']",,,,,tlr .xlsx,0.0,
10.7910/dvn/ije2pc,dataverse,Bachpan Study of Maternal Depression and Child Development: Data from the First Three Years,https://doi.org/10.7910/DVN/IJE2PC,10.7910/dvn/ije2pc,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['\xa0', 'Variable Name', 'Variable Label', 'Response Category', 'Value Label Format', 'Notes', 'Generated variable', 'Baseline/Screening', '3 mo', '6 mo', '12 mo', '24 mo', '36 mo']",,,,,Bachpan Data Dictionary Sharing.xlsx,0.0,
10.6084/m9.figshare.32016954.v1,figshare,"Survey data on financial knowledge, financial self-efficacy, financial attitude, and financial behavior among Indonesian Gen Z",https://figshare.com/articles/dataset/Survey_data_on_financial_knowledge_financial_self-efficacy_financial_attitude_and_financial_behavior_among_Indonesian_Gen_Z/32016954,10.6084/m9.figshare.32016954.v1,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['CODEBOOK', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6']",,,,,"Codebook, Questionnaire, and Variable Dictionary.xlsx",1.0,
10.6084/m9.figshare.31649446.v1,figshare,"Neurocognition, Attention and Working Memory in Latin America: A Synthetic Dataset",https://figshare.com/articles/dataset/Neurocognition_Attention_and_Working_Memory_in_Latin_America_A_Synthetic_Dataset/31649446,10.6084/m9.figshare.31649446.v1,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used first column 'undefined' as fallback — verify this is the person identifier. | Could not confidently identify item columns. | Columns present: ['undefined']",,,,,neurocognition_attention_working_memory_latinamerica.csv,0.0,
10.25403/upresearchdata.30203737.v1,figshare,"Underexplored impact of AI on fostering reading comprehension and key 21st-century skills including critical thinking, creativity, and collaboration in the Global South",https://researchdata.up.ac.za/articles/dataset/Underexplored_impact_of_AI_on_fostering_reading_comprehension_and_key_21st-century_skills_including_critical_thinking_creativity_and_collaboration_in_the_Global_South/30203737,10.25403/upresearchdata.30203737.v1,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used first column '[{' as fallback — verify this is the person identifier. | Could not confidently identify item columns. | Columns present: ['[{']",,,,,Data and Thematic Analysis - Interactive Book -Shoe Dog.xlsx,0.0,
10.7910/dvn/nyh6zk,dataverse,Lactate restores PGC1alpha and BDNF expression rescuing cognitive impairments in a mouse model for schizophrenia,https://doi.org/10.7910/DVN/NYH6ZK,10.7910/dvn/nyh6zk,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used first column 'Unnamed: 0' as fallback — verify this is the person identifier. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'Unnamed: 1', 'Unnamed: 2']",,,,,BBR Lactate manuscript data updated_02_16_2026.xlsx,0.0,
10.7910/dvn/ghjwgi,dataverse,Examining the role of sleep-disordered breathing in cognitive and quality of life impairment in children with CHD,https://doi.org/10.7910/DVN/GHJWGI,10.7910/dvn/ghjwgi,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Variable Name', 'Variable Label', 'Measurement Level', 'ColumnWidth']",,,,,CHD SDB data dictionary.xlsx,0.0,
10.6084/m9.figshare.30195541.v1,figshare,Dataset for: Sleep Quality as a Mediator Between Lifestyle and Cognitive and Agentic Student Engagement: A Structural Equation Modeling Approach,https://figshare.com/articles/dataset/Dataset_for_Sleep_Quality_as_a_Mediator_Between_Lifestyle_and_Cognitive_and_Agentic_Student_Engagement_A_Structural_Equation_Modeling_Approach/30195541,10.6084/m9.figshare.30195541.v1,human_assistance,Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: [';AGE;SEX;WEIGHT;HEIGHT;EET_01;EET_02;EET_03;EET_04;EET_05;EET_06;EET_07;EET_08;EET_09;EET_10;EET_11;EET_12;EET_13;EET_14;EET_15;EET_16;EET_17;EET_18;EET_19;EET_20;EET_21;EET_22;EET_23;EET_24;EET_25;EET_26;EET_27;EET_28;EET_29;IPAQ_A_32;PSQI_01_H;PSQI_0,,,,,Final-dataset.csv,1.0,
10.1371/journal.pmen.0000333.s004,figshare,"HCWs with symptoms of depression, anxiety or PTSDs categorized by clinical cut-off scores.",https://plos.figshare.com/articles/dataset/HCWs_with_symptoms_of_depression_anxiety_or_PTSDs_categorized_by_clinical_cut-off_scores_/29294763,10.1371/journal.pmen.0000333.s004,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Categories according to clinical cut-off values', 'Nov 2020', 'Dec 2020', 'May 2021', 'Dec 2021', 'Mar 2023']",,,,,pmen.0000333.s004.xlsx,0.0,
10.7910/dvn/xuvkdo,dataverse,"Replication Data for: Analyzing risk perception, risk attitude, and management strategy using Partial Least Squares Structural Equation Modeling (PLS-SEM) in pistachio production: The case of Siirt Province, Türkiye",https://doi.org/10.7910/DVN/XUVKDO,10.7910/dvn/xuvkdo,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'Communalities for risk sources', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6', 'Unnamed: 7', 'Unnamed: 8', 'Total Variance Explained for risk sources', 'Unnamed: 10', 'Unnamed: 11', 'Unnamed: 12', 'Unnamed: 13', 'U",,,,,Data_Pistachio2.xlsx,1.0,
10.7910/dvn/3btt82,dataverse,Selected personality data from the SAPA-Project: 01Jan2023 to 12Jan2024,https://doi.org/10.7910/DVN/3BTT82,10.7910/dvn/3btt82,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'item_id', 'item']",,,,,ItemInfo.csv,1.0,
10.7910/dvn/bvf52i,dataverse,Selected personality data from the SAPA-Project: 01Jan2022 to 31Dec2022,https://doi.org/10.7910/DVN/BVF52I,10.7910/dvn/bvf52i,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'item_id', 'item']",,,,,ItemInfo.csv,1.0,
10.7910/dvn/jogyud,dataverse,Selected personality data from the SAPA-Project: 01Jan2021 to 31Dec2021,https://doi.org/10.7910/DVN/JOGYUD,10.7910/dvn/jogyud,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'item_id', 'item']",,,,,ItemInfo.csv,1.0,
10.7910/dvn/yoeedq,dataverse,Selected personality data from the SAPA-Project: 01Jan2020 to 31Dec2020,https://doi.org/10.7910/DVN/YOEEDQ,10.7910/dvn/yoeedq,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'item_id', 'item']",,,,,ItemInfo.csv,1.0,
10.7910/dvn/fuub2q,dataverse,Selected personality data from the SAPA-Project: 01Jan2019 to 31Dec2019,https://doi.org/10.7910/DVN/FUUB2Q,10.7910/dvn/fuub2q,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'item_id', 'item']",,,,,ItemInfo.csv,1.0,
10.7910/dvn/7a9ymv,dataverse,Selected personality data from the SAPA-Project: 01Jan2018 to 31Dec2018,https://doi.org/10.7910/DVN/7A9YMV,10.7910/dvn/7a9ymv,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'item_id', 'item']",,,,,ItemInfo.csv,1.0,
10.7910/dvn/pngut5,dataverse,Selected personality data from the SAPA-Project: 07Feb2017 to 31Dec2017,https://doi.org/10.7910/DVN/PNGUT5,10.7910/dvn/pngut5,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'item_id', 'item']",,,,,ItemInfo.csv,1.0,
10.7910/dvn/e2dsbp,dataverse,Replication Data For: Mapping quality judgment in International Relations: Cognitive dimensions and sociological correlates,https://doi.org/10.7910/DVN/E2DSBP,10.7910/dvn/e2dsbp,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Country', 'South']",,,,,Article_IR Know Quality_ChagasBastos-Kristensen_Coding_NorthSouth.xlsx,1.0,
https://osf.io/j2unx/,osf,Personality Structure and Self-Regulation in NEET Young Adults: A HEXACO-Based Analysis.,https://osf.io/j2unx/,,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Parola', 'Codice']",,,,,hexaco_questions_2.xlsx,2.0,
https://osf.io/4h8z6/,osf,"Dark Personality Traits, Norm Commitment and Violations of the Five Moral Foundations (DuNoMor)",https://osf.io/4h8z6/,,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Care/Harm', 'Fairness/Cheating', 'Loyalty/Betrayal', 'Authority/Subversion', 'Sanctity/Degradation']",,,,,Moral Foundations Itemzuordnung.xlsx,0.0,
10.7910/dvn/3f1rgq,dataverse,Replication Data for: How street-level bureaucrats’ traits affect community leaders' assessments of the government,https://doi.org/10.7910/DVN/3F1RGQ,10.7910/dvn/3f1rgq,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Variable', 'Definition']",,,,,Codebook.xlsx,12.0,
10.7910/dvn/alvsgp,dataverse,Coping with Complications that Occur after Prostate Biopsy for Satisfactory Evaluation of Call Service Using Artificial Intelligence: A Pilot Randomized Controlled Trial,https://doi.org/10.7910/DVN/ALVSGP,10.7910/dvn/alvsgp,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'AI', 'Human', 'None', 'D/O or S/F', 'Unnamed: 5', 'Unnamed: 6', 'Unnamed: 7', 'Unnamed: 8', 'Unnamed: 9', 'Unnamed: 10', 'Unnamed: 11', 'Unnamed: 12', 'Unnamed: 13', 'Unnamed: 14', 'Unnamed: 15', 'Unnamed: 16', 'Unnamed: 17', 'Unnamed: 18",,,,,전체대상자list_20230906 (1) law data.xlsx,0.0,
10.7910/dvn/aajsj7,dataverse,Visual Context Affects Children’s and Adults’ Cognitive Load  Engaged in Predictive Language Processing,https://doi.org/10.7910/DVN/AAJSJ7,10.7910/dvn/aajsj7,human_assistance,Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['group;subject;item;condition;B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12;B13;B14;B15;B16;B17;B18;B19;B20;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;S17;S18;S19;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11,,,,,ica_for publication_preprocessed.csv,0.0,
10.3389/fpsyt.2024.1411783.s001,figshare,"DataSheet1_Autism, intelligence, language, and adaptive behavior, disentangling a complex relationship.xlsx",https://frontiersin.figshare.com/articles/dataset/DataSheet1_Autism_intelligence_language_and_adaptive_behavior_disentangling_a_complex_relationship_xlsx/27617748,10.3389/fpsyt.2024.1411783.s001,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used first column 'Unnamed: 0' as fallback — verify this is the person identifier. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6', 'Unnamed: 7']",,,,,"DataSheet1_Autism, intelligence, language, and adaptive behavior, disentangling a complex relationship.xlsx",0.0,
10.7910/dvn/o82gqh,dataverse,The effect of textured insoles on cognitive precision and football-specific task execution times,https://doi.org/10.7910/DVN/O82GQH,10.7910/dvn/o82gqh,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used first column 'Paticipant' as fallback — verify this is the person identifier. | Could not confidently identify item columns. | Columns present: ['Paticipant', 'Condition', 'RT']",,,,,Textured_Insole_Manuscript_Data_Final.xlsx,0.0,
10.7910/dvn/eu0ceb,dataverse,Affective attachment or partisanship? Categorizing lasting electoral support for a populist platform,https://doi.org/10.7910/DVN/EU0CEB,10.7910/dvn/eu0ceb,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Información de variable', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Valores de variable', 'Unnamed: 6', 'Unnamed: 7']",,,,,Lastingpopulistsupport_Encuesta_7oct2023_Quito_Codebook.xlsx,2.0,
10.7910/dvn/ehbgow,dataverse,"Replication Data for: ""Taking Teacher Evaluation to Scale: The Effect of State Reforms on Achievement and Attainment""",https://doi.org/10.7910/DVN/EHBGOW,10.7910/dvn/ehbgow,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Prior Mean', 'Prior St. Dev', 'Prior Variance', 'Point Estimate', 'Variance of Estimate', 'N', 'Unnamed: 6', 'Posterior Mean ', 'Posterior Variance', 'Posterior Standard Deviation', 't value']",,,,,Bayesian Analysis.xlsx,1.0,cc0
