source,journal,doi,title,url,pmcid,license,flag,reasons,data_file,n_responses,n_participants,n_items,density,n_other_files
pmc,peerj,10.7717/peerj.19426,Husbands' knowledge and attitudes regarding postpartum depression.,https://europepmc.org/article/PMC/PMC12083466,PMC12083466,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*",peerj-13-19426-s001.xlsx,26065,2,65,200.5,0
pmc,peerj,10.7717/peerj.18828,"Relationships among COVID-19 causal factors perceived by children, basic psychological needs and social anxiety.",https://europepmc.org/article/PMC/PMC11789665,PMC11789665,cc-by,error,'int' object has no attribute 'lower',peerj-13-18828-s001.xlsx,,,,,
pmc,peerj,10.7717/peerj.17910,Does how individuals handle social situations exacerbate the relationship between physique anxiety and food addiction? The role of emotional expressive suppression and social avoidance and distress.,https://europepmc.org/article/PMC/PMC11332389,PMC11332389,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",peerj-12-17910-s001.xlsx,81721,1151,71,1.0,0
pmc,peerj,10.7717/peerj.18167,"Electronic cigarettes and their association with stress, depression, and anxiety among dental students in the UAE-a pilot cross sectional study.",https://europepmc.org/article/PMC/PMC11491058,PMC11491058,cc-by,human_assistance,QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*,peerj-12-18167-s001.csv,3407,2,24,70.9792,0
pmc,peerj,10.7717/peerj.18378,The influence of parenting styles and coping strategies on anxiety symptoms in adolescents: a comparative study of groups with and without non-suicidal self-injury behavior.,https://europepmc.org/article/PMC/PMC11566507,PMC11566507,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 2 column(s) look like text-coded Likert items (e.g. ['Variable', 'Code']) rather than numeric codes. Needs a human to confirm the category set/order and recode to numeric. | Columns present: ['Variable', 'Code', 'Description']",peerj-12-18378-s003.xlsx,,,,,0
pmc,peerj,10.7717/peerj.19138,Electroencephalographic power spectrum patterns related to the intelligence of children with learning disorders.,https://europepmc.org/article/PMC/PMC11954465,PMC11954465,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | 90% of responses are unique (real items reuse a small scale; this looks like a results table) | 89% of resp values are non-integer — ordinal item responses are almost always integer-valued,peerj-13-19138-s002.xlsx,20536,136,151,1.0,1
pmc,peerj,10.7717/peerj.17982,Psychometric characteristics of the Narcissistic Admiration and Rivalry Questionnaire (NARQ): Arabic version.,https://europepmc.org/article/PMC/PMC11397124,PMC11397124,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, multi_scale*",peerj-12-17982-s001.sav,18564,2,26,357.0,0
pmc,peerj,10.7717/peerj.16617,Hormonal and psychological influences on performance anxiety in adolescent female volleyball players: a multi-approach study.,https://europepmc.org/article/PMC/PMC10883150,PMC10883150,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used first column 'Shirt number' as fallback — verify this is the person identifier. | Could not confidently identify NUMERIC item columns, but 8 column(s) look like text-coded Likert items (e.g. ['Final result of competition', 'Somatic Items', 'Worry Items']) ",peerj-12-16617-s001.xlsx,,,,,0
pmc,peerj,10.7717/peerj.18257,The characteristics and associations between trait and state time perspective in adolescents with depression: a questionnaire and sandplay study.,https://europepmc.org/article/PMC/PMC11472794,PMC11472794,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, multi_scale*",peerj-12-18257-s001.xlsx,11926,2,28,212.9643,0
pmc,peerj,10.7717/peerj.17440,Linking patient-reported oral and general health-related quality of life.,https://europepmc.org/article/PMC/PMC11141547,PMC11141547,cc-by,download_failed,`Import xlrd` failed. Install xlrd >= 2.0.1 for xls Excel support Use pip or conda to install the xlrd package.,peerj-12-17440-s001.xls,,,,,
pmc,peerj,10.7717/peerj.17711,Treatment gap and barriers to access mental healthcare among women with postpartum depression symptoms in Pakistan.,https://europepmc.org/article/PMC/PMC11260416,PMC11260416,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*",peerj-12-17711-s001.xlsx,87156,4,58,375.6724,0
pmc,peerj,10.7717/peerj.16864,Evaluating cognitive and affective abilities among medical students: behavioural and medicolegal perspectives.,https://europepmc.org/article/PMC/PMC10840496,PMC10840496,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 67 column(s) look like text-coded Likert items (e.g. ['Do you agree to participate in the survey', 'sex', 'Original residence before university admission']) rather than numeric codes. Needs a human to confirm the category set/order and recode to numeric. | Colu",peerj-12-16864-s003.xlsx,,,,,0
pmc,peerj,10.7717/peerj.17308,"Seeing the impossible: the impact of watching magic on positive emotions, optimism, and wellbeing.",https://europepmc.org/article/PMC/PMC11067910,PMC11067910,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_ordinal*, resp_direction*",peerj-12-17308-s001.csv,1600,159,8,1.2579,0
pmc,peerj,10.7717/peerj.16035,The Early Childhood Oral Health Impact Scale (ECOHIS): psychometric properties and application on preschoolers.,https://europepmc.org/article/PMC/PMC10569180,PMC10569180,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",peerj-11-16035-s001.xlsx,9622,371,26,0.9975,0
pmc,peerj,10.7717/peerj.13162,Maternal self-efficacy and emotional well-being in Chilean adolescent mothers: the relationship with their children's social-emotional development.,https://europepmc.org/article/PMC/PMC9012175,PMC9012175,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",peerj-10-13162-s001.sav,7900,79,100,1.0,0
pmc,peerj,10.7717/peerj.14128,The impact of children's temperament on recurrent unintentional injuries: the role of paternal parenting styles as a mediator.,https://europepmc.org/article/PMC/PMC9559059,PMC9559059,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 3']",peerj-10-14128-s003.xlsx,,,,,0
pmc,peerj,10.7717/peerj.12591,Self-stigma and cognitive fusion in parents of children with autism spectrum disorder. The moderating role of self-compassion.,https://europepmc.org/article/PMC/PMC8684717,PMC8684717,cc-by,no_usable_file,no tabular-format file among 20 supplementary file(s): peerj-09-12591-s002.docx; peerj-09-12591-g003.jpg; peerj-09-12591-s004.docx; peerj-09-12591-g003.gif; peerj-09-12591-g007.gif; peerj-09-12591-g004.jpg; peerj-09-12591-g001.gif; peerj-09-12591-g007.jpg; peerj-09-12591-g004.gif; peerj-09-12591-g008.gif,,,,,,
pmc,peerj,10.7717/peerj.9620,"How ""dirty"" is the Dark Triad? Dark character profiles, swearing, and sociosexuality.",https://europepmc.org/article/PMC/PMC7391971,PMC7391971,cc-by,no_usable_file,no tabular-format file among 8 supplementary file(s): peerj-08-9620-g003.gif; peerj-08-9620-g003.jpg; peerj-08-9620-g002.jpg; peerj-08-9620-s001.zip; peerj-08-9620-g001.gif; peerj-08-9620-s002.zip; peerj-08-9620-g002.gif; peerj-08-9620-g001.jpg,,,,,,
pmc,peerj,10.7717/peerj.12803,Validity and reliability evidence for the Behavioral Regulation in Sport Questionnaire with Romanian professional athletes.,https://europepmc.org/article/PMC/PMC8759356,PMC8759356,cc-by,no_usable_file,no tabular-format file among 14 supplementary file(s): peerj-10-12803-g006.jpg; peerj-10-12803-g003.jpg; peerj-10-12803-g002.gif; peerj-10-12803-g005.jpg; peerj-10-12803-g004.gif; peerj-10-12803-g001.gif; peerj-10-12803-g001.jpg; peerj-10-12803-s002.docx; peerj-10-12803-g002.jpg; peerj-10-12803-g004.jpg,,,,,,
pmc,peerj,10.7717/peerj.10904,Positive emotion induction improves cardiovascular coping with a cognitive task.,https://europepmc.org/article/PMC/PMC7958892,PMC7958892,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",peerj-09-10904-s003.sav,2019,42,50,0.9614,0
pmc,peerj,10.7717/peerj.12432,Relationship between higher education teachers' affect and their psychological adjustment to online teaching during the COVID-19 pandemic: an application of latent profile analysis.,https://europepmc.org/article/PMC/PMC8571955,PMC8571955,cc-by,no_usable_file,no tabular-format file among 13 supplementary file(s): peerj-09-12432-g001.gif; peerj-09-12432-g002.jpg; peerj-09-12432-g005.jpg; peerj-09-12432-g002.gif; peerj-09-12432-s003.docx; peerj-09-12432-s002.docx; peerj-09-12432-g003.gif; peerj-09-12432-g001.jpg; peerj-09-12432-g005.gif; peerj-09-12432-s001.rar,,,,,,
pmc,peerj,10.7717/peerj.6726,Repeatedly adopting power postures does not affect hormonal correlates of dominance and affiliative behavior.,https://europepmc.org/article/PMC/PMC6585898,PMC6585898,cc-by,no_usable_file,no tabular-format file among 11 supplementary file(s): peerj-07-6726-g003.gif; peerj-07-6726-g003.jpg; peerj-07-6726-g004.gif; peerj-07-6726-g004.jpg; peerj-07-6726-s001.docx; peerj-07-6726-g005.gif; peerj-07-6726-g002.gif; peerj-07-6726-g002.jpg; peerj-07-6726-g005.jpg; peerj-07-6726-g001.gif,,,,,,
pmc,peerj,10.7717/peerj.7253,Depression and sexual risk behavior among long-distance truck drivers at roadside wellness clinics in Kenya.,https://europepmc.org/article/PMC/PMC6642802,PMC6642802,cc-by,no_usable_file,no tabular-format file among 6 supplementary file(s): peerj-07-7253-g002.gif; peerj-07-7253-g001.gif; peerj-07-7253-s002.pdf; peerj-07-7253-g002.jpg; peerj-07-7253-g001.jpg; peerj-07-7253-s001.txt,,,,,,
pmc,peerj,10.7717/peerj.8120,Relationship between the Dark Triad and depressive symptoms.,https://europepmc.org/article/PMC/PMC6886484,PMC6886484,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",peerj-07-8120-s001.sav,15029,2,19,395.5,0
pmc,peerj,10.7717/peerj.3034,"Attachment anxiety is associated with a fear of becoming fat, which is mediated by binge eating.",https://europepmc.org/article/PMC/PMC5345385,PMC5345385,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",peerj-05-3034-s001.xlsx,15935,148,108,0.9969,0
pmc,peerj,10.7717/peerj.4903,"Exploring constructs of well-being, happiness and quality of life.",https://europepmc.org/article/PMC/PMC5985772,PMC5985772,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",peerj-06-4903-s001.xlsx,18978,180,107,0.9854,0
pmc,peerj,10.7717/peerj.6647,Understanding the experience of psychopathology after intimate partner violence: the role of personality.,https://europepmc.org/article/PMC/PMC6445246,PMC6445246,cc-by,no_usable_file,no tabular-format file among 19 supplementary file(s): peerj-07-6647-g005.jpg; peerj-07-6647-g005.gif; peerj-07-6647-g007.jpg; peerj-07-6647-g004.gif; peerj-07-6647-g004.jpg; peerj-07-6647-g006.jpg; peerj-07-6647-g008.jpg; peerj-07-6647-g002.gif; peerj-07-6647-g003.gif; peerj-07-6647-s001.zip,,,,,,
pmc,peerj,10.7717/peerj.6106,Behavior problems and personality in Korean high school students.,https://europepmc.org/article/PMC/PMC6292374,PMC6292374,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",peerj-06-6106-s001.xlsx,12730,2,19,335.0,0
pmc,peerj,10.7717/peerj.738,Health-related quality of life and emotional and behavioral difficulties after extreme preterm birth: developmental trajectories.,https://europepmc.org/article/PMC/PMC4304859,PMC4304859,cc-by,no_usable_file,no tabular-format file among 13 supplementary file(s): peerj-03-738-g004.jpg; peerj-03-738-g001.jpg; peerj-03-738-s001.docx; peerj-03-738-g002.gif; peerj-03-738-g001.gif; peerj-03-738-g006.gif; peerj-03-738-g006.jpg; peerj-03-738-g004.gif; peerj-03-738-g005.gif; peerj-03-738-g005.jpg,,,,,,
pmc,peerj,10.7717/peerj.1826,"Questions of time and affect: a person's affectivity profile, time perspective, and well-being.",https://europepmc.org/article/PMC/PMC4806673,PMC4806673,cc-by,no_usable_file,no tabular-format file among 17 supplementary file(s): peerj-04-1826-g007.jpg; peerj-04-1826-g007.gif; peerj-04-1826-g002.gif; peerj-04-1826-g004.jpg; peerj-04-1826-g005.jpg; peerj-04-1826-g004.gif; peerj-04-1826-g006.jpg; peerj-04-1826-g002.jpg; peerj-04-1826-g001.jpg; peerj-04-1826-g003.gif,,,,,,
pmc,peerj,10.7717/peerj.5451,Contextual and individual determinants of oral health-related quality of life among five-year-old children: a multilevel analysis.,https://europepmc.org/article/PMC/PMC6119455,PMC6119455,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",peerj-06-5451-s001.sav,13747,766,18,0.997,0
pmc,peerj,10.7717/peerj.2868,Italian and Swedish adolescents: differences and associations in subjective well-being and psychological well-being.,https://europepmc.org/article/PMC/PMC5237367,PMC5237367,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | only 2 distinct ids (too few to be respondents) | 70% of resp values are non-integer — ordinal item responses are almost always integer-valued,peerj-05-2868-s001.sav,2650,2,5,265.0,0
pmc,peerj,10.7717/peerj.4484,Temperament and character effects on late adolescents' well-being and emotional-behavioural difficulties.,https://europepmc.org/article/PMC/PMC5877450,PMC5877450,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",peerj-06-4484-s001.xlsx,3783,72,53,0.9914,0
pmc,peerj,10.7717/peerj.2421,Distinctive personality profiles of fibromyalgia and chronic fatigue syndrome patients.,https://europepmc.org/article/PMC/PMC5028783,PMC5028783,cc-by,download_failed,`Import xlrd` failed. Install xlrd >= 2.0.1 for xls Excel support Use pip or conda to install the xlrd package.,peerj-04-2421-s001.xls,,,,,
pmc,peerj,10.7717/peerj.3801,"A dark past, a restrained present, and an apocalyptic future: time perspective, personality, and life satisfaction among anorexia nervosa patients.",https://europepmc.org/article/PMC/PMC5600947,PMC5600947,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | only 2 distinct ids (too few to be respondents) | 66% of resp values are non-integer — ordinal item responses are almost always integer-valued,peerj-05-3801-s001.sav,3318,2,17,97.5882,0
pmc,peerj,10.7717/peerj.4092,Modus operandi and affect in Sweden: the Swedish version of the Regulatory Mode Questionnaire.,https://europepmc.org/article/PMC/PMC5702250,PMC5702250,cc-by,no_usable_file,no tabular-format file among 17 supplementary file(s): peerj-05-4092-g005.jpg; peerj-05-4092-g006.gif; peerj-05-4092-g007.gif; peerj-05-4092-g008.jpg; peerj-05-4092-g005.gif; peerj-05-4092-g001.gif; peerj-05-4092-g004.gif; peerj-05-4092-g003.gif; peerj-05-4092-g001.jpg; peerj-05-4092-g008.gif,,,,,,
pmc,peerj,10.7717/peerj.4305,Postnatal depression is associated with detrimental life-long and multi-generational impacts on relationship quality.,https://europepmc.org/article/PMC/PMC5817936,PMC5817936,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",peerj-06-4305-s001.xlsx,26299,305,39,2.2109,0
pmc,peerj,10.7717/peerj.6235,GPs' motivation for teaching medical students in a rural area-development of the Motivation for Medical Education Questionnaire (MoME-Q).,https://europepmc.org/article/PMC/PMC6348089,PMC6348089,cc-by,no_usable_file,no tabular-format file among 28 supplementary file(s): peerj-07-6235-g008.gif; peerj-07-6235-g006.gif; peerj-07-6235-g004.jpg; peerj-07-6235-g007.gif; peerj-07-6235-g010.gif; peerj-07-6235-g002.jpg; peerj-07-6235-g009.gif; peerj-07-6235-g005.gif; peerj-07-6235-i001.jpg; peerj-07-6235-g008.jpg,,,,,,
pmc,peerj,10.7717/peerj.3150,"Effects of online group exercises for older adults on physical, psychological and social wellbeing: a randomized pilot trial.",https://europepmc.org/article/PMC/PMC5384569,PMC5384569,cc-by,human_assistance,Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['participant_id;group;Age_t1;Gender;Recruitment_association;tot_rapa_t1;GFI_t1;Otago_leg_muscle_t1;Otago_leg_muscle_t2;Otago_gait_speed_t1;Otago_gait_speed_t2;PACESt1;PACESt2;Subjective_wellbeing_MPQ_t1;Subjective_wellbeing_MPQ_t2;LONELINESS_t1;LONELINE,peerj-05-3150-s003.csv,,,,,0
pmc,peerj,10.7717/peerj.2785,The effect of cognitive training on the subjective perception of well-being in older adults.,https://europepmc.org/article/PMC/PMC5180580,PMC5180580,cc-by,no_usable_file,no tabular-format file among 15 supplementary file(s): peerj-04-2785-s001.zip; peerj-04-2785-g001.gif; peerj-04-2785-g004.gif; peerj-04-2785-g007.jpg; peerj-04-2785-g002.gif; peerj-04-2785-g006.gif; peerj-04-2785-g002.jpg; peerj-04-2785-g004.jpg; peerj-04-2785-g006.jpg; peerj-04-2785-g005.jpg,,,,,,
pmc,peerj,10.7717/peerj.1464,The association of parental temperament and character on their children's behavior problems.,https://europepmc.org/article/PMC/PMC4671186,PMC4671186,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",peerj-03-1464-s001.xlsx,46116,189,245,0.9959,0
pmc,peerj,10.7717/peerj.3276,Identification of demographic factors and health problems that affect the acceptance of disease and health behaviors of patients with osteoarthritis.,https://europepmc.org/article/PMC/PMC5420194,PMC5420194,cc-by,no_usable_file,no tabular-format file among 9 supplementary file(s): peerj-05-3276-g001.gif; peerj-05-3276-g004.jpg; peerj-05-3276-g002.gif; peerj-05-3276-g004.gif; peerj-05-3276-g003.gif; peerj-05-3276-g003.jpg; peerj-05-3276-g002.jpg; peerj-05-3276-s001.7z; peerj-05-3276-g001.jpg,,,,,,
pmc,peerj,10.7717/peerj.2197,How smartphone usage correlates with social anxiety and loneliness.,https://europepmc.org/article/PMC/PMC4950540,PMC4950540,cc-by,no_usable_file,no tabular-format file among 11 supplementary file(s): peerj-04-2197-g003.jpg; peerj-04-2197-g004.jpg; peerj-04-2197-g005.gif; peerj-04-2197-g002.gif; peerj-04-2197-g001.jpg; peerj-04-2197-g001.gif; peerj-04-2197-g003.gif; peerj-04-2197-g002.jpg; peerj-04-2197-g004.gif; peerj-04-2197-s001.rar,,,,,,
pmc,peerj,10.7717/peerj.2360,Continuum beliefs in the stigma process regarding persons with schizophrenia and depression: results of path analyses.,https://europepmc.org/article/PMC/PMC5045891,PMC5045891,cc-by,no_usable_file,no tabular-format file among 17 supplementary file(s): peerj-04-2360-g002.jpg; peerj-04-2360-s002.zip; peerj-04-2360-s003.docx; peerj-04-2360-g002.gif; peerj-04-2360-g004.jpg; peerj-04-2360-g004.gif; peerj-04-2360-g001.gif; peerj-04-2360-g005.gif; peerj-04-2360-g003.jpg; peerj-04-2360-s001.zip,,,,,,
pmc,screports,10.1038/s41598-026-46302-6,"The multifactor chain mediation model of anxiety in the MSM population: the pathways of perceived social support, self-esteem, and psychological resilience.",https://europepmc.org/article/PMC/PMC13243635,PMC13243635,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,screports,10.1038/s41598-025-26801-8,The role of theory of mind in how increasing preschoolers' self-esteem affects their materialism: an experimental study.,https://europepmc.org/article/PMC/PMC12663213,PMC12663213,cc-by,no_usable_file,no tabular-format file among 5 supplementary file(s): 41598_2025_26801_Fig1_HTML.jpg; 41598_2025_26801_Fig2_HTML.gif; 41598_2025_26801_Fig1_HTML.gif; 41598_2025_26801_MOESM1_ESM.docx; 41598_2025_26801_Fig2_HTML.jpg,,,,,,
pmc,screports,10.1038/s41598-026-39641-x,Effects of change in dysfunctional beliefs and self-esteem in avatar-based cognitive therapy for symptoms of social anxiety disorder: a randomized parallel trial.,https://europepmc.org/article/PMC/PMC12901003,PMC12901003,cc-by,no_usable_file,no tabular-format file among 5 supplementary file(s): 41598_2026_39641_MOESM1_ESM.docx; 41598_2026_39641_Fig2_HTML.gif; 41598_2026_39641_Fig2_HTML.jpg; 41598_2026_39641_Fig1_HTML.gif; 41598_2026_39641_Fig1_HTML.jpg,,,,,,
pmc,screports,10.1038/s41598-026-37238-y,"The impact of exercise self-efficacy, self-esteem and physical activity on body fat percentage changes in adolescents during fat loss interventions.",https://europepmc.org/article/PMC/PMC12902059,PMC12902059,cc-by,no_usable_file,no tabular-format file among 3 supplementary file(s): 41598_2026_37238_Fig1_HTML.gif; 41598_2026_37238_MOESM1_ESM.docx; 41598_2026_37238_Fig1_HTML.jpg,,,,,,
pmc,screports,10.1038/s41598-025-10986-z,Structural equation modeling of basic psychological needs and meaningful sports consumption with the mediating role of team attachment and self-esteem.,https://europepmc.org/article/PMC/PMC12254215,PMC12254215,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,screports,10.1038/s41598-025-02706-4,Mediating effects of physical self-esteem and subjective well-being on physical activity and prosocial behavior among college students.,https://europepmc.org/article/PMC/PMC12137811,PMC12137811,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
