table	table.lower	Description	URL (for data)	Reference	DOI (for paper)	Original License	Custom License	Public Reshare?	Derived License	Custom License	Notes	Contributor	Date
goldberg_2018_eps_cesd	goldberg_2018_eps_cesd	Experimental Personality Survey (ESCS), the revised CES-Depression Scale. resp 1-5. 726 respondents x 24 items = 17404 responses.	https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GCV3ZZ	Goldberg, L. R. (2018). Eugene-Springfield Community Sample [Data set]. Harvard Dataverse. https://dataverse.harvard.edu/dataverse/ESCS-Data	10.7910/DVN/GCV3ZZ	CC0 1.0		Public	CC0 1.0		Eugene-Springfield Community Sample: a single panel of ~1,100 adults in Eugene and Springfield, Oregon, mailed 28 questionnaires over roughly fifteen years. The same id keys every ESCS table and joins the shared demographics file, so these tables are linked measurements on one sample rather than separate studies - 1,016 distinct respondents in total, the median one appearing in 53 of the tables. Each mailing bundles several instruments, so it is split into blocks by column family and response scale.	automated	2026-08-26
goldberg_2018_eps_ipip	goldberg_2018_eps_ipip	Experimental Personality Survey (ESCS), the IPIP item block. resp 1-5. 726 respondents x 256 items = 185490 responses.	https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GCV3ZZ	Goldberg, L. R. (2018). Eugene-Springfield Community Sample [Data set]. Harvard Dataverse. https://dataverse.harvard.edu/dataverse/ESCS-Data	10.7910/DVN/GCV3ZZ	CC0 1.0		Public	CC0 1.0		Eugene-Springfield Community Sample: a single panel of ~1,100 adults in Eugene and Springfield, Oregon, mailed 28 questionnaires over roughly fifteen years. The same id keys every ESCS table and joins the shared demographics file, so these tables are linked measurements on one sample rather than separate studies - 1,016 distinct respondents in total, the median one appearing in 53 of the tables. Each mailing bundles several instruments, so it is split into blocks by column family and response scale.	automated	2026-08-26
goldberg_2018_eps_life_events	goldberg_2018_eps_life_events	Experimental Personality Survey (ESCS), frequency of infrequent life events. resp 1-6. 726 respondents x 18 items = 13035 responses.	https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GCV3ZZ	Goldberg, L. R. (2018). Eugene-Springfield Community Sample [Data set]. Harvard Dataverse. https://dataverse.harvard.edu/dataverse/ESCS-Data	10.7910/DVN/GCV3ZZ	CC0 1.0		Public	CC0 1.0		Eugene-Springfield Community Sample: a single panel of ~1,100 adults in Eugene and Springfield, Oregon, mailed 28 questionnaires over roughly fifteen years. The same id keys every ESCS table and joins the shared demographics file, so these tables are linked measurements on one sample rather than separate studies - 1,016 distinct respondents in total, the median one appearing in 53 of the tables. Each mailing bundles several instruments, so it is split into blocks by column family and response scale.	automated	2026-08-26
goldberg_2018_eps_s11	goldberg_2018_eps_s11	Experimental Personality Survey (ESCS), the s11 block. resp 1-5. 726 respondents x 12 items = 8687 responses.	https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GCV3ZZ	Goldberg, L. R. (2018). Eugene-Springfield Community Sample [Data set]. Harvard Dataverse. https://dataverse.harvard.edu/dataverse/ESCS-Data	10.7910/DVN/GCV3ZZ	CC0 1.0		Public	CC0 1.0		Eugene-Springfield Community Sample: a single panel of ~1,100 adults in Eugene and Springfield, Oregon, mailed 28 questionnaires over roughly fifteen years. The same id keys every ESCS table and joins the shared demographics file, so these tables are linked measurements on one sample rather than separate studies - 1,016 distinct respondents in total, the median one appearing in 53 of the tables. Each mailing bundles several instruments, so it is split into blocks by column family and response scale.	automated	2026-08-26
goldberg_2018_eps_spirituality	goldberg_2018_eps_spirituality	Experimental Personality Survey (ESCS), spirituality items. resp 1-5. 726 respondents x 24 items = 17397 responses.	https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GCV3ZZ	Goldberg, L. R. (2018). Eugene-Springfield Community Sample [Data set]. Harvard Dataverse. https://dataverse.harvard.edu/dataverse/ESCS-Data	10.7910/DVN/GCV3ZZ	CC0 1.0		Public	CC0 1.0		Eugene-Springfield Community Sample: a single panel of ~1,100 adults in Eugene and Springfield, Oregon, mailed 28 questionnaires over roughly fifteen years. The same id keys every ESCS table and joins the shared demographics file, so these tables are linked measurements on one sample rather than separate studies - 1,016 distinct respondents in total, the median one appearing in 53 of the tables. Each mailing bundles several instruments, so it is split into blocks by column family and response scale.	automated	2026-08-26
goldberg_2018_hpi	goldberg_2018_hpi	Hogan Personality Inventory (ESCS). resp 0-1. 475 respondents x 206 items = 97784 responses.	https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YMBILD	Goldberg, L. R. (2018). Eugene-Springfield Community Sample [Data set]. Harvard Dataverse. https://dataverse.harvard.edu/dataverse/ESCS-Data	10.7910/DVN/YMBILD	CC0 1.0		Public	CC0 1.0		Eugene-Springfield Community Sample: a single panel of ~1,100 adults in Eugene and Springfield, Oregon, mailed 28 questionnaires over roughly fifteen years. The same id keys every ESCS table and joins the shared demographics file, so these tables are linked measurements on one sample rather than separate studies - 1,016 distinct respondents in total, the median one appearing in 53 of the tables. Each mailing bundles several instruments, so it is split into blocks by column family and response scale.	automated	2026-08-26
goldberg_2018_hpq_h	goldberg_2018_hpq_h	Health Practices Questionnaire (ESCS), the h block. resp 1-5. 706 respondents x 39 items = 27534 responses.	https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SVGXVF	Goldberg, L. R. (2018). Eugene-Springfield Community Sample [Data set]. Harvard Dataverse. https://dataverse.harvard.edu/dataverse/ESCS-Data	10.7910/DVN/SVGXVF	CC0 1.0		Public	CC0 1.0		Eugene-Springfield Community Sample: a single panel of ~1,100 adults in Eugene and Springfield, Oregon, mailed 28 questionnaires over roughly fifteen years. The same id keys every ESCS table and joins the shared demographics file, so these tables are linked measurements on one sample rather than separate studies - 1,016 distinct respondents in total, the median one appearing in 53 of the tables. Each mailing bundles several instruments, so it is split into blocks by column family and response scale.	automated	2026-08-26
goldberg_2018_ipip	goldberg_2018_ipip	International Personality Item Pool (ESCS). resp 1-5. 960 respondents x 2539 items = 1894532 responses.	https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/UF52WY	Goldberg, L. R. (2018). Eugene-Springfield Community Sample [Data set]. Harvard Dataverse. https://dataverse.harvard.edu/dataverse/ESCS-Data	10.7910/DVN/UF52WY	CC0 1.0		Public	CC0 1.0		Eugene-Springfield Community Sample: a single panel of ~1,100 adults in Eugene and Springfield, Oregon, mailed 28 questionnaires over roughly fifteen years. The same id keys every ESCS table and joins the shared demographics file, so these tables are linked measurements on one sample rather than separate studies - 1,016 distinct respondents in total, the median one appearing in 53 of the tables. Each mailing bundles several instruments, so it is split into blocks by column family and response scale.	automated	2026-08-26
goldberg_2018_jpir	goldberg_2018_jpir	Jackson Personality Inventory - Revised (ESCS). resp 0-1. 712 respondents x 300 items = 213438 responses.	https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DUP1TT	Goldberg, L. R. (2018). Eugene-Springfield Community Sample [Data set]. Harvard Dataverse. https://dataverse.harvard.edu/dataverse/ESCS-Data	10.7910/DVN/DUP1TT	CC0 1.0		Public	CC0 1.0		Eugene-Springfield Community Sample: a single panel of ~1,100 adults in Eugene and Springfield, Oregon, mailed 28 questionnaires over roughly fifteen years. The same id keys every ESCS table and joins the shared demographics file, so these tables are linked measurements on one sample rather than separate studies - 1,016 distinct respondents in total, the median one appearing in 53 of the tables. Each mailing bundles several instruments, so it is split into blocks by column family and response scale.	automated	2026-08-26
goldberg_2018_pas_adjectives	goldberg_2018_pas_adjectives	Personal Attribute Survey (ESCS), person-descriptive adjectives, one per item. resp 1-7. 733 respondents x 216 items = 157935 responses.	https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QYKXUE	Goldberg, L. R. (2018). Eugene-Springfield Community Sample [Data set]. Harvard Dataverse. https://dataverse.harvard.edu/dataverse/ESCS-Data	10.7910/DVN/QYKXUE	CC0 1.0		Public	CC0 1.0		Eugene-Springfield Community Sample: a single panel of ~1,100 adults in Eugene and Springfield, Oregon, mailed 28 questionnaires over roughly fifteen years. The same id keys every ESCS table and joins the shared demographics file, so these tables are linked measurements on one sample rather than separate studies - 1,016 distinct respondents in total, the median one appearing in 53 of the tables. Each mailing bundles several instruments, so it is split into blocks by column family and response scale.	automated	2026-08-26
goldberg_2018_pas_ipip_scales	goldberg_2018_pas_ipip_scales	Personal Attribute Survey (ESCS), IPIP items and previously published scales. resp 1-5. 734 respondents x 282 items = 206422 responses.	https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QYKXUE	Goldberg, L. R. (2018). Eugene-Springfield Community Sample [Data set]. Harvard Dataverse. https://dataverse.harvard.edu/dataverse/ESCS-Data	10.7910/DVN/QYKXUE	CC0 1.0		Public	CC0 1.0		Eugene-Springfield Community Sample: a single panel of ~1,100 adults in Eugene and Springfield, Oregon, mailed 28 questionnaires over roughly fifteen years. The same id keys every ESCS table and joins the shared demographics file, so these tables are linked measurements on one sample rather than separate studies - 1,016 distinct respondents in total, the median one appearing in 53 of the tables. Each mailing bundles several instruments, so it is split into blocks by column family and response scale.	automated	2026-08-26
goldberg_2018_pda360	goldberg_2018_pda360	360 Person-descriptive Adjectives (ESCS). resp 1-9. 1128 respondents x 360 items = 405141 responses.	https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZNGS1K	Goldberg, L. R. (2018). Eugene-Springfield Community Sample [Data set]. Harvard Dataverse. https://dataverse.harvard.edu/dataverse/ESCS-Data	10.7910/DVN/ZNGS1K	CC0 1.0		Public	CC0 1.0		Eugene-Springfield Community Sample: a single panel of ~1,100 adults in Eugene and Springfield, Oregon, mailed 28 questionnaires over roughly fifteen years. The same id keys every ESCS table and joins the shared demographics file, so these tables are linked measurements on one sample rather than separate studies - 1,016 distinct respondents in total, the median one appearing in 53 of the tables. Each mailing bundles several instruments, so it is split into blocks by column family and response scale.	automated	2026-08-26
goldberg_2018_pda525	goldberg_2018_pda525	525 Person-descriptive Adjectives (ESCS). resp 1-7. 700 respondents x 525 items = 366849 responses.	https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GHYMEV	Goldberg, L. R. (2018). Eugene-Springfield Community Sample [Data set]. Harvard Dataverse. https://dataverse.harvard.edu/dataverse/ESCS-Data	10.7910/DVN/GHYMEV	CC0 1.0		Public	CC0 1.0		Eugene-Springfield Community Sample: a single panel of ~1,100 adults in Eugene and Springfield, Oregon, mailed 28 questionnaires over roughly fifteen years. The same id keys every ESCS table and joins the shared demographics file, so these tables are linked measurements on one sample rather than separate studies - 1,016 distinct respondents in total, the median one appearing in 53 of the tables. Each mailing bundles several instruments, so it is split into blocks by column family and response scale.	automated	2026-08-26
goldberg_2018_pf16_p	goldberg_2018_pf16_p	16 Personality Factor Questionnaire (ESCS), the p block. resp 0-2. 680 respondents x 185 items = 125628 responses.	https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ID7PMC	Goldberg, L. R. (2018). Eugene-Springfield Community Sample [Data set]. Harvard Dataverse. https://dataverse.harvard.edu/dataverse/ESCS-Data	10.7910/DVN/ID7PMC	CC0 1.0		Public	CC0 1.0		Eugene-Springfield Community Sample: a single panel of ~1,100 adults in Eugene and Springfield, Oregon, mailed 28 questionnaires over roughly fifteen years. The same id keys every ESCS table and joins the shared demographics file, so these tables are linked measurements on one sample rather than separate studies - 1,016 distinct respondents in total, the median one appearing in 53 of the tables. Each mailing bundles several instruments, so it is split into blocks by column family and response scale.	automated	2026-08-26
goldberg_2018_ppq_beliefs	goldberg_2018_ppq_beliefs	Perceptions of Personal Qualities (ESCS), belief items. resp 1-5. 713 respondents x 56 items = 39803 responses.	https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BTNABX	Goldberg, L. R. (2018). Eugene-Springfield Community Sample [Data set]. Harvard Dataverse. https://dataverse.harvard.edu/dataverse/ESCS-Data	10.7910/DVN/BTNABX	CC0 1.0		Public	CC0 1.0		Eugene-Springfield Community Sample: a single panel of ~1,100 adults in Eugene and Springfield, Oregon, mailed 28 questionnaires over roughly fifteen years. The same id keys every ESCS table and joins the shared demographics file, so these tables are linked measurements on one sample rather than separate studies - 1,016 distinct respondents in total, the median one appearing in 53 of the tables. Each mailing bundles several instruments, so it is split into blocks by column family and response scale.	automated	2026-08-26
goldberg_2018_ppq_dream	goldberg_2018_ppq_dream	Perceptions of Personal Qualities (ESCS), the dream block. resp 1-7. 711 respondents x 6 items = 4251 responses.	https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BTNABX	Goldberg, L. R. (2018). Eugene-Springfield Community Sample [Data set]. Harvard Dataverse. https://dataverse.harvard.edu/dataverse/ESCS-Data	10.7910/DVN/BTNABX	CC0 1.0		Public	CC0 1.0		Eugene-Springfield Community Sample: a single panel of ~1,100 adults in Eugene and Springfield, Oregon, mailed 28 questionnaires over roughly fifteen years. The same id keys every ESCS table and joins the shared demographics file, so these tables are linked measurements on one sample rather than separate studies - 1,016 distinct respondents in total, the median one appearing in 53 of the tables. Each mailing bundles several instruments, so it is split into blocks by column family and response scale.	automated	2026-08-26
goldberg_2018_ppq_music	goldberg_2018_ppq_music	Perceptions of Personal Qualities (ESCS), the music block. resp 1-4. 711 respondents x 5 items = 3534 responses.	https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BTNABX	Goldberg, L. R. (2018). Eugene-Springfield Community Sample [Data set]. Harvard Dataverse. https://dataverse.harvard.edu/dataverse/ESCS-Data	10.7910/DVN/BTNABX	CC0 1.0		Public	CC0 1.0		Eugene-Springfield Community Sample: a single panel of ~1,100 adults in Eugene and Springfield, Oregon, mailed 28 questionnaires over roughly fifteen years. The same id keys every ESCS table and joins the shared demographics file, so these tables are linked measurements on one sample rather than separate studies - 1,016 distinct respondents in total, the median one appearing in 53 of the tables. Each mailing bundles several instruments, so it is split into blocks by column family and response scale.	automated	2026-08-26
goldberg_2018_ppq_via_strengths	goldberg_2018_ppq_via_strengths	Perceptions of Personal Qualities (ESCS), IPIP items adapted from the VIA Inventory of Strengths. resp 1-5. 713 respondents x 342 items = 243442 responses.	https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BTNABX	Goldberg, L. R. (2018). Eugene-Springfield Community Sample [Data set]. Harvard Dataverse. https://dataverse.harvard.edu/dataverse/ESCS-Data	10.7910/DVN/BTNABX	CC0 1.0		Public	CC0 1.0		Eugene-Springfield Community Sample: a single panel of ~1,100 adults in Eugene and Springfield, Oregon, mailed 28 questionnaires over roughly fifteen years. The same id keys every ESCS table and joins the shared demographics file, so these tables are linked measurements on one sample rather than separate studies - 1,016 distinct respondents in total, the median one appearing in 53 of the tables. Each mailing bundles several instruments, so it is split into blocks by column family and response scale.	automated	2026-08-26
goldberg_2018_prs_bas_bis	goldberg_2018_prs_bas_bis	Personal Reactions Survey (ESCS), the 20 Carver & White BAS/BIS items. resp 1-4. 735 respondents x 20 items = 14640 responses.	https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XJ6MXH	Goldberg, L. R. (2018). Eugene-Springfield Community Sample [Data set]. Harvard Dataverse. https://dataverse.harvard.edu/dataverse/ESCS-Data	10.7910/DVN/XJ6MXH	CC0 1.0		Public	CC0 1.0		Eugene-Springfield Community Sample: a single panel of ~1,100 adults in Eugene and Springfield, Oregon, mailed 28 questionnaires over roughly fifteen years. The same id keys every ESCS table and joins the shared demographics file, so these tables are linked measurements on one sample rather than separate studies - 1,016 distinct respondents in total, the median one appearing in 53 of the tables. Each mailing bundles several instruments, so it is split into blocks by column family and response scale.	automated	2026-08-26
goldberg_2018_prs_gray_wilson	goldberg_2018_prs_gray_wilson	Personal Reactions Survey (ESCS), Jackson's 23 Gray-Wilson factor markers. resp 1-3. 735 respondents x 23 items = 16890 responses.	https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XJ6MXH	Goldberg, L. R. (2018). Eugene-Springfield Community Sample [Data set]. Harvard Dataverse. https://dataverse.harvard.edu/dataverse/ESCS-Data	10.7910/DVN/XJ6MXH	CC0 1.0		Public	CC0 1.0		Eugene-Springfield Community Sample: a single panel of ~1,100 adults in Eugene and Springfield, Oregon, mailed 28 questionnaires over roughly fifteen years. The same id keys every ESCS table and joins the shared demographics file, so these tables are linked measurements on one sample rather than separate studies - 1,016 distinct respondents in total, the median one appearing in 53 of the tables. Each mailing bundles several instruments, so it is split into blocks by column family and response scale.	automated	2026-08-26
goldberg_2018_prs_hexaco	goldberg_2018_prs_hexaco	Personal Reactions Survey (ESCS), the 192-item HEXACO Personality Inventory. resp 1-5. 736 respondents x 192 items = 141027 responses.	https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XJ6MXH	Goldberg, L. R. (2018). Eugene-Springfield Community Sample [Data set]. Harvard Dataverse. https://dataverse.harvard.edu/dataverse/ESCS-Data	10.7910/DVN/XJ6MXH	CC0 1.0		Public	CC0 1.0		Eugene-Springfield Community Sample: a single panel of ~1,100 adults in Eugene and Springfield, Oregon, mailed 28 questionnaires over roughly fifteen years. The same id keys every ESCS table and joins the shared demographics file, so these tables are linked measurements on one sample rather than separate studies - 1,016 distinct respondents in total, the median one appearing in 53 of the tables. Each mailing bundles several instruments, so it is split into blocks by column family and response scale.	automated	2026-08-26
goldberg_2018_prs_ipip	goldberg_2018_prs_ipip	Personal Reactions Survey (ESCS), the IPIP item block. resp 1-5. 735 respondents x 80 items = 58667 responses.	https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XJ6MXH	Goldberg, L. R. (2018). Eugene-Springfield Community Sample [Data set]. Harvard Dataverse. https://dataverse.harvard.edu/dataverse/ESCS-Data	10.7910/DVN/XJ6MXH	CC0 1.0		Public	CC0 1.0		Eugene-Springfield Community Sample: a single panel of ~1,100 adults in Eugene and Springfield, Oregon, mailed 28 questionnaires over roughly fifteen years. The same id keys every ESCS table and joins the shared demographics file, so these tables are linked measurements on one sample rather than separate studies - 1,016 distinct respondents in total, the median one appearing in 53 of the tables. Each mailing bundles several instruments, so it is split into blocks by column family and response scale.	automated	2026-08-26
goldberg_2018_prs_movie_preferences	goldberg_2018_prs_movie_preferences	Personal Reactions Survey (ESCS), preference ratings for 18 kinds of film. resp 1-7. 734 respondents x 18 items = 12961 responses.	https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XJ6MXH	Goldberg, L. R. (2018). Eugene-Springfield Community Sample [Data set]. Harvard Dataverse. https://dataverse.harvard.edu/dataverse/ESCS-Data	10.7910/DVN/XJ6MXH	CC0 1.0		Public	CC0 1.0		Eugene-Springfield Community Sample: a single panel of ~1,100 adults in Eugene and Springfield, Oregon, mailed 28 questionnaires over roughly fifteen years. The same id keys every ESCS table and joins the shared demographics file, so these tables are linked measurements on one sample rather than separate studies - 1,016 distinct respondents in total, the median one appearing in 53 of the tables. Each mailing bundles several instruments, so it is split into blocks by column family and response scale.	automated	2026-08-26
