source,journal,doi,title,url,pmcid,license,flag,reasons,data_file,n_responses,n_participants,n_items,density,n_other_files,refined_flag,refined_reason
pmc,peerj,10.7717/peerj.20180,Study on the influence of TRX suspension training on the specific balance ability of surfers.,https://europepmc.org/article/PMC/PMC12535740,PMC12535740,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 4 column(s) look like text-coded Likert items (e.g. ['Ⅳ', 'Ⅰ.1', 'Ⅱ.1']) rather than numeric codes. Needs a human to confirm the category set/order and recode to numeric. | Columns present: ['Participants ', 'Ⅰ', 'Ⅱ', 'Ⅲ', 'Ⅳ', 'Unnamed: 5', 'Participants .1', ",peerj-13-20180-s001.xlsx,,,,,0.0,worth_retrying,"Item columns appear to hold text-coded Likert responses ('Strongly Agree', etc.) rather than numeric codes — confirm the category set/order against the source instrument and recode to numeric; not a content problem."
pmc,peerj,10.7717/peerj.19127,Knowledge and attitude of dental school faculties towards stem cell therapies and their applications.,https://europepmc.org/article/PMC/PMC11967409,PMC11967409,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*",peerj-13-19127-s004.sav,3264.0,101.0,32.0,1.0099,0.0,worth_retrying,"dup_id_item fail but n_participants=101, ratio=1.0× — consistent with a longitudinal/repeated-measures design. Re-examine file for a wave/timepoint/date column to use as third key; if present this is likely IRW-eligible."
pmc,peerj,10.7717/peerj.20689,Exploring the mediating role of physical activity levels in the relationship between physical literacy and physical fitness in Chinese university students.,https://europepmc.org/article/PMC/PMC12880097,PMC12880097,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",peerj-14-20689-s002.xlsx,1035.0,59.0,9.0,1.9492,0.0,worth_retrying,"dup_id_item fail but n_participants=59, ratio=1.9× — consistent with a longitudinal/repeated-measures design. Re-examine file for a wave/timepoint/date column to use as third key; if present this is likely IRW-eligible."
pmc,peerj,10.7717/peerj.18241,Parental thermal conditions affect the brain activity response to alarm cue in larval zebrafish.,https://europepmc.org/article/PMC/PMC11471146,PMC11471146,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 4 column(s) look like text-coded Likert items (e.g. ['Time (hh:mm)', 'Parental exposure', 'Offspring control temp. (°C)']) rather than numeric codes. Needs a human to confirm the category set/order and recode to numeric. | Columns present: ['Date (jj/mm/aaaa)',",peerj-12-18241-s003.xlsx,,,,,0.0,worth_retrying,"Item columns appear to hold text-coded Likert responses ('Strongly Agree', etc.) rather than numeric codes — confirm the category set/order against the source instrument and recode to numeric; not a content problem."
pmc,peerj,10.7717/peerj.20439,Multiomics analysis reveals flavonoid accumulation and biosynthesis across different cultivation years and localities of &lt;i&gt;Gongronemopsis tenacissima&lt;/i&gt; (Dai-Bai-Jie).,https://europepmc.org/article/PMC/PMC12716135,PMC12716135,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'Unnamed: 1', 'CR1-0', 'CR2', 'CR3-1~3', 'CR3-4~6']",peerj-13-20439-s001.xlsx,,,,,2.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.5193,Socioeconomic status is not associated with health-related quality of life in a group of overweight middle-aged men.,https://europepmc.org/article/PMC/PMC6047501,PMC6047501,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",peerj-06-5193-s001.csv,1647.0,38.0,15.0,2.8895,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.16694,The long-term effects of COVID-19 on pulmonary status and quality of life.,https://europepmc.org/article/PMC/PMC10749089,PMC10749089,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",peerj-11-16694-s001.xlsx,1281.0,22.0,33.0,1.7645,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.12690,Assessment of health-related quality of life in hypertensive hemodialysis patients.,https://europepmc.org/article/PMC/PMC8734469,PMC8734469,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",peerj-10-12690-s001.xlsx,9768.0,4.0,19.0,128.5263,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.9039,"Transcultural adaptation and validation of the questionnaire ""Urgency, Weak stream, Incomplete emptying and Nocturia (UWIN)"" for the Brazilian Portuguese.",https://europepmc.org/article/PMC/PMC7255330,PMC7255330,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",peerj-08-9039-s001.xlsx,6426.0,43.0,21.0,7.1163,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.6823,Hand hygiene knowledge and attitude of medical students in western Saudi Arabia.,https://europepmc.org/article/PMC/PMC6487179,PMC6487179,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*",peerj-07-6823-s001.xlsx,2260.0,4.0,5.0,113.0,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.647,Use of Twitter to monitor attitudes toward depression and schizophrenia: an exploratory study.,https://europepmc.org/article/PMC/PMC4217192,PMC4217192,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Instructions for coding', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 3']",peerj-02-647-s001.xlsx,,,,,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.2994,Modafinil decreases anxiety-like behaviour in zebrafish.,https://europepmc.org/article/PMC/PMC5312568,PMC5312568,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used first column '0' as fallback — verify this is the person identifier. | Could not confidently identify item columns. | Columns present: ['0', '2', '20', '200']",peerj-05-2994-s001.xlsx,,,,,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.5847,Effects of mixed reality head-mounted glasses during 90 minutes of mental and manual tasks on cognitive and physiological functions.,https://europepmc.org/article/PMC/PMC6225835,PMC6225835,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: id_na, resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",peerj-06-5847-s001.xlsx,1566.0,22.0,44.0,1.6178,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.2613,"A pilot study examining the effects of low-volume high-intensity interval training and continuous low to moderate intensity training on quality of life, functional capacity and cardiovascular risk factors in cancer survivors.",https://europepmc.org/article/PMC/PMC5075690,PMC5075690,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: id_na, resp_ordinal*, resp_direction*",peerj-04-2613-s001.xlsx,651.0,12.0,31.0,1.75,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
