table,table.lower,Description,URL (for data),Reference,DOI (for paper),Original License,Custom License,Public Reshare?,Derived License,Custom License,Notes,Contributor,Date
forrest_2021_phys_activity_child,forrest_2021_phys_activity_child,"PROMIS Pediatric Physical Activity item bank, child self-report edition; 2011 respondents, 79 items, 156674 responses",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QOO7QX,"Tucker, C. A., Bevans, K. B., Becker, B. D., Teneralli, R., & Forrest, C. B. (2020). Development of the PROMIS Pediatric Physical Activity Item Banks. Physical Therapy, 100(8), 1393-1410. Forrest, Christopher, 2021, ""PROMIS Pediatric Measure Evaluation"", https://doi.org/10.7910/DVN/QOO7QX, Harvard Dataverse, V1",10.7910/DVN/QOO7QX,CC0 1.0,,Public,CC0 1.0,,"Calibration sample pooled across school, clinic and internet-panel settings. Dropped from the source file: the IRT theta/SE score columns (and pgh7 sum), the constant analysis-inclusion flag, and item-responses in a non-ordinal 'not applicable' category (""Did not have recess"", ""Did not take gym/PE class"", ""Do not go to school"", ""Do not work a job""); ""None"" as the bottom of a duration scale is a real anchor and was kept. Item names are the source's, so they join to the codebook PDFs in the deposit, which carry full item text. Child files key on childid; proxy files key on parentid (one parent per rated child), except the global-health proxy file, which ships no parentid and keys on childid.",automated,2026-08-18
forrest_2021_phys_activity_proxy,forrest_2021_phys_activity_proxy,"PROMIS Pediatric Physical Activity item bank, parent-proxy report edition; 1032 respondents, 79 items, 80453 responses",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QOO7QX,"Tucker, C. A., Bevans, K. B., Becker, B. D., Teneralli, R., & Forrest, C. B. (2020). Development of the PROMIS Pediatric Physical Activity Item Banks. Physical Therapy, 100(8), 1393-1410. Forrest, Christopher, 2021, ""PROMIS Pediatric Measure Evaluation"", https://doi.org/10.7910/DVN/QOO7QX, Harvard Dataverse, V1",10.7910/DVN/QOO7QX,CC0 1.0,,Public,CC0 1.0,,"Calibration sample pooled across school, clinic and internet-panel settings. Dropped from the source file: the IRT theta/SE score columns (and pgh7 sum), the constant analysis-inclusion flag, and item-responses in a non-ordinal 'not applicable' category (""Did not have recess"", ""Did not take gym/PE class"", ""Do not go to school"", ""Do not work a job""); ""None"" as the bottom of a duration scale is a real anchor and was kept. Item names are the source's, so they join to the codebook PDFs in the deposit, which carry full item text. Child files key on childid; proxy files key on parentid (one parent per rated child), except the global-health proxy file, which ships no parentid and keys on childid.",automated,2026-08-18
forrest_2021_phys_stress_child,forrest_2021_phys_stress_child,"PROMIS Pediatric Physical Stress Experiences item bank, child self-report edition; 1843 respondents, 43 items, 78993 responses",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QOO7QX,"Bevans, K. B., Gardner, W., Pajer, K. A., Becker, B., Carle, A., Tucker, C. A., & Forrest, C. B. (2018). Psychometric evaluation of the PROMIS pediatric psychological and physical stress experiences measures. Journal of Pediatric Psychology, 43(6), 678-692. Forrest, Christopher, 2021, ""PROMIS Pediatric Measure Evaluation"", https://doi.org/10.7910/DVN/QOO7QX, Harvard Dataverse, V1",10.7910/DVN/QOO7QX,CC0 1.0,,Public,CC0 1.0,,"Calibration sample pooled across school, clinic and internet-panel settings. Dropped from the source file: the IRT theta/SE score columns (and pgh7 sum), the constant analysis-inclusion flag, and item-responses in a non-ordinal 'not applicable' category (""Did not have recess"", ""Did not take gym/PE class"", ""Do not go to school"", ""Do not work a job""); ""None"" as the bottom of a duration scale is a real anchor and was kept. Item names are the source's, so they join to the codebook PDFs in the deposit, which carry full item text. Child files key on childid; proxy files key on parentid (one parent per rated child), except the global-health proxy file, which ships no parentid and keys on childid.",automated,2026-08-18
forrest_2021_phys_stress_proxy,forrest_2021_phys_stress_proxy,"PROMIS Pediatric Physical Stress Experiences item bank, parent-proxy report edition; 924 respondents, 43 items, 39593 responses",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QOO7QX,"Bevans, K. B., Gardner, W., Pajer, K. A., Becker, B., Carle, A., Tucker, C. A., & Forrest, C. B. (2018). Psychometric evaluation of the PROMIS pediatric psychological and physical stress experiences measures. Journal of Pediatric Psychology, 43(6), 678-692. Forrest, Christopher, 2021, ""PROMIS Pediatric Measure Evaluation"", https://doi.org/10.7910/DVN/QOO7QX, Harvard Dataverse, V1",10.7910/DVN/QOO7QX,CC0 1.0,,Public,CC0 1.0,,"Calibration sample pooled across school, clinic and internet-panel settings. Dropped from the source file: the IRT theta/SE score columns (and pgh7 sum), the constant analysis-inclusion flag, and item-responses in a non-ordinal 'not applicable' category (""Did not have recess"", ""Did not take gym/PE class"", ""Do not go to school"", ""Do not work a job""); ""None"" as the bottom of a duration scale is a real anchor and was kept. Item names are the source's, so they join to the codebook PDFs in the deposit, which carry full item text. Child files key on childid; proxy files key on parentid (one parent per rated child), except the global-health proxy file, which ships no parentid and keys on childid.",automated,2026-08-18
forrest_2021_positive_affect_child,forrest_2021_positive_affect_child,"PROMIS Pediatric Positive Affect item bank, child self-report edition; 1869 respondents, 53 items, 98136 responses",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QOO7QX,"Forrest, C. B., Ravens-Sieberer, U., Devine, J., Becker, B. D., Teneralli, R. E., Moon, J., ... & Bevans, K. B. (2018). Development and evaluation of the PROMIS pediatric positive affect item bank, child-report and parent-proxy editions. Journal of Happiness Studies, 19(3), 699-718. Forrest, Christopher, 2021, ""PROMIS Pediatric Measure Evaluation"", https://doi.org/10.7910/DVN/QOO7QX, Harvard Dataverse, V1",10.7910/DVN/QOO7QX,CC0 1.0,,Public,CC0 1.0,,"Calibration sample pooled across school, clinic and internet-panel settings. Dropped from the source file: the IRT theta/SE score columns (and pgh7 sum), the constant analysis-inclusion flag, and item-responses in a non-ordinal 'not applicable' category (""Did not have recess"", ""Did not take gym/PE class"", ""Do not go to school"", ""Do not work a job""); ""None"" as the bottom of a duration scale is a real anchor and was kept. Item names are the source's, so they join to the codebook PDFs in the deposit, which carry full item text. Child files key on childid; proxy files key on parentid (one parent per rated child), except the global-health proxy file, which ships no parentid and keys on childid.",automated,2026-08-18
forrest_2021_positive_affect_proxy,forrest_2021_positive_affect_proxy,"PROMIS Pediatric Positive Affect item bank, parent-proxy report edition; 909 respondents, 53 items, 48060 responses",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QOO7QX,"Forrest, C. B., Ravens-Sieberer, U., Devine, J., Becker, B. D., Teneralli, R. E., Moon, J., ... & Bevans, K. B. (2018). Development and evaluation of the PROMIS pediatric positive affect item bank, child-report and parent-proxy editions. Journal of Happiness Studies, 19(3), 699-718. Forrest, Christopher, 2021, ""PROMIS Pediatric Measure Evaluation"", https://doi.org/10.7910/DVN/QOO7QX, Harvard Dataverse, V1",10.7910/DVN/QOO7QX,CC0 1.0,,Public,CC0 1.0,,"Calibration sample pooled across school, clinic and internet-panel settings. Dropped from the source file: the IRT theta/SE score columns (and pgh7 sum), the constant analysis-inclusion flag, and item-responses in a non-ordinal 'not applicable' category (""Did not have recess"", ""Did not take gym/PE class"", ""Do not go to school"", ""Do not work a job""); ""None"" as the bottom of a duration scale is a real anchor and was kept. Item names are the source's, so they join to the codebook PDFs in the deposit, which carry full item text. Child files key on childid; proxy files key on parentid (one parent per rated child), except the global-health proxy file, which ships no parentid and keys on childid.",automated,2026-08-18
forrest_2021_psych_stress_child,forrest_2021_psych_stress_child,"PROMIS Pediatric Psychological Stress Experiences item bank, child self-report edition; 1874 respondents, 64 items, 119484 responses",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QOO7QX,"Bevans, K. B., Gardner, W., Pajer, K. A., Becker, B., Carle, A., Tucker, C. A., & Forrest, C. B. (2018). Psychometric evaluation of the PROMIS pediatric psychological and physical stress experiences measures. Journal of Pediatric Psychology, 43(6), 678-692. Forrest, Christopher, 2021, ""PROMIS Pediatric Measure Evaluation"", https://doi.org/10.7910/DVN/QOO7QX, Harvard Dataverse, V1",10.7910/DVN/QOO7QX,CC0 1.0,,Public,CC0 1.0,,"Calibration sample pooled across school, clinic and internet-panel settings. Dropped from the source file: the IRT theta/SE score columns (and pgh7 sum), the constant analysis-inclusion flag, and item-responses in a non-ordinal 'not applicable' category (""Did not have recess"", ""Did not take gym/PE class"", ""Do not go to school"", ""Do not work a job""); ""None"" as the bottom of a duration scale is a real anchor and was kept. Item names are the source's, so they join to the codebook PDFs in the deposit, which carry full item text. Child files key on childid; proxy files key on parentid (one parent per rated child), except the global-health proxy file, which ships no parentid and keys on childid.",automated,2026-08-18
forrest_2021_psych_stress_proxy,forrest_2021_psych_stress_proxy,"PROMIS Pediatric Psychological Stress Experiences item bank, parent-proxy report edition; 913 respondents, 64 items, 58202 responses",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QOO7QX,"Bevans, K. B., Gardner, W., Pajer, K. A., Becker, B., Carle, A., Tucker, C. A., & Forrest, C. B. (2018). Psychometric evaluation of the PROMIS pediatric psychological and physical stress experiences measures. Journal of Pediatric Psychology, 43(6), 678-692. Forrest, Christopher, 2021, ""PROMIS Pediatric Measure Evaluation"", https://doi.org/10.7910/DVN/QOO7QX, Harvard Dataverse, V1",10.7910/DVN/QOO7QX,CC0 1.0,,Public,CC0 1.0,,"Calibration sample pooled across school, clinic and internet-panel settings. Dropped from the source file: the IRT theta/SE score columns (and pgh7 sum), the constant analysis-inclusion flag, and item-responses in a non-ordinal 'not applicable' category (""Did not have recess"", ""Did not take gym/PE class"", ""Do not go to school"", ""Do not work a job""); ""None"" as the bottom of a duration scale is a real anchor and was kept. Item names are the source's, so they join to the codebook PDFs in the deposit, which carry full item text. Child files key on childid; proxy files key on parentid (one parent per rated child), except the global-health proxy file, which ships no parentid and keys on childid.",automated,2026-08-18
forrest_2021_strength_child,forrest_2021_strength_child,"PROMIS Pediatric Strength Impact item bank, child self-report edition; 1824 respondents, 25 items, 45515 responses",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QOO7QX,"Tucker, C. A., Bevans, K. B., Becker, B. D., Teneralli, R., & Forrest, C. B. (2020). Development of the PROMIS Pediatric Physical Activity Item Banks. Physical Therapy, 100(8), 1393-1410. Forrest, Christopher, 2021, ""PROMIS Pediatric Measure Evaluation"", https://doi.org/10.7910/DVN/QOO7QX, Harvard Dataverse, V1",10.7910/DVN/QOO7QX,CC0 1.0,,Public,CC0 1.0,,"Calibration sample pooled across school, clinic and internet-panel settings. Dropped from the source file: the IRT theta/SE score columns (and pgh7 sum), the constant analysis-inclusion flag, and item-responses in a non-ordinal 'not applicable' category (""Did not have recess"", ""Did not take gym/PE class"", ""Do not go to school"", ""Do not work a job""); ""None"" as the bottom of a duration scale is a real anchor and was kept. Item names are the source's, so they join to the codebook PDFs in the deposit, which carry full item text. Child files key on childid; proxy files key on parentid (one parent per rated child), except the global-health proxy file, which ships no parentid and keys on childid.",automated,2026-08-18
forrest_2021_strength_proxy,forrest_2021_strength_proxy,"PROMIS Pediatric Strength Impact item bank, parent-proxy report edition; 917 respondents, 25 items, 22884 responses",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QOO7QX,"Tucker, C. A., Bevans, K. B., Becker, B. D., Teneralli, R., & Forrest, C. B. (2020). Development of the PROMIS Pediatric Physical Activity Item Banks. Physical Therapy, 100(8), 1393-1410. Forrest, Christopher, 2021, ""PROMIS Pediatric Measure Evaluation"", https://doi.org/10.7910/DVN/QOO7QX, Harvard Dataverse, V1",10.7910/DVN/QOO7QX,CC0 1.0,,Public,CC0 1.0,,"Calibration sample pooled across school, clinic and internet-panel settings. Dropped from the source file: the IRT theta/SE score columns (and pgh7 sum), the constant analysis-inclusion flag, and item-responses in a non-ordinal 'not applicable' category (""Did not have recess"", ""Did not take gym/PE class"", ""Do not go to school"", ""Do not work a job""); ""None"" as the bottom of a duration scale is a real anchor and was kept. Item names are the source's, so they join to the codebook PDFs in the deposit, which carry full item text. Child files key on childid; proxy files key on parentid (one parent per rated child), except the global-health proxy file, which ships no parentid and keys on childid.",automated,2026-08-18
