source,journal,doi,title,url,pmcid,license,flag,reasons,data_file,n_responses,n_participants,n_items,density,n_other_files
pmc,screports,10.1038/s41598-023-28729-3,"Depression, anxiety and post-traumatic stress during the 2022 Russo-Ukrainian war, a comparison between populations in Poland, Ukraine, and Taiwan.",https://europepmc.org/article/PMC/PMC9982762,PMC9982762,cc-by,no_usable_file,no tabular-format file among 5 supplementary file(s): 41598_2023_28729_Fig2_HTML.gif; 41598_2023_28729_Fig1_HTML.gif; 41598_2023_28729_Fig2_HTML.jpg; 41598_2023_28729_Fig1_HTML.jpg; 41598_2023_28729_MOESM1_ESM.pdf,,,,,,
pmc,screports,10.1038/s41598-026-35845-3,Handcrafted MRI radiomics of enlarged perivascular spaces and machine learning predict cognitive impairment and sleep disturbance in young adults.,https://europepmc.org/article/PMC/PMC12881548,PMC12881548,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,peerj,10.7717/peerj.1091,Mice that gorged during dietary restriction increased foraging related behaviors and differed in their macronutrient preference when released from restriction.,https://europepmc.org/article/PMC/PMC4493644,PMC4493644,cc-by,download_failed,`Import xlrd` failed. Install xlrd >= 2.0.1 for xls Excel support Use pip or conda to install the xlrd package.,peerj-03-1091-s001.xls,,,,,
pmc,peerj,10.7717/peerj.20439,Multiomics analysis reveals flavonoid accumulation and biosynthesis across different cultivation years and localities of &lt;i&gt;Gongronemopsis tenacissima&lt;/i&gt; (Dai-Bai-Jie).,https://europepmc.org/article/PMC/PMC12716135,PMC12716135,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'Unnamed: 1', 'CR1-0', 'CR2', 'CR3-1~3', 'CR3-4~6']",peerj-13-20439-s001.xlsx,,,,,2
pmc,screports,10.1038/s41598-022-15679-5,"Novel 3-D action video game mechanics reveal differentiable cognitive constructs in young players, but not in old.",https://europepmc.org/article/PMC/PMC9304325,PMC9304325,cc-by,no_usable_file,no tabular-format file among 11 supplementary file(s): 41598_2022_15679_Fig2_HTML.gif; 41598_2022_15679_Fig5_HTML.gif; 41598_2022_15679_Fig5_HTML.jpg; 41598_2022_15679_Fig2_HTML.jpg; 41598_2022_15679_Fig3_HTML.jpg; 41598_2022_15679_Fig3_HTML.gif; 41598_2022_15679_MOESM1_ESM.pdf; 41598_2022_15679_Fig1_HTML.jpg; 41598_2022_15679_Fig4_HTML.gif; 41598_2022_15679_Fig4_HTML.jpg,,,,,,
pmc,peerj,10.7717/peerj.16694,The long-term effects of COVID-19 on pulmonary status and quality of life.,https://europepmc.org/article/PMC/PMC10749089,PMC10749089,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",peerj-11-16694-s001.xlsx,1281,22,33,1.7645,1
pmc,peerj,10.7717/peerj.15710,Validity and reliability of the Japanese versions of the coronavirus anxiety scale for adolescents and obsession with COVID-19 scale for adolescents.,https://europepmc.org/article/PMC/PMC10422950,PMC10422950,cc-by,no_usable_file,no tabular-format file among 8 supplementary file(s): peerj-11-15710-s001.docx; peerj-11-15710-g003.jpg; peerj-11-15710-g002.gif; peerj-11-15710-g001.jpg; peerj-11-15710-g002.jpg; peerj-11-15710-s002.docx; peerj-11-15710-g001.gif; peerj-11-15710-g003.gif,,,,,,
pmc,screports,10.1038/s41598-025-08639-2,Prediction of suicide using web based voice recordings analyzed by artificial intelligence.,https://europepmc.org/article/PMC/PMC12227525,PMC12227525,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,screports,10.1038/s41598-026-49793-5,"Athletic ability discrepancy, risk-taking, and recovery quality as predictors of match-related injuries in adolescent soccer players.",https://europepmc.org/article/PMC/PMC13280357,PMC13280357,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,screports,10.1038/s41598-022-22445-0,"Feelings of loneliness, COVID-19-specific-health anxiety and depressive symptoms during the first COVID-19 wave in Swiss persons with multiple sclerosis.",https://europepmc.org/article/PMC/PMC9591317,PMC9591317,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2022_22445_MOESM1_ESM.docx,,,,,,
pmc,screports,10.1038/s41598-018-26912-5,The Neurocognitive Architecture of Individual Differences in Math Anxiety in Typical Children.,https://europepmc.org/article/PMC/PMC5981328,PMC5981328,cc-by,no_usable_file,no tabular-format file among 5 supplementary file(s): 41598_2018_26912_MOESM1_ESM.pdf; 41598_2018_26912_Fig2_HTML.jpg; 41598_2018_26912_Fig1_HTML.gif; 41598_2018_26912_Fig1_HTML.jpg; 41598_2018_26912_Fig2_HTML.gif,,,,,,
pmc,screports,10.1038/s41598-025-08245-2,Trait emotion regulation similarity and well-being.,https://europepmc.org/article/PMC/PMC12328644,PMC12328644,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2025_8245_MOESM1_ESM.docx,,,,,,
pmc,peerj,10.7717/peerj.19555,Advancing anesthesiology trainee proficiency in airway management &lt;i&gt;via&lt;/i&gt; simulation-based training: a non-hypoxic apnea duration approach.,https://europepmc.org/article/PMC/PMC12145085,PMC12145085,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",peerj-13-19555-s001.xlsx,485,18,27,0.9979,0
pmc,peerj,10.7717/peerj.12690,Assessment of health-related quality of life in hypertensive hemodialysis patients.,https://europepmc.org/article/PMC/PMC8734469,PMC8734469,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",peerj-10-12690-s001.xlsx,9768,4,19,128.5263,0
pmc,peerj,10.7717/peerj.9039,"Transcultural adaptation and validation of the questionnaire ""Urgency, Weak stream, Incomplete emptying and Nocturia (UWIN)"" for the Brazilian Portuguese.",https://europepmc.org/article/PMC/PMC7255330,PMC7255330,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",peerj-08-9039-s001.xlsx,6426,43,21,7.1163,0
pmc,peerj,10.7717/peerj.5193,Socioeconomic status is not associated with health-related quality of life in a group of overweight middle-aged men.,https://europepmc.org/article/PMC/PMC6047501,PMC6047501,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",peerj-06-5193-s001.csv,1647,38,15,2.8895,0
pmc,peerj,10.7717/peerj.20207,Auditory processing ability in Thai native speakers with the Gaps-In-Noise (GIN) test.,https://europepmc.org/article/PMC/PMC12598593,PMC12598593,cc-by,human_assistance,"Column mapping was a low-confidence guess. | QC warnings to review: id_na, resp_ordinal*, resp_direction*, imputed_values*",peerj-13-20207-s002.xlsx,1537,52,29,1.0192,0
pmc,peerj,10.7717/peerj.20310,Modified STOP-Bang questionnaire for detecting obstructive sleep apnea in individuals with a body mass index below 35 kg/m&lt;sup&gt;2&lt;/sup&gt;.,https://europepmc.org/article/PMC/PMC12617366,PMC12617366,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",peerj-13-20310-s001.xlsx,3946,188,21,0.9995,0
pmc,peerj,10.7717/peerj.9845,"A pilot feasibility randomized controlled trial on combining mind-body physical exercise, cognitive training, and nurse-led risk factor modification to reduce cognitive decline among older adults with mild cognitive impairment in primary care.",https://europepmc.org/article/PMC/PMC7482623,PMC7482623,cc-by,human_assistance,"Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",peerj-08-9845-s003.sav,1506,19,85,0.9325,0
pmc,peerj,10.7717/peerj.19873,UQCRC1 downregulation impairs cognitive function in mice &lt;i&gt;via&lt;/i&gt; AMPK inactivation.,https://europepmc.org/article/PMC/PMC12360322,PMC12360322,cc-by-nc,license_restricted,license 'cc-by-nc' does not permit redistribution,,,,,,
pmc,peerj,10.7717/peerj.18998,"Dietary composition and feeding preference of Mantled guereza &lt;i&gt;Colobus guereza&lt;/i&gt; (Rüppell, 1835), in Maze National Park, Ethiopia.",https://europepmc.org/article/PMC/PMC11874936,PMC11874936,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | only 7 distinct ids (too few to be respondents) | 88% of responses are unique (real items reuse a small scale; this looks like a results table),peerj-13-18998-s004.csv,16,7,2,1.1429,3
pmc,screports,10.1038/s41598-025-90852-0,Using machine learning to explore the efficacy of administrative variables in prediction of subjective-wellbeing outcomes in New Zealand.,https://europepmc.org/article/PMC/PMC11861262,PMC11861262,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,screports,10.1038/s41598-025-34560-9,Reduced categorical congruence of cognitive and affective empathy in persons with psychotic disorders.,https://europepmc.org/article/PMC/PMC12804949,PMC12804949,cc-by,no_usable_file,no tabular-format file among 9 supplementary file(s): 41598_2025_34560_Fig2_HTML.gif; 41598_2025_34560_Fig4_HTML.gif; 41598_2025_34560_MOESM1_ESM.docx; 41598_2025_34560_Fig3_HTML.jpg; 41598_2025_34560_Fig1_HTML.gif; 41598_2025_34560_Fig3_HTML.gif; 41598_2025_34560_Fig2_HTML.jpg; 41598_2025_34560_Fig1_HTML.jpg; 41598_2025_34560_Fig4_HTML.jpg,,,,,,
pmc,peerj,10.7717/peerj.15825,Evolution of fertilization ability in obligatorily outcrossing populations of <i>Caenorhabditis elegans</i>.,https://europepmc.org/article/PMC/PMC10494835,PMC10494835,cc-by,no_usable_file,no tabular-format file among 18 supplementary file(s): peerj-11-15825-g001.jpg; peerj-11-15825-g003.jpg; peerj-11-15825-g006.gif; peerj-11-15825-g001.gif; peerj-11-15825-g004.jpg; peerj-11-15825-g007.jpg; peerj-11-15825-s001.pdf; peerj-11-15825-g007.gif; peerj-11-15825-g003.gif; peerj-11-15825-s002.pdf,,,,,,
pmc,peerj,10.7717/peerj.19300,Evaluation and transcriptomic and metabolomic analysis of the ability of &lt;i&gt;Auricularia heimuer&lt;/i&gt; to utilize crop straw.,https://europepmc.org/article/PMC/PMC12166850,PMC12166850,cc-by,download_failed,`Import xlrd` failed. Install xlrd >= 2.0.1 for xls Excel support Use pip or conda to install the xlrd package.,peerj-13-19300-s001.xls,,,,,
pmc,screports,10.1038/s41598-025-14317-0,The association of caffeine consumption with positive affect but not with negative affect changes across the day.,https://europepmc.org/article/PMC/PMC12325641,PMC12325641,cc-by,no_usable_file,no tabular-format file among 3 supplementary file(s): 41598_2025_14317_Fig1_HTML.jpg; 41598_2025_14317_Fig1_HTML.gif; 41598_2025_14317_MOESM1_ESM.pdf,,,,,,
pmc,screports,10.1038/s41598-026-44965-9,Bridging laboratory findings and artificial intelligence for the design of TlInTe&lt;sub&gt;2&lt;/sub&gt; crystals.,https://europepmc.org/article/PMC/PMC13194655,PMC13194655,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,screports,10.1038/s41598-025-19953-0,The relationship between perceived social support and quality of life among hospitalized patients with schizophrenia.,https://europepmc.org/article/PMC/PMC12528428,PMC12528428,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,peerj,10.7717/peerj.3928,Decreased quality of life and treatment satisfaction in patients with latent autoimmune diabetes of the adult.,https://europepmc.org/article/PMC/PMC5650726,PMC5650726,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: id_na, resp_ordinal*, resp_direction*, imputed_values*",peerj-05-3928-s007.xlsx,10748,371,23,1.2596,0
pmc,screports,10.1038/s41598-025-17355-w,Application of artificial intelligence chatbots in interpreting magnetic resonance imaging reports: a comparative study.,https://europepmc.org/article/PMC/PMC12379252,PMC12379252,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,screports,10.1038/s41598-026-34983-y,Examining human reliance on artificial intelligence in decision making.,https://europepmc.org/article/PMC/PMC12881489,PMC12881489,cc-by,no_usable_file,no tabular-format file among 5 supplementary file(s): 41598_2026_34983_Fig1_HTML.gif; 41598_2026_34983_Fig2_HTML.gif; 41598_2026_34983_Fig1_HTML.jpg; 41598_2026_34983_Fig2_HTML.jpg; 41598_2026_34983_MOESM1_ESM.docx,,,,,,
pmc,screports,10.1038/s41598-024-82726-8,Psychometric validation of the Vaccination Attitudes Examination (VAX) scale in German pre-pandemic and mid-pandemic samples.,https://europepmc.org/article/PMC/PMC11655520,PMC11655520,cc-by,no_usable_file,no tabular-format file among 7 supplementary file(s): 41598_2024_82726_Fig1_HTML.gif; 41598_2024_82726_Fig3_HTML.gif; 41598_2024_82726_Fig2_HTML.gif; 41598_2024_82726_Fig1_HTML.jpg; 41598_2024_82726_Fig2_HTML.jpg; 41598_2024_82726_MOESM1_ESM.docx; 41598_2024_82726_Fig3_HTML.jpg,,,,,,
pmc,peerj,10.7717/peerj.6254,The vaccina<i>T</i>ion & <i>H</i>pv <i>K</i>nowledge (THinK) questionnaire: a reliability and validity study on a sample of women living in Sicily (southern-Italy).,https://europepmc.org/article/PMC/PMC6511389,PMC6511389,cc-by,good,"Passed (no errors); 2 note(s) to glance at before submitting. | QC warnings to review: resp_direction*, imputed_values*",peerj-07-6254-s001.xlsx,4375,220,20,0.9943,0
pmc,peerj,10.7717/peerj.16788,Predicting repeat power ability through common field assessments: is repeat power ability a unique physical quality?,https://europepmc.org/article/PMC/PMC10812577,PMC10812577,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | 76% of responses are unique (real items reuse a small scale; this looks like a results table) | 86% of resp values are non-integer — ordinal item responses are almost always integer-valued,peerj-12-16788-s001.csv,320,10,32,1.0,0
pmc,peerj,10.7717/peerj.7208,No evidence for negative impacts of acute sulfoxaflor exposure on bee olfactory conditioning or working memory.,https://europepmc.org/article/PMC/PMC6694785,PMC6694785,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*",peerj-07-7208-s003.xlsx,612,102,6,1.0,2
pmc,peerj,10.7717/peerj.13069,Lacunes and type 2 diabetes mellitus have a joint effect on cognitive impairment: a retrospective study.,https://europepmc.org/article/PMC/PMC8898547,PMC8898547,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",peerj-10-13069-s002.xlsx,2724,227,12,1.0,1
pmc,screports,10.1038/s41598-024-59739-4,Test anxiety and coping strategies among university students an exploratory study in the UAE.,https://europepmc.org/article/PMC/PMC11519940,PMC11519940,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,behavsci,,Relating Cognitive-Activating Instruction and Metacognitive Self-Regulation to Mathematics Performance and Self-Efficacy: A Process-Modelling Study,https://europepmc.org/article/PMC/PMC13295810,PMC13295810,cc-by,no_usable_file,no tabular-format file among 7 supplementary file(s): behavsci-16-01029-g003.gif; behavsci-16-01029-g002.gif; behavsci-16-01029-g002.jpg; behavsci-16-01029-g001.jpg; behavsci-16-01029-s001.zip; behavsci-16-01029-g003.jpg; behavsci-16-01029-g001.gif,,,,,,
pmc,screports,10.1038/s41598-025-05960-8,Enhancing mental well-being in university students through multicomponent low intensity positive education and the mediating role of civic engagement.,https://europepmc.org/article/PMC/PMC12217956,PMC12217956,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,screports,10.1038/s41598-024-66435-w,Evolving dispersal ability causes rapid adaptive radiation.,https://europepmc.org/article/PMC/PMC11231149,PMC11231149,cc-by,good,Passed (no errors); 1 note(s) to glance at before submitting. | QC warnings to review: resp_direction*,41598_2024_66435_MOESM1_ESM.xlsx,180,9,20,1.0,0
pmc,peerj,10.7717/peerj.12893,Responsiveness of domesticated goats towards various stressors following long-term cognitive test exposure.,https://europepmc.org/article/PMC/PMC8973470,PMC8973470,cc-by,download_failed,"Error tokenizing data. C error: Expected 1 fields in line 12, saw 9
",peerj-10-12893-s006.csv,,,,,
pmc,bmcpubhealth,10.1186/s12889-025-24691-z,Analysis of factors influencing digital literacy of rural elderly people-evidence from China.,https://europepmc.org/article/PMC/PMC12495709,PMC12495709,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,peerj,10.7717/peerj.5847,Effects of mixed reality head-mounted glasses during 90 minutes of mental and manual tasks on cognitive and physiological functions.,https://europepmc.org/article/PMC/PMC6225835,PMC6225835,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: id_na, resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",peerj-06-5847-s001.xlsx,1566,22,44,1.6178,0
