"table","table.lower","Description","URL (for data)","Reference","DOI (for paper)","Original License","Custom License","Public Reshare?","Derived License","Custom License","Notes","Contributor","Date"
"kotsou_2016_plc","kotsou_2016_plc","15-item scale on a 1-6 scale, administered alongside the French SCS validation. 23,310 responses from 1,554 respondents on 15 items.","https://doi.org/10.6084/m9.figshare.3122734","Kotsou, I. (2016). SCSdata: Validation of the French version of the Self-Compassion Scale [Data set]. figshare. https://doi.org/10.6084/m9.figshare.3122734","10.6084/m9.figshare.3122734","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/27/2026"
"kotsou_2016_scs","kotsou_2016_scs","Self-Compassion Scale, French version, 26 items on a 1-5 scale. 40,404 responses from 1,554 respondents on 26 items.","https://doi.org/10.6084/m9.figshare.3122734","Kotsou, I. (2016). SCSdata: Validation of the French version of the Self-Compassion Scale [Data set]. figshare. https://doi.org/10.6084/m9.figshare.3122734","10.6084/m9.figshare.3122734","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/27/2026"
"matosaslopez_2022_bars_teaching","matosaslopez_2022_bars_teaching","Student evaluation of teaching on a 10-item behaviourally-anchored rating scale, 1-5; two deposits pooled with cov_teaching_mode (blended vs face-to-face). 23,239 responses from 2,324 respondents on 10 items.","https://zenodo.org/records/15160903","Matosas-Lopez, L. (2022). Datasets on student evaluations of a BARS questionnaire designed for blended-learning and face-to-face teaching [Data sets]. Zenodo. https://doi.org/10.5281/zenodo.15160903 and https://doi.org/10.5281/zenodo.15151307","10.5281/zenodo.15160903","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/27/2026"
"matosaslopez_2024_questionnaire_quality","matosaslopez_2024_questionnaire_quality","Three items rating the questionnaire itself (ambiguity, clarity, precision), 1-5. 6,669 responses from 2,223 respondents on 3 items.","https://zenodo.org/records/15151243","Matosas-Lopez, L. (2024). Dataset on the evaluation of teaching efficiency comparing Likert-type questionnaires vs BARS [Data set]. Zenodo. https://doi.org/10.5281/zenodo.15151243","10.5281/zenodo.15151243","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/27/2026"
"matosaslopez_2024_teacher_assessment","matosaslopez_2024_teacher_assessment","Ten items rating the teacher, 1-5; cov_questionnaire_type records the study's Likert vs BARS comparison. 22,230 responses from 2,223 respondents on 10 items.","https://zenodo.org/records/15151243","Matosas-Lopez, L. (2024). Dataset on the evaluation of teaching efficiency comparing Likert-type questionnaires vs BARS [Data set]. Zenodo. https://doi.org/10.5281/zenodo.15151243","10.5281/zenodo.15151243","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/27/2026"
"nurjanah_2019_hls47","nurjanah_2019_hls47","Indonesian Health Literacy Survey (HLS-EU-Q47), 47 items on a 1-4 difficulty scale. 48,363 responses from 1,029 respondents on 47 items.","https://data.mendeley.com/datasets/zr54c7rxs3","Nurjanah, & Rachmani, E. (2019). Data for: Using the feature selection with genetic algorithm to abbreviate Indonesia's health literacy questionnaire [Data set]. Mendeley Data. https://doi.org/10.17632/zr54c7rxs3","10.17632/zr54c7rxs3","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/27/2026"
"prihastiwi_2026_adcap","prihastiwi_2026_adcap","Adaptive Capital Scale (AdCap), 60 items on a 1-4 scale across five aspects, Indonesian sample; itemcov_aspect carries the aspect. 60,600 responses from 1,010 respondents on 60 items.","https://zenodo.org/records/22104768","Prihastiwi, W. J., & Antawati, D. (2026). Supporting dataset and supplementary materials for the Adaptive Capital Scale (AdCap) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.22104768","10.5281/zenodo.22104768","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/27/2026"
"sekowski_2025_mast","sekowski_2025_mast","Multi-Attitude Suicide Tendency Scale, 30 items on a 1-5 scale, Polish sample. 18,210 responses from 607 respondents on 30 items.","https://doi.org/10.7910/DVN/HXI9SZ","Sekowski, M. (2025). Dataset for: A 12-item version of the Multi-Attitude Suicide Tendency Scale [Data set]. Harvard Dataverse. https://doi.org/10.7910/DVN/HXI9SZ","10.7910/dvn/hxi9sz","CC0 1.0","","Public","CC0 1.0","","","automated","8/27/2026"
"sekowski_2025_pies","sekowski_2025_pies","PIES, 24 items on a 1-5 scale, Polish sample. 14,568 responses from 607 respondents on 24 items.","https://doi.org/10.7910/DVN/HXI9SZ","Sekowski, M. (2025). Dataset for: A 12-item version of the Multi-Attitude Suicide Tendency Scale [Data set]. Harvard Dataverse. https://doi.org/10.7910/DVN/HXI9SZ","10.7910/dvn/hxi9sz","CC0 1.0","","Public","CC0 1.0","","","automated","8/27/2026"
"tu_2022_achievement_motivation","tu_2022_achievement_motivation","Achievement Motivation Scale, 30 items on a 1-4 scale, Chinese college students. 3,729,840 responses from 124,328 respondents on 30 items.","https://zenodo.org/records/7219876","Tu, S., & Xiao, Q. (2022). Measurement of achievement motivation for college students [Data set]. Zenodo. https://doi.org/10.5281/zenodo.7219876","10.5281/zenodo.7219876","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/27/2026"
"wicherts_2023_5pft","wicherts_2023_5pft","Five Personality Factors Test (5PFT), 70 items on a 1-7 scale (14 per Big Five factor), Dutch cohorts 1982-2007. 623,105 responses from 8,954 respondents on 70 items.","https://doi.org/10.34894/8NGA0R","Wicherts, J. M. (2023). Data from 'Cohort Differences in Big Five Personality Factors Over a Period of 25 Years' [Data set]. DataverseNL. https://doi.org/10.34894/8NGA0R","10.34894/8nga0r","CC0 1.0","","Public","CC0 1.0","","","automated","8/27/2026"
"wu_2025_drone_delivery","wu_2025_drone_delivery","Environmental concern and drone-delivery acceptance, 38 items on a 1-5 agreement scale; itemcov_construct carries the construct. 18,924 responses from 498 respondents on 38 items.","https://doi.org/10.6084/m9.figshare.30236404","Wu, J., & Chen, Z. (2025). Anonymized participant background information and questionnaire scale scores [Data set]. figshare. Supporting PLOS ONE 20(9), e0333422. https://doi.org/10.1371/journal.pone.0333422","10.1371/journal.pone.0333422","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/27/2026"
