"table","table.lower","Description","URL (for data)","Reference","DOI (for paper)","Original License","Custom License","Public Reshare?","Derived License","Custom License","Notes","Contributor","Date"
"estevez_2021_gest","estevez_2021_gest","4 items on a 1-5 scale, Spanish primary school students aged 9-13; the source labels the block only as GEST and ships no codebook, so the codes are kept verbatim rather than named. 3,452 responses from 863 respondents on 4 items.","https://zenodo.org/records/5156068","Estevez, I., Valle, A., Rodriguez, S., Pineiro, I., Vieites, T., Gonzalez-Suarez, R., & Rodriguez-Llorente, C. (2021). Intrinsic motivation, perceived competence, negative feelings, and math academic performance [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5156068","10.5281/zenodo.5156068","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"estevez_2021_homework_engagement","estevez_2021_homework_engagement","Homework amount, time spent and use of time, 5 items on a 1-5 scale, Spanish primary school students aged 9-13. 4,315 responses from 863 respondents on 5 items.","https://zenodo.org/records/5156068","Estevez, I., Valle, A., Rodriguez, S., Pineiro, I., Vieites, T., Gonzalez-Suarez, R., & Rodriguez-Llorente, C. (2021). Intrinsic motivation, perceived competence, negative feelings, and math academic performance [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5156068","10.5281/zenodo.5156068","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"estevez_2021_inter","estevez_2021_inter","3 items on a 1-5 scale, Spanish primary school students aged 9-13; the source labels the block only as INTER and ships no codebook, so the codes are kept verbatim rather than named. 2,589 responses from 863 respondents on 3 items.","https://zenodo.org/records/5156068","Estevez, I., Valle, A., Rodriguez, S., Pineiro, I., Vieites, T., Gonzalez-Suarez, R., & Rodriguez-Llorente, C. (2021). Intrinsic motivation, perceived competence, negative feelings, and math academic performance [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5156068","10.5281/zenodo.5156068","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"estevez_2021_math_attitudes","estevez_2021_math_attitudes","Mathematics attitudes inventory, 43 items on a 1-5 scale, Spanish primary school students aged 9-13; the deposit's composites identify four subscales within it (perceived competence IAM1-4, anxiety IAM9-11, intrinsic motivation IAM35-39, negative feelings IAM40/42/43). 37,109 responses from 863 respondents on 43 items.","https://zenodo.org/records/5156068","Estevez, I., Valle, A., Rodriguez, S., Pineiro, I., Vieites, T., Gonzalez-Suarez, R., & Rodriguez-Llorente, C. (2021). Intrinsic motivation, perceived competence, negative feelings, and math academic performance [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5156068","10.5281/zenodo.5156068","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"estevez_2021_motiv","estevez_2021_motiv","12 items on a 1-5 scale, Spanish primary school students aged 9-13; the source labels the block only as MOTIV and ships no codebook, so the codes are kept verbatim rather than named. 10,356 responses from 863 respondents on 12 items.","https://zenodo.org/records/5156068","Estevez, I., Valle, A., Rodriguez, S., Pineiro, I., Vieites, T., Gonzalez-Suarez, R., & Rodriguez-Llorente, C. (2021). Intrinsic motivation, perceived competence, negative feelings, and math academic performance [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5156068","10.5281/zenodo.5156068","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"soderberg_2024_academic_selfefficacy","soderberg_2024_academic_selfefficacy","Academic self-efficacy, 4 items on a labelled 1-5 scale, Finnish middle- and upper-secondary school students, from the study's one-off start-up survey. 1,199 responses from 300 respondents on 4 items.","https://zenodo.org/records/13332148","Soderberg, P., & Molsa, M. E. (2024). A 10-day experience sampling dataset on subjective experiences of middle and secondary school students in 2022 [Data set]. Zenodo. https://doi.org/10.5281/zenodo.13332148","10.5281/zenodo.13332148","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"soderberg_2024_esm_affect","soderberg_2024_esm_affect","Momentary affect at school (enjoyment, stress, motivation, anger, feeling liked, loneliness, alertness, feeling stupid), 8 items on a labelled 1-5 scale, Finnish middle- and upper-secondary school students, one response per momentary assessment with wave giving the study's occasion order. 34,999 responses from 300 respondents on 8 items.","https://zenodo.org/records/13332148","Soderberg, P., & Molsa, M. E. (2024). A 10-day experience sampling dataset on subjective experiences of middle and secondary school students in 2022 [Data set]. Zenodo. https://doi.org/10.5281/zenodo.13332148","10.5281/zenodo.13332148","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"soderberg_2024_esm_lecture","soderberg_2024_esm_lecture","Ratings of the most recent lecture and its teacher, 6 items on a labelled 1-5 scale, Finnish middle- and upper-secondary school students, one response per momentary assessment with wave giving the study's occasion order. 24,944 responses from 300 respondents on 6 items.","https://zenodo.org/records/13332148","Soderberg, P., & Molsa, M. E. (2024). A 10-day experience sampling dataset on subjective experiences of middle and secondary school students in 2022 [Data set]. Zenodo. https://doi.org/10.5281/zenodo.13332148","10.5281/zenodo.13332148","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"soderberg_2024_esm_morning","soderberg_2024_esm_morning","Morning check-in (sleep quality and readiness for school), 2 items on a labelled 1-5 scale, Finnish middle- and upper-secondary school students, one response per momentary assessment with wave giving the study's occasion order. 4,196 responses from 290 respondents on 2 items.","https://zenodo.org/records/13332148","Soderberg, P., & Molsa, M. E. (2024). A 10-day experience sampling dataset on subjective experiences of middle and secondary school students in 2022 [Data set]. Zenodo. https://doi.org/10.5281/zenodo.13332148","10.5281/zenodo.13332148","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"soderberg_2024_family_support","soderberg_2024_family_support","Perceived family support for school, 4 items on a labelled 1-5 scale, Finnish middle- and upper-secondary school students, from the study's one-off start-up survey. 1,200 responses from 300 respondents on 4 items.","https://zenodo.org/records/13332148","Soderberg, P., & Molsa, M. E. (2024). A 10-day experience sampling dataset on subjective experiences of middle and secondary school students in 2022 [Data set]. Zenodo. https://doi.org/10.5281/zenodo.13332148","10.5281/zenodo.13332148","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"soderberg_2024_general_selfefficacy","soderberg_2024_general_selfefficacy","Short General Self-Efficacy scale, 5 items on a labelled 1-5 scale, Finnish middle- and upper-secondary school students, from the study's one-off start-up survey. 1,500 responses from 300 respondents on 5 items.","https://zenodo.org/records/13332148","Soderberg, P., & Molsa, M. E. (2024). A 10-day experience sampling dataset on subjective experiences of middle and secondary school students in 2022 [Data set]. Zenodo. https://doi.org/10.5281/zenodo.13332148","10.5281/zenodo.13332148","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"soderberg_2024_peer_support","soderberg_2024_peer_support","Perceived peer support at school, 6 items on a labelled 1-5 scale, Finnish middle- and upper-secondary school students, from the study's one-off start-up survey. 1,800 responses from 300 respondents on 6 items.","https://zenodo.org/records/13332148","Soderberg, P., & Molsa, M. E. (2024). A 10-day experience sampling dataset on subjective experiences of middle and secondary school students in 2022 [Data set]. Zenodo. https://doi.org/10.5281/zenodo.13332148","10.5281/zenodo.13332148","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"soderberg_2024_teacher_support","soderberg_2024_teacher_support","Perceived teacher and school support, 9 items on a labelled 1-5 scale, Finnish middle- and upper-secondary school students, from the study's one-off start-up survey. 2,700 responses from 300 respondents on 9 items.","https://zenodo.org/records/13332148","Soderberg, P., & Molsa, M. E. (2024). A 10-day experience sampling dataset on subjective experiences of middle and secondary school students in 2022 [Data set]. Zenodo. https://doi.org/10.5281/zenodo.13332148","10.5281/zenodo.13332148","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"torok_2025_ai_acceptance","torok_2025_ai_acceptance","Acceptance of artificial intelligence in 4 named domains, 1-3 scale, a nationally representative CATI sample of Hungarian adults, fielded 2019. 3,795 responses from 975 respondents on 4 items.","https://zenodo.org/records/15168213","Torok, B., Rab, A., Punkosty, A., Labody, P., Sorban, K., Menyhard, A., Szikora, T., Vadasz, P., & Zodi, Z. (2025). Trust, Awareness, and Risk Perception in the Online Environment [Data set]. Zenodo. https://doi.org/10.5281/zenodo.15168213","10.5281/zenodo.15168213","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"torok_2025_data_disclosure","torok_2025_data_disclosure","Willingness to disclose each of 8 kinds of personal data in exchange for a free service, yes/no, a nationally representative CATI sample of Hungarian adults, fielded 2019. 7,830 responses from 1,001 respondents on 8 items.","https://zenodo.org/records/15168213","Torok, B., Rab, A., Punkosty, A., Labody, P., Sorban, K., Menyhard, A., Szikora, T., Vadasz, P., & Zodi, Z. (2025). Trust, Awareness, and Risk Perception in the Online Environment [Data set]. Zenodo. https://doi.org/10.5281/zenodo.15168213","10.5281/zenodo.15168213","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"torok_2025_data_security","torok_2025_data_security","How secure personal data is felt to be with each of 12 named institutions and platforms, 1-4 scale, a nationally representative CATI sample of Hungarian adults, fielded 2019. 10,851 responses from 997 respondents on 12 items.","https://zenodo.org/records/15168213","Torok, B., Rab, A., Punkosty, A., Labody, P., Sorban, K., Menyhard, A., Szikora, T., Vadasz, P., & Zodi, Z. (2025). Trust, Awareness, and Risk Perception in the Online Environment [Data set]. Zenodo. https://doi.org/10.5281/zenodo.15168213","10.5281/zenodo.15168213","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"torok_2025_discourse_responsibility","torok_2025_discourse_responsibility","How far each of 6 named actors should be responsible for improving the quality of online discourse, 1-5 scale, a nationally representative CATI sample of Hungarian adults, fielded 2019. 5,441 responses from 940 respondents on 6 items.","https://zenodo.org/records/15168213","Torok, B., Rab, A., Punkosty, A., Labody, P., Sorban, K., Menyhard, A., Szikora, T., Vadasz, P., & Zodi, Z. (2025). Trust, Awareness, and Risk Perception in the Online Environment [Data set]. Zenodo. https://doi.org/10.5281/zenodo.15168213","10.5281/zenodo.15168213","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"torok_2025_facebook_uses","torok_2025_facebook_uses","Agreement with 4 statements about what Facebook is good for, 1-5 scale, a nationally representative CATI sample of Hungarian adults, fielded 2019. 3,237 responses from 824 respondents on 4 items.","https://zenodo.org/records/15168213","Torok, B., Rab, A., Punkosty, A., Labody, P., Sorban, K., Menyhard, A., Szikora, T., Vadasz, P., & Zodi, Z. (2025). Trust, Awareness, and Risk Perception in the Online Environment [Data set]. Zenodo. https://doi.org/10.5281/zenodo.15168213","10.5281/zenodo.15168213","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"torok_2025_internet_use_frequency","torok_2025_internet_use_frequency","Frequency of using the internet for 18 named purposes, 1-5 frequency scale, a nationally representative CATI sample of Hungarian adults, fielded 2019. 14,091 responses from 786 respondents on 18 items.","https://zenodo.org/records/15168213","Torok, B., Rab, A., Punkosty, A., Labody, P., Sorban, K., Menyhard, A., Szikora, T., Vadasz, P., & Zodi, Z. (2025). Trust, Awareness, and Risk Perception in the Online Environment [Data set]. Zenodo. https://doi.org/10.5281/zenodo.15168213","10.5281/zenodo.15168213","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"torok_2025_legality_knowledge","torok_2025_legality_knowledge","Judgements of whether each of 8 online acts is lawful, yes/no, a nationally representative CATI sample of Hungarian adults, fielded 2019. 6,849 responses from 957 respondents on 8 items.","https://zenodo.org/records/15168213","Torok, B., Rab, A., Punkosty, A., Labody, P., Sorban, K., Menyhard, A., Szikora, T., Vadasz, P., & Zodi, Z. (2025). Trust, Awareness, and Risk Perception in the Online Environment [Data set]. Zenodo. https://doi.org/10.5281/zenodo.15168213","10.5281/zenodo.15168213","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"torok_2025_manipulation_fear","torok_2025_manipulation_fear","Fear of being manipulated by 13 named online actors and platforms, 1-5 scale, a nationally representative CATI sample of Hungarian adults, fielded 2019. 9,983 responses from 782 respondents on 13 items.","https://zenodo.org/records/15168213","Torok, B., Rab, A., Punkosty, A., Labody, P., Sorban, K., Menyhard, A., Szikora, T., Vadasz, P., & Zodi, Z. (2025). Trust, Awareness, and Risk Perception in the Online Environment [Data set]. Zenodo. https://doi.org/10.5281/zenodo.15168213","10.5281/zenodo.15168213","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"torok_2025_news_consumption","torok_2025_news_consumption","How news of five kinds is consumed (ignored, read if encountered, actively sought), 5 items on a 1-3 scale, a nationally representative CATI sample of Hungarian adults, fielded 2019. 3,194 responses from 640 respondents on 5 items.","https://zenodo.org/records/15168213","Torok, B., Rab, A., Punkosty, A., Labody, P., Sorban, K., Menyhard, A., Szikora, T., Vadasz, P., & Zodi, Z. (2025). Trust, Awareness, and Risk Perception in the Online Environment [Data set]. Zenodo. https://doi.org/10.5281/zenodo.15168213","10.5281/zenodo.15168213","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"torok_2025_news_source_frequency","torok_2025_news_source_frequency","Frequency of using 8 information sources for world news, 1-5 frequency scale, a nationally representative CATI sample of Hungarian adults, fielded 2019. 7,348 responses from 1,003 respondents on 8 items.","https://zenodo.org/records/15168213","Torok, B., Rab, A., Punkosty, A., Labody, P., Sorban, K., Menyhard, A., Szikora, T., Vadasz, P., & Zodi, Z. (2025). Trust, Awareness, and Risk Perception in the Online Environment [Data set]. Zenodo. https://doi.org/10.5281/zenodo.15168213","10.5281/zenodo.15168213","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"torok_2025_news_source_trust","torok_2025_news_source_trust","Trust in the credibility of information from 8 named sources, 1-5 scale, a nationally representative CATI sample of Hungarian adults, fielded 2019. 4,875 responses from 986 respondents on 8 items.","https://zenodo.org/records/15168213","Torok, B., Rab, A., Punkosty, A., Labody, P., Sorban, K., Menyhard, A., Szikora, T., Vadasz, P., & Zodi, Z. (2025). Trust, Awareness, and Risk Perception in the Online Environment [Data set]. Zenodo. https://doi.org/10.5281/zenodo.15168213","10.5281/zenodo.15168213","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"torok_2025_social_media_effects","torok_2025_social_media_effects","Agreement with 4 statements about the effects of online contact on relationships, 1-5 scale, a nationally representative CATI sample of Hungarian adults, fielded 2019. 3,812 responses from 980 respondents on 4 items.","https://zenodo.org/records/15168213","Torok, B., Rab, A., Punkosty, A., Labody, P., Sorban, K., Menyhard, A., Szikora, T., Vadasz, P., & Zodi, Z. (2025). Trust, Awareness, and Risk Perception in the Online Environment [Data set]. Zenodo. https://doi.org/10.5281/zenodo.15168213","10.5281/zenodo.15168213","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
