table,table.lower,Description,URL (for data),Reference,DOI (for paper),Original License,Custom License,Public Reshare?,Derived License,Custom License,Notes,Contributor,Date
liu_2022_fragreading_cdq,liu_2022_fragreading_cdq,"11-item Cognitive Development Questionnaire (1-5 Likert), same Chinese university sample as liu_2022_fragreading_frq, n=916",https://europepmc.org/article/PMC/PMC9415515,"Liu Y, et al (2022). The effects of university students' fragmented reading on cognitive development in the new media age: evidence from Chinese higher education. PeerJ.",10.7717/peerj.13861,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
regalado_2023_tourism_value,regalado_2023_tourism_value,"19-item perceived-value/satisfaction/loyalty scale (1-5 Likert), cultural coastal destination survey in Huanchaco, Peru, n=384",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0286923,"Regalado-Pezua O, et al (2023). Perceived value and its relationship to satisfaction and loyalty in cultural coastal destinations: A study in Huanchaco, Peru. PLOS ONE.",10.1371/journal.pone.0286923,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
hua_2023_efl_academic_self_concept,hua_2023_efl_academic_self_concept,"26-item academic self-concept scale (1-6 Likert), Chinese university EFL blended-teaching survey, n=942",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0280919,"Hua Y, et al (2023). The relationship between Chinese university students' learning preparation and learning achievement within the EFL blended teaching context in COVID-19 post-epidemic era: The mediating effect of learning methods. PLOS ONE.",10.1371/journal.pone.0280919,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
hua_2023_efl_course_experience,hua_2023_efl_course_experience,"16-item course-experience scale (1-5 Likert), same Chinese university EFL sample as hua_2023_efl_academic_self_concept, n=942",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0280919,"Hua Y, et al (2023). The relationship between Chinese university students' learning preparation and learning achievement within the EFL blended teaching context in COVID-19 post-epidemic era: The mediating effect of learning methods. PLOS ONE.",10.1371/journal.pone.0280919,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
hua_2023_efl_study_engagement,hua_2023_efl_study_engagement,"14-item study-engagement scale (1-7 Likert), same Chinese university EFL sample as hua_2023_efl_academic_self_concept, n=942",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0280919,"Hua Y, et al (2023). The relationship between Chinese university students' learning preparation and learning achievement within the EFL blended teaching context in COVID-19 post-epidemic era: The mediating effect of learning methods. PLOS ONE.",10.1371/journal.pone.0280919,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
hua_2023_efl_academic_procrastination,hua_2023_efl_academic_procrastination,"3-item academic-procrastination scale (1-5 Likert), same Chinese university EFL sample as hua_2023_efl_academic_self_concept, n=942",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0280919,"Hua Y, et al (2023). The relationship between Chinese university students' learning preparation and learning achievement within the EFL blended teaching context in COVID-19 post-epidemic era: The mediating effect of learning methods. PLOS ONE.",10.1371/journal.pone.0280919,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
li_2025_socmedia_usefulness,li_2025_socmedia_usefulness,"4-item perceived-usefulness scale (1-5 Likert), sports-tourism social-media revisit-intention survey, n=435",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0321999,"Li X, et al (2025). The impact of social media on university students' revisit intention in sports tourism: A hybrid method based on SEM and ANN. PLOS ONE.",10.1371/journal.pone.0321999,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
li_2025_socmedia_enjoyment,li_2025_socmedia_enjoyment,"4-item perceived-enjoyment scale (1-5 Likert), same sports-tourism social-media sample as li_2025_socmedia_usefulness, n=435",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0321999,"Li X, et al (2025). The impact of social media on university students' revisit intention in sports tourism: A hybrid method based on SEM and ANN. PLOS ONE.",10.1371/journal.pone.0321999,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
li_2025_socmedia_infoquality,li_2025_socmedia_infoquality,"3-item information-quality scale (1-5 Likert), same sports-tourism social-media sample as li_2025_socmedia_usefulness, n=435",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0321999,"Li X, et al (2025). The impact of social media on university students' revisit intention in sports tourism: A hybrid method based on SEM and ANN. PLOS ONE.",10.1371/journal.pone.0321999,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
li_2025_socmedia_satisfaction,li_2025_socmedia_satisfaction,"4-item satisfaction scale (1-5 Likert), same sports-tourism social-media sample as li_2025_socmedia_usefulness, n=435",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0321999,"Li X, et al (2025). The impact of social media on university students' revisit intention in sports tourism: A hybrid method based on SEM and ANN. PLOS ONE.",10.1371/journal.pone.0321999,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
li_2025_socmedia_ewom,li_2025_socmedia_ewom,"6-item eWOM (electronic word-of-mouth) intention scale (1-5 Likert), same sports-tourism social-media sample as li_2025_socmedia_usefulness, n=435",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0321999,"Li X, et al (2025). The impact of social media on university students' revisit intention in sports tourism: A hybrid method based on SEM and ANN. PLOS ONE.",10.1371/journal.pone.0321999,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
li_2025_socmedia_revisit,li_2025_socmedia_revisit,"3-item revisit-intention scale (1-5 Likert), same sports-tourism social-media sample as li_2025_socmedia_usefulness, n=435",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0321999,"Li X, et al (2025). The impact of social media on university students' revisit intention in sports tourism: A hybrid method based on SEM and ANN. PLOS ONE.",10.1371/journal.pone.0321999,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
