source,journal,doi,title,url,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files
plos,plosone,10.1371/journal.pone.0204389,"Modeling and estimating the feedback mechanisms among depression, rumination, and stressors in adolescents",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0204389,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"Authors of this manuscript do not own the data. A researcher at the University of Washington, Dr. Kate McLaughlin, shared the data with us. Data are available from the following study whose author may be contacted at  mclaughk@uw.edu : MCLAUGHLIN, K. A. &amp; NOLEN-HOEKSEMA, S. (2012). Interpersonal",,,,,,,
plos,plosone,10.1371/journal.pone.0302637,Adults with depressive symptoms have lower odds of dietary supplement use,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0302637,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,The data underlying the results presented in the study are available from  https://wwwn.cdc.gov/nchs/nhanes/Default.aspx . We used data from 2005-2006 through 2017-2018 survey cycle datasets.,,,,,,,
plos,plosone,10.1371/journal.pone.0256553,Let the team fix it?—Performance and mood of depressed workers and coworkers in different work contexts,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0256553,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.11588/data/PRQILA,Data for this study is located at  https://doi.org/10.11588/data/PRQILA .,https://doi.org/10.11588/data/PRQILA,,,,,,
plos,plosone,10.1371/journal.pone.0063252,The Impact of Smoking in Adolescence on Early Adult Anxiety Symptoms and the Relationship between Infant Vulnerability Factors for Anxiety and Early Adult Anxiety Symptoms: The TOPP Study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0063252,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,plosone,10.1371/journal.pone.0204694,Trait anxiety impairs cognitive flexibility when overcoming a task acquired response and a preexisting bias,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0204694,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://osf.io/ru6e2/,"All data are available on this paper’s project page on the Open Science Framework,  https://osf.io/ru6e2/ .",https://osf.io/ru6e2/,,,,,,
plos,plosone,10.1371/journal.pone.0259312,The effects of music & auditory beat stimulation on anxiety: A randomized clinical trial,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259312,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://osf.io/efya2/,The deidentified data that support the findings of this study are available on the Open Science Framework at this link:  https://osf.io/efya2/ .,https://osf.io/efya2/,,,,,,
plos,plosone,10.1371/journal.pone.0157013,Relationship between Anxiety and Burnout among Chinese Physicians: A Moderated Mediation Model,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0157013,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Dataset of the subsamples (SAV).   https://doi.org/10.1371/j",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0157013_S1_Dataset.sav,123032,1129,109,0.9998,0
plos,plosone,10.1371/journal.pone.0305493,Whether academics’ job performance makes a difference to burnout and the effect of psychological counselling—comparison of four types of performers,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0305493,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"""All data are in the manuscript and/or  supporting information  files"".",,,,,,,
plos,plosone,10.1371/journal.pone.0244338,Factors associated with self-reported burnout level in allied healthcare professionals in a tertiary hospital in Singapore,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0244338,cc-by,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, composite_items* | SI caption: https://doi.org/10.1371/journal.pone.0244338.s001",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0244338_S1_Data.xlsx,27946,329,85,0.9993,0
plos,plosone,10.1371/journal.pone.0267438,Burnout among pharmacy professionals in Qatar: A cross-sectional study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0267438,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,The research dataset is not publicly available because it contains information about burnout and the associated manifestations among research participants and can be traced back to the individual participants using unique combinations of characteristics. Data are available through Hamad Medical Corp,,,,,,,
plos,plosone,10.1371/journal.pone.0344119,Burnout dimensions and associated risk factors in medical students: A cross-sectional study in Serbia,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0344119,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.7910/DVN/NWPBUN),"All relevant data are available within the paper, and from the Harvard Dataverse ( https://doi.org/10.7910/DVN/NWPBUN) .",https://doi.org/10.7910/DVN/NWPBUN),,,,,,
plos,plosone,10.1371/journal.pone.0288446,Effects of improved on-farm crop storage on perceived stress and perceived coping in pregnant women—Evidence from a cluster-randomized controlled trial in Kenya,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0288446,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"Our application to the ethics committee (IRB) did not include an explicit request to make the study data publicly available. However, anonymized data will be available upon request to the Ethics committee of ETH Zürich for study replication (Contact details are as follow: Sekretariat Ethikkommission",,,,,,,
plos,plosone,10.1371/journal.pone.0323164,"The relationships among nurses’ spiritual health, sleep quality, and stress and the factors influencing stress during the late global COVID-19 pandemic: A cross- sectional study",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0323164,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,The datasets of study are available from  https://docs.google.com/spreadsheets/d/1A5B6krq9c9r576BrnuTM2H7_cFSHeuGB/edit?gid=2039840607#gid=2039840607,,,,,,,
plos,plosone,10.1371/journal.pone.0154530,Perceived Stress Is Differentially Related to Hippocampal Subfield Volumes among Older Adults,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0154530,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper and its Supporting Information files.,,,,,,,
plos,plosone,10.1371/journal.pone.0327089,Social exclusion and mental health of youths affected by parental HIV/AIDS in China: Based on a serial mediating model,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0327089,cc-by,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: Raw data.   https://doi.org/10.1371/journal.pone.0327089.s00",All relevant data are within the manuscript and its  Supporting information  files.,,journal.pone.0327089_S3_Appendix.xlsx,2079,297,7,1.0,0
plos,plosone,10.1371/journal.pone.0292406,Doing what matters in times of stress: No-nonsense meditation and occupational well-being in COVID-19,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0292406,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,Data cannot be shared publicly because of its sensitive nature. Data are available for researchers who meet the criteria for access to confidential data (contact via  welinjevel_leraren@ugent.be ).,,,,,,,
plos,plosone,10.1371/journal.pone.0274273,Social predictors of doctoral student mental health and well-being,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0274273,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://osf.io/p7vje/,All data and analysis files are publicly available on Open Science Framework ( https://osf.io/p7vje/ ).,https://osf.io/p7vje/,,,,,,
plos,plosone,10.1371/journal.pone.0336368,Social harmony at work: A sharedness index linking team atmosphere to individual well-being in a Japanese company,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0336368,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"We deposit the minimal anonymized dataset and analysis code at GitHub ( https://github.com/sociocom/sharedness ). Raw text data that might contain personal information cannot be made publicly available under our ethics approval. We therefore release statistically processed data, such as indicator sc",,,,,,,
plos,plosone,10.1371/journal.pone.0035633,Mixed Emotional Experience Is Associated with and Precedes Improvements in Psychological Well-Being,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0035633,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,plosone,10.1371/journal.pone.0279436,Is life satisfaction higher for citizens engaged in political participation: Analysis based on the Chinese social survey,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0279436,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,The data are publicly available. The datasets used and/or analyzed during this study can be found online at the website of the CSS [ http://47.97.196.79:8099/skyuser/user_center ].,,,,,,,
plos,plosone,10.1371/journal.pone.0295895,Changes in life satisfaction among middle-aged adults living alone over a 12-year span,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0295895,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"As this study was a secondary data analysis of a national survey, the raw data file was publicly available. All data files are available from  https://survey.keis.or.kr/klosa/klosa01.jsp .",,,,,,,
plos,plosone,10.1371/journal.pone.0189335,Perceived class climate and school-aged children's life satisfaction: The role of the learning environment in classrooms,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0189335,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.5157/NEPS:SC3:3.1.0,"This paper uses data from the National Educational Panel Study (NEPS): Starting Cohort Grade 5, doi: 10.5157/NEPS:SC3:3.1.0 . From 2008 to 2013, NEPS data was collected as part of the Framework Program for the Promotion of Empirical Educational Research funded by the German Federal Ministry of Educa",https://doi.org/10.5157/NEPS:SC3:3.1.0,,,,,,
plos,plosone,10.1371/journal.pone.0079358,A Reassessment of the Relationship between GDP and Life Satisfaction,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0079358,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,plosone,10.1371/journal.pone.0265900,Loneliness during COVID-19: Development and influencing factors,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0265900,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://osf.io/beh3q/,The relevant data are publicly available in the OSF repository under the following DOI:  10.17605/OSF.IO/BEH3Q  ( https://osf.io/beh3q/ ).,https://osf.io/beh3q/,,,,,,
plos,plosone,10.1371/journal.pone.0286085,The development of adolescents’ loneliness during the COVID-19 pandemic: The role of peer status and contact with friends,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0286085,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.34894/U6XDT0,The PRIMS data used in the paper will be made available for scientific research under conditions in 2024 here:  https://doi.org/10.34894/U6XDT0 .,https://doi.org/10.34894/U6XDT0,,,,,,
plos,plosone,10.1371/journal.pone.0280946,Exploring the experiences of loneliness in adults with mental health problems: A participatory qualitative interview study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0280946,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"Full transcriptions of the interviews analysed in this study cannot be shared publicly to protect the privacy and anonymity of participants. If you wish to obtain access to this data, please contact the UCL ethics committee on  ethics@ucl.ac.uk  and/or the corresponding author.",,,,,,,
plos,plosone,10.1371/journal.pone.0308091,Predictors of loneliness among middle childhood and adolescence during the COVID-19 pandemic,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0308091,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://osf.io/8fec4/,Study data files and data dictionary are available on OSF ( https://osf.io/8fec4/ ).,https://osf.io/8fec4/,,,,,,
plos,plosone,10.1371/journal.pone.0330679,Motivation matters: How enrollment motives shape doctoral experiences and career aspirations,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0330679,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Anonymized data used in the research.   https://doi.org/10.1",Yes - all data are fully available without restriction; All relevant data are within the paper and its  Supporting Information  files.,,journal.pone.0330679_S1_Data.xlsx,23837,1267,19,0.9902,0
plos,plosone,10.1371/journal.pone.0302484,Retraction: A comparative analysis of blended learning and traditional instruction: Effects on academic motivation and learning outcomes,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0302484,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,plosone,10.1371/journal.pone.0256293,"Motivational profiles and their relationship with responsibility, school social climate and resilience in high school students",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0256293,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the manuscript.,,,,,,,
plos,plosone,10.1371/journal.pone.0232318,A threat to loyalty: Fear of missing out (FOMO) leads to reluctance to repeat current experiences,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0232318,cc0,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://datadryad.org/review?doi=doi:10.5061/dryad.6n2c2n2,"All SPSS data files for the reported experiments are available from the Dryad database (doi: 10.5061/dryad.6n2c2n2 ), can be accessed at  https://datadryad.org/review?doi=doi:10.5061/dryad.6n2c2n2",https://datadryad.org/review?doi=doi:10.5061/dryad.6n2c2n2,,,,,,
plos,plosone,10.1371/journal.pone.0208684,Is too much work engagement detrimental? Linear or curvilinear effects on mental health and job performance,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0208684,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"The data are restricted for ethical reasons, as we did not obtain informed consent from the participants to provide their data to a third party. The study protocol was approved by the ethical committee of The University of Tokyo. Data are available from the ethical committee of The University of Tok",,,,,,,
plos,plosone,10.1371/journal.pone.0320839,The impact of authentic leadership on the work engagement of primary and secondary school teachers: The serial mediation role of school climate and teacher efficacy,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0320839,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, multi_scale* | SI caption: S1 dataset.   https://doi.org/10.1371/journal.pone.0320839.s",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0320839_S1_File.xlsx,51700,1034,50,1.0,0
plos,plosone,10.1371/journal.pone.0084118,Effectiveness of a Worksite Mindfulness-Related Multi-Component Health Promotion Intervention on Work Engagement and Mental Health: Results of a Randomized Controlled Trial,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0084118,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,plosone,10.1371/journal.pone.0350574,Transformational leadership and teacher resilience in Chinese Universities: The chain mediating role of perceived organisational support and work engagement,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0350574,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the manuscript.,,,,,,,
plos,plosone,10.1371/journal.pone.0316182,Being “resilient” and achieving “resilience”: From governmental discourses to the national research agenda in the contexts of food insecurity and cost of living,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0316182,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.5258/SOTON/D3322,The data of the GovRC and FundRC datasets is available from the following repository:  https://eprints.soton.ac.uk/  using DOI  https://doi.org/10.5258/SOTON/D3322 . The focus group data is available on request provided ethics committee approval for sharing this anonymised data is granted. To reques,https://doi.org/10.5258/SOTON/D3322,,,,,,
plos,plosone,10.1371/journal.pone.0301910,Resilience analysis and improvement strategy of microgrid system considering new energy connection,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0301910,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | 60% of responses are unique (real items reuse a small scale; this looks like a results table) | 68% of resp values are non-integer — ordinal item responses are almost always integer-valued | SI caption: https://doi.org/10.1371/journal.pone.0301910.s001,All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0301910_S1_Data.xlsx,222,37,6,1.0,0
plos,plosone,10.1371/journal.pone.0224360,Resilience assessment of Puerto Rico’s coral reefs to inform reef management,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0224360,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: [""This spreadsheet contains the data for a climate change resilience assessment of Puerto Rico's (PR) coral reefs."", 'Unnamed: 1'] | SI caption: Raw and rescaled indicators, resilience scores, ranks and qu",All relevant data are within the manuscript and its Supporting Information files.,,journal.pone.0224360_S2_Table.xlsx,,,,,0
plos,plosone,10.1371/journal.pone.0317088,"Developing a localized resilience assessment framework for historical districts: A case study of Yazd, Iran",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0317088,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper.,,,,,,,
plos,plosone,10.1371/journal.pone.0338956,Academic pressure and academic procrastination: The mediating role of negative coping strategies,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0338956,cc-by,good,"Passed (no errors); 3 note(s) to glance at before submitting. | QC warnings to review: resp_direction*, imputed_values*, item_scale_outlier | SI caption: Excel.   https://doi.org/10.1371/journal.pone.0338956.s001",We have publicly uploaded the dataset related to this study to the Open Science Framework (OSF). The data can be accessed via the following link: OSF Dataset Link:  https://osf.io/a937q  DOI:  https://doi.org/10.17605/OSF.IO/A937Q .,https://osf.io/a937q,journal.pone.0338956_S1_Data.xlsx,38214,579,66,1.0,0
plos,plosone,10.1371/journal.pone.0322030,Correction: Maladaptive perfectionism can explain the inverse relationship between dispositional mindfulness and procrastination,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0322030,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,plosone,10.1371/journal.pone.0336119,Sentiment analysis of cancer screening in Chinese social media: Qualitative studies based on machine learning,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0336119,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,Data in supplementary document (data.xlsx). You can also contact with the Institutional Data Access Committee of the Integrated Traditional and Western Medicine Hospital of Linping District ( yhwyhlb@163.com ).,,,,,,,
plos,plosone,10.1371/journal.pone.0255648,"The reciprocal relationships between social media self-control failure, mindfulness and wellbeing: A longitudinal study",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0255648,cc-by,human_assistance,Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['==============='] | SI caption: Confirmatory analysis of the scales in the reciprocal model.,The anonymized raw datasets and syntaxes for data analysis are available online at  https://osf.io/hzy8r/ .,https://osf.io/hzy8r/,journal.pone.0255648_S1_File.csv,,,,,0
plos,plosone,10.1371/journal.pone.0294276,"The relations between growth mindset, motivational beliefs, and career interest in math intensive fields in informal STEM youth programs",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0294276,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://osf.io/tcje4,All relevant data are deposited within the Open Science Framework at the following URL:  https://osf.io/tcje4 .,https://osf.io/tcje4,,,,,,
plos,plosone,10.1371/journal.pone.0313392,"Revolutionizing faculty’s intrinsic work motivation in China: A novel serial mediation model integrating value-based leadership, growth mindset, and teaching self-efficacy",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0313392,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"Data cannot be shared publicly because of the need to protect the privacy of the survey participants. Data are available from the Ethics Committee in Hebei Finance University, School of Foreign Languages for International Business for researchers who meet the criteria for access to confidential data",,,,,,,
plos,plosone,10.1371/journal.pone.0317761,What sustain Chinese adult second language (L2) learners’ engagement in online classes? A sequential mix-methods study on the roles of L2 motivation and enjoyment,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0317761,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the manuscript and its  Supporting Information  files.,,,,,,,
plos,plosone,10.1371/journal.pone.0328519,"Evaluating the feasibility and preliminary impact of the Social, Emotional, and Ethical (SEE) Learning program: A compassion-based social and emotional learning program for elementary school children",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0328519,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.17605/OSF.IO/MBKNJ,The data is available and can be found here: Repository name: OSF DOI - DOI  https://doi.org/10.17605/OSF.IO/MBKNJ,https://doi.org/10.17605/OSF.IO/MBKNJ,,,,,,
