table,table.lower,Description,URL (for data),Reference,DOI (for paper),Original License,Custom License,Public Reshare?,Derived License,Custom License,Notes,Contributor,Date
zhao_2025_psych_recovery_eval,zhao_2025_psych_recovery_eval,"12-item Psychological Recovery Evaluation (PRE) scale (1-5 Likert) from a survey of urban forest park visitors in Changsha, China",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0325755.s001,"Zhao K, Zhang S, Zhao F (2025) How the natural environment affects psychological recovery: A case study in Changsha, China. PLoS ONE.",10.1371/journal.pone.0325755,CC BY 4.0,,Public,CC BY 4.0,,"N=199, same file/sample as zhao_2025_nat_env_perception.",automated,2026-08-04
saputra_2023_system_quality,saputra_2023_system_quality,"5-item System Quality (SQ) scale (Likert, observed range 3-5) from a survey on an information-system's effect on job performance",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0285293.s001,"Saputra DEE, Maulida Rahma V, Eliyana A, Pratama AS, Anggraini RD, Kamil NLM, et al. (2023) Do system quality and information quality affect job performance? The mediation role of users' perceptions. PLoS ONE.",10.1371/journal.pone.0285293,CC BY 4.0,,Public,CC BY 4.0,,"N=118. One of 5 scales in the same file, shipped as separate tables.",automated,2026-08-04
saputra_2023_info_quality,saputra_2023_info_quality,"5-item Information Quality (IQ) scale (Likert, observed range 3-5) from a survey on an information-system's effect on job performance",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0285293.s001,"Saputra DEE, Maulida Rahma V, Eliyana A, Pratama AS, Anggraini RD, Kamil NLM, et al. (2023) Do system quality and information quality affect job performance? The mediation role of users' perceptions. PLoS ONE.",10.1371/journal.pone.0285293,CC BY 4.0,,Public,CC BY 4.0,,"N=118, same file/sample as saputra_2023_system_quality.",automated,2026-08-04
saputra_2023_perceived_ease_of_use,saputra_2023_perceived_ease_of_use,"5-item Perceived Ease of Use (PEOU) scale (Likert, observed range 2-5) from a survey on an information-system's effect on job performance",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0285293.s001,"Saputra DEE, Maulida Rahma V, Eliyana A, Pratama AS, Anggraini RD, Kamil NLM, et al. (2023) Do system quality and information quality affect job performance? The mediation role of users' perceptions. PLoS ONE.",10.1371/journal.pone.0285293,CC BY 4.0,,Public,CC BY 4.0,,"N=118, same file/sample as saputra_2023_system_quality.",automated,2026-08-04
saputra_2023_perceived_usefulness,saputra_2023_perceived_usefulness,"6-item Perceived Usefulness (PU) scale (Likert, observed range 3-5) from a survey on an information-system's effect on job performance",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0285293.s001,"Saputra DEE, Maulida Rahma V, Eliyana A, Pratama AS, Anggraini RD, Kamil NLM, et al. (2023) Do system quality and information quality affect job performance? The mediation role of users' perceptions. PLoS ONE.",10.1371/journal.pone.0285293,CC BY 4.0,,Public,CC BY 4.0,,"N=118, same file/sample as saputra_2023_system_quality.",automated,2026-08-04
saputra_2023_job_performance,saputra_2023_job_performance,"9-item Job Performance (JP) scale (Likert, observed range 3-5) from a survey on an information-system's effect on job performance",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0285293.s001,"Saputra DEE, Maulida Rahma V, Eliyana A, Pratama AS, Anggraini RD, Kamil NLM, et al. (2023) Do system quality and information quality affect job performance? The mediation role of users' perceptions. PLoS ONE.",10.1371/journal.pone.0285293,CC BY 4.0,,Public,CC BY 4.0,,"N=118, same file/sample as saputra_2023_system_quality.",automated,2026-08-04
cooper_2018_offensive_topics,cooper_2018_offensive_topics,"34-item binary (0/1) checklist of topics students found offensive, from a survey on gender differences in perceptions of instructor humor",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0201258.s005,"Cooper KM, Hendrix T, Stephens MD, et al. (2018) To be funny or not to be funny: Gender differences in student perceptions of instructor humor in college science courses. PLoS ONE.",10.1371/journal.pone.0201258,CC BY 4.0,,Public,CC BY 4.0,,"N=1637. Excluded single lead-in Likert item and free-text explanation/qualitative follow-up columns.",automated,2026-08-04
cooper_2018_funny_topics,cooper_2018_funny_topics,"34-item binary (0/1) checklist of topics students found funny, from the same survey of gender differences in perceptions of instructor humor",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0201258.s005,"Cooper KM, Hendrix T, Stephens MD, et al. (2018) To be funny or not to be funny: Gender differences in student perceptions of instructor humor in college science courses. PLoS ONE.",10.1371/journal.pone.0201258,CC BY 4.0,,Public,CC BY 4.0,,"N=1637, same file/sample as cooper_2018_offensive_topics.",automated,2026-08-04
liu_2023_brand_trust,liu_2023_brand_trust,"4-item Brand Trust subscale (1-5 Likert) from a survey on brand trust and consumer behavior toward an agricultural regional public brand",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0295133.s001,"Liu Q, Wang X (2023) The impact of brand trust on consumers' behavior toward agricultural products' regional public brand. PLoS ONE.",10.1371/journal.pone.0295133,CC BY 4.0,,Public,CC BY 4.0,,"N=544. Theory-of-Planned-Behavior style survey split into 6 subscale files by column prefix.",automated,2026-08-04
liu_2023_attitude,liu_2023_attitude,"3-item Attitude subscale (1-5 Likert), same survey as liu_2023_brand_trust",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0295133.s001,"Liu Q, Wang X (2023) The impact of brand trust on consumers' behavior toward agricultural products' regional public brand. PLoS ONE.",10.1371/journal.pone.0295133,CC BY 4.0,,Public,CC BY 4.0,,"N=544, same file/sample as liu_2023_brand_trust.",automated,2026-08-04
liu_2023_subjective_norm,liu_2023_subjective_norm,"3-item Subjective Norm subscale (1-5 Likert), same survey as liu_2023_brand_trust",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0295133.s001,"Liu Q, Wang X (2023) The impact of brand trust on consumers' behavior toward agricultural products' regional public brand. PLoS ONE.",10.1371/journal.pone.0295133,CC BY 4.0,,Public,CC BY 4.0,,"N=544, same file/sample as liu_2023_brand_trust.",automated,2026-08-04
liu_2023_perceived_control,liu_2023_perceived_control,"3-item Perceived Behavioral Control subscale (1-5 Likert), same survey as liu_2023_brand_trust",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0295133.s001,"Liu Q, Wang X (2023) The impact of brand trust on consumers' behavior toward agricultural products' regional public brand. PLoS ONE.",10.1371/journal.pone.0295133,CC BY 4.0,,Public,CC BY 4.0,,"N=544, same file/sample as liu_2023_brand_trust.",automated,2026-08-04
liu_2023_purchase_intention,liu_2023_purchase_intention,"3-item Purchase Intention subscale (1-5 Likert), same survey as liu_2023_brand_trust",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0295133.s001,"Liu Q, Wang X (2023) The impact of brand trust on consumers' behavior toward agricultural products' regional public brand. PLoS ONE.",10.1371/journal.pone.0295133,CC BY 4.0,,Public,CC BY 4.0,,"N=544, same file/sample as liu_2023_brand_trust.",automated,2026-08-04
liu_2023_purchase_behavior,liu_2023_purchase_behavior,"3-item Purchase Behavior subscale (1-5 Likert), same survey as liu_2023_brand_trust",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0295133.s001,"Liu Q, Wang X (2023) The impact of brand trust on consumers' behavior toward agricultural products' regional public brand. PLoS ONE.",10.1371/journal.pone.0295133,CC BY 4.0,,Public,CC BY 4.0,,"N=544, same file/sample as liu_2023_brand_trust.",automated,2026-08-04
thanh_2025_attitude,thanh_2025_attitude,"5-item Attitude subscale (1-5 Likert) from a survey of employee green behavior driven by environmental concerns",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0320053.s002,"Thanh NH, Cong BT (2025) Unleashing the green potential: Unraveling the power of environmental concerns in driving employees' green behavior. PLoS One 20(3): e0320053.",10.1371/journal.pone.0320053,CC BY 4.0,,Public,CC BY 4.0,,"N=407 (after listwise exclusion of missing/outlier responses from 755 collected, not imputation). Survey split into 5 subscale files by column prefix.",automated,2026-08-04
thanh_2025_perceived_control,thanh_2025_perceived_control,"5-item Perceived Behavioral Control subscale (1-5 Likert), same survey as thanh_2025_attitude",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0320053.s002,"Thanh NH, Cong BT (2025) Unleashing the green potential: Unraveling the power of environmental concerns in driving employees' green behavior. PLoS One 20(3): e0320053.",10.1371/journal.pone.0320053,CC BY 4.0,,Public,CC BY 4.0,,"N=407, same file/sample as thanh_2025_attitude.",automated,2026-08-04
thanh_2025_green_behavior,thanh_2025_green_behavior,"8-item Employee Green Behavior subscale (1-5 Likert), same survey as thanh_2025_attitude",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0320053.s002,"Thanh NH, Cong BT (2025) Unleashing the green potential: Unraveling the power of environmental concerns in driving employees' green behavior. PLoS One 20(3): e0320053.",10.1371/journal.pone.0320053,CC BY 4.0,,Public,CC BY 4.0,,"N=407, same file/sample as thanh_2025_attitude.",automated,2026-08-04
thanh_2025_green_knowledge,thanh_2025_green_knowledge,"6-item Green Knowledge subscale (1-5 Likert), same survey as thanh_2025_attitude",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0320053.s002,"Thanh NH, Cong BT (2025) Unleashing the green potential: Unraveling the power of environmental concerns in driving employees' green behavior. PLoS One 20(3): e0320053.",10.1371/journal.pone.0320053,CC BY 4.0,,Public,CC BY 4.0,,"N=407, same file/sample as thanh_2025_attitude.",automated,2026-08-04
thanh_2025_environ_concern,thanh_2025_environ_concern,"6-item Environmental Concern subscale (1-5 Likert), same survey as thanh_2025_attitude",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0320053.s002,"Thanh NH, Cong BT (2025) Unleashing the green potential: Unraveling the power of environmental concerns in driving employees' green behavior. PLoS One 20(3): e0320053.",10.1371/journal.pone.0320053,CC BY 4.0,,Public,CC BY 4.0,,"N=407, same file/sample as thanh_2025_attitude.",automated,2026-08-04
zhang_2025_coercive_pressure,zhang_2025_coercive_pressure,"4-item Coercive Pressure subscale (1-7 Likert) from a survey of institutional pressures on green supply chain integration intention among Chinese manufacturing firms",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0322200.s001,"Zhang B, Zhao S, Shao D, Fan X, Wang S (2025) Institutional pressures and green supply chain integration intention: Evidence from Chinese manufacturing firms. PLoS One 20(5): e0322200.",10.1371/journal.pone.0322200,CC BY 4.0,,Public,CC BY 4.0,,"N=292. SI caption says 'Regression data' but contains raw 1-7 Likert item responses, not composites. Split into 5 subscale files by column prefix; firm-level covariates (age/size/ownership/industry) excluded.",automated,2026-08-04
zhang_2025_normative_pressure,zhang_2025_normative_pressure,"4-item Normative Pressure subscale (1-7 Likert), same survey as zhang_2025_coercive_pressure",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0322200.s001,"Zhang B, Zhao S, Shao D, Fan X, Wang S (2025) Institutional pressures and green supply chain integration intention: Evidence from Chinese manufacturing firms. PLoS One 20(5): e0322200.",10.1371/journal.pone.0322200,CC BY 4.0,,Public,CC BY 4.0,,"N=292, same file/sample as zhang_2025_coercive_pressure.",automated,2026-08-04
zhang_2025_environ_awareness,zhang_2025_environ_awareness,"5-item Executives' Environmental Awareness subscale (1-7 Likert), same survey as zhang_2025_coercive_pressure",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0322200.s001,"Zhang B, Zhao S, Shao D, Fan X, Wang S (2025) Institutional pressures and green supply chain integration intention: Evidence from Chinese manufacturing firms. PLoS One 20(5): e0322200.",10.1371/journal.pone.0322200,CC BY 4.0,,Public,CC BY 4.0,,"N=292, same file/sample as zhang_2025_coercive_pressure.",automated,2026-08-04
zhang_2025_self_efficacy,zhang_2025_self_efficacy,"5-item Executives' Self-Efficacy subscale (1-7 Likert), same survey as zhang_2025_coercive_pressure",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0322200.s001,"Zhang B, Zhao S, Shao D, Fan X, Wang S (2025) Institutional pressures and green supply chain integration intention: Evidence from Chinese manufacturing firms. PLoS One 20(5): e0322200.",10.1371/journal.pone.0322200,CC BY 4.0,,Public,CC BY 4.0,,"N=292, same file/sample as zhang_2025_coercive_pressure.",automated,2026-08-04
zhang_2025_green_supply_intent,zhang_2025_green_supply_intent,"5-item Green Supply Chain Integration Intention subscale (1-7 Likert), same survey as zhang_2025_coercive_pressure",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0322200.s001,"Zhang B, Zhao S, Shao D, Fan X, Wang S (2025) Institutional pressures and green supply chain integration intention: Evidence from Chinese manufacturing firms. PLoS One 20(5): e0322200.",10.1371/journal.pone.0322200,CC BY 4.0,,Public,CC BY 4.0,,"N=292, same file/sample as zhang_2025_coercive_pressure.",automated,2026-08-04
salleh_2023_aim_iam_fim,salleh_2023_aim_iam_fim,"12-item raw AIM-IAM-FIM implementation-outcome scale (1-5 Likert), Malay-language survey on a community-based health programme (MIICA/KOSPEN)",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0294238.s001,"Salleh H, Avoi R, Abdul Karim H, Osman S, Kaur N, Dhanaraj P (2023) Translation, Cross-Cultural Adaptation to Malay, and psychometric evaluation of the AIM-IAM-FIM questionnaire: Measuring the implementation outcome of a community-based intervention programme. PLoS ONE 18(11).",10.1371/journal.pone.0294238,CC BY 4.0,,Public,CC BY 4.0,,"N=170 (EFA/factor-extraction sample). Paper's data availability also claims a separate n=235 CFA/scale-evaluation sample (Harvard Dataverse 10.7910/DVN/FZFVRY), but that file, both PLOS SI files (s001/s002), and both Dataverse DOIs all resolve to the identical n=170 dataset -- the n=235 sample was never actually shared. Kept all 12 raw pre-reduction items; paper's final validated instrument used a 7-item single-dimension subset, but raw file has all 12. Item column names were opaque truncated Malay text, mapped to item_01..item_12 (mapping preserved in script comment).",automated,2026-08-04
ahmed_2019_wellbeing,ahmed_2019_wellbeing,"4-item ONS4-style subjective wellbeing scale (life satisfaction, worthwhile, happiness, anxiety; 1-4) from a survey of Ghanaian farming households",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0215433.s003,"Ahmed A, Dompreh E, Gasparatos A (2019) Human wellbeing outcomes of involvement in industrial crop production: Evidence from sugarcane, oil palm and jatropha sites in Ghana. PLoS ONE.",10.1371/journal.pone.0215433,CC BY 4.0,,Public,CC BY 4.0,,"N=850. Sheet 'Subjective Wellbeing' of the S3 File (which also has MPI/Demographics/Food Consumption Score sheets). Excluded the MPI sheet (pre-weighted/derived poverty-index indicators, not raw items).",automated,2026-08-04
ahmed_2019_food_consumption,ahmed_2019_food_consumption,"14-item Food Consumption Score (days out of 7 each food group was consumed; G1-G14) from the same survey of Ghanaian farming households",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0215433.s003,"Ahmed A, Dompreh E, Gasparatos A (2019) Human wellbeing outcomes of involvement in industrial crop production: Evidence from sugarcane, oil palm and jatropha sites in Ghana. PLoS ONE.",10.1371/journal.pone.0215433,CC BY 4.0,,Public,CC BY 4.0,,"N=850, same file/sample as ahmed_2019_wellbeing. Sheet 'Food Consumption Score'; excluded group-aggregated subtotal/weighted composite columns (Staple, Pulses, ..., Total).",automated,2026-08-04
fisher_2019_belonging,fisher_2019_belonging,"2-item sense-of-belonging scale (feel accepted / feel insignificant in STEM settings; 1-6) from a survey of underrepresented minority and women STEM PhD students",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0209279.s001,"Fisher AJ, Mendoza-Denton R, Patt C, Young I, Eppig A, Garrell RL, et al. (2019) Structure and belonging: Pathways to success for underrepresented minority and women PhD students in STEM fields. PLoS ONE.",10.1371/journal.pone.0209279,CC BY 4.0,,Public,CC BY 4.0,,"N=353 respondents with non-missing item data (of 499 total). Excluded single-item measures (distress, pub) and binary program-milestone indicators (courses/quals/prelims/masters/abd/dissertation -- institutional progress records, not survey items). 'success' excluded as not documented as a raw item in the Measures section.",automated,2026-08-04
fisher_2019_structure,fisher_2019_structure,"2-item perceived departmental structure scale (appropriateness of academic expectations / performance standards; 1-7) from the same survey of STEM PhD students",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0209279.s001,"Fisher AJ, Mendoza-Denton R, Patt C, Young I, Eppig A, Garrell RL, et al. (2019) Structure and belonging: Pathways to success for underrepresented minority and women PhD students in STEM fields. PLoS ONE.",10.1371/journal.pone.0209279,CC BY 4.0,,Public,CC BY 4.0,,"N=419 respondents with non-missing item data (of 499 total), same file/sample as fisher_2019_belonging.",automated,2026-08-04
fisher_2019_preparedness,fisher_2019_preparedness,"2-item perceived academic preparedness scale (relative to peers in grad coursework / advanced undergrad coursework; 1-3) from the same survey of STEM PhD students",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0209279.s001,"Fisher AJ, Mendoza-Denton R, Patt C, Young I, Eppig A, Garrell RL, et al. (2019) Structure and belonging: Pathways to success for underrepresented minority and women PhD students in STEM fields. PLoS ONE.",10.1371/journal.pone.0209279,CC BY 4.0,,Public,CC BY 4.0,,"N=466 respondents with non-missing item data (of 499 total), same file/sample as fisher_2019_belonging.",automated,2026-08-04
karpudewan_2022_stp_efa,karpudewan_2022_stp_efa,"33-item STEM Teaching Practices questionnaire, EFA sample (STP/KN/CH/PSE constructs; 1-4, declared 5-point Likert), from Malaysian STEM teachers",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0268509.s005,"Karpudewan M, Krishnan P, Ali MN, Fah LY (2022) Designing instrument to measure STEM teaching practices of Malaysian teachers. PLoS ONE.",10.1371/journal.pone.0268509,CC BY 4.0,,Public,CC BY 4.0,,"N=300. S2 Dataset, sheet 'EFA dataset' (33-item initial version). Dropped one isolated data-entry error (KN1=33 for a single respondent, scale is 1-4/5). Companion CCA-validation sample (different respondents, 29-item reduced/renamed version) shipped as karpudewan_2022_stp_cca.",automated,2026-08-04
karpudewan_2022_stp_cca,karpudewan_2022_stp_cca,"29-item STEM Teaching Practices questionnaire, CCA validation sample (STP/KN/PD/PE constructs; 1-4, declared 5-point Likert), from a second, independent sample of Malaysian STEM teachers",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0268509.s004,"Karpudewan M, Krishnan P, Ali MN, Fah LY (2022) Designing instrument to measure STEM teaching practices of Malaysian teachers. PLoS ONE.",10.1371/journal.pone.0268509,CC BY 4.0,,Public,CC BY 4.0,,"N=397. S1 Dataset, sheet 'CCA dataset' (EFA-reduced 29-item version). Companion EFA sample (33-item initial version, different respondents) shipped as karpudewan_2022_stp_efa.",automated,2026-08-04
jiang_2025_sacie,jiang_2025_sacie,"15-item Scale of Sentiments, Attitudes, and Concerns about Inclusive Education (SACIE-R; 1-6) from Chinese pre-service teachers",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0321066.s001,"Jiang N, Li H, Ju SY, Kong LK, Li J (2025) Pre-service teachers' empathy and attitudes toward inclusive education -- The chain mediating role of teaching motivation and inclusive education efficacy. PLoS ONE.",10.1371/journal.pone.0321066,CC BY 4.0,,Public,CC BY 4.0,,"N=240. S1 Data (one Excel file with 4 distinct scales); this table covers the SACIE-R (sentiments/attitudes/concerns subscales). Companion scales from the same file/sample: jiang_2025_teaching_motivation, jiang_2025_inclusive_efficacy, jiang_2025_empathy.",automated,2026-08-04
