source,doi,title,url,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files,refined_flag,refined_reason
plos,10.1371/journal.pone.0325202,Social support and technophobia in older patients with coronary heart disease: The mediating roles of eHealth literacy and healthcare technology self-efficacy,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0325202,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, multi_scale* | SI caption: The dataset used in the manuscript.   https://doi.org/10.137",All relevant data are within the manuscript and its Supporting Information files.,,journal.pone.0325202_S1_File.xlsx,19800.0,2.0,50.0,198.0,0.0,not_item_response,"n_participants=2 but n_responses=19800 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=198×)"
plos,10.1371/journal.pone.0264497,"Traumatic stress, depression, and non-bereavement grief following non-fatal traffic accidents: Symptom patterns and correlates",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0264497,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: https://doi.org/10.1371/journal.pone.0264497.s001",All relevant data are within the paper and its  Supporting Information  files.,,journal.pone.0264497_S1_Data.sav,11691.0,3.0,36.0,108.25,0.0,not_item_response,"n_participants=3 but n_responses=11691 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=108×)"
plos,10.1371/journal.pone.0261733,Measuring citizens’ engagement during emergencies: Psychometric validation of the Public Health Engagement Scale for Emergency Settings (PHEs-E),https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0261733,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: Study data.    Study data in .sav format. 
  https://doi.org",All relevant data are within the paper and its  Supporting information  files.,,journal.pone.0261733_S1_File.sav,14946.0,5.0,3.0,996.4,0.0,not_item_response,"n_participants=5 but n_responses=14946 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=996×)"
plos,10.1371/journal.pone.0306981,Discharge teaching quality positively predicts quality of life in colorectal cancer patients with temporary enterostomy: The mediating role of readiness for hospital discharge and stoma self-efficacy,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0306981,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Study data.   https://doi.org/10.1371/journal.pone.0306981.s",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0306981_S1_File.xlsx,22763.0,4.0,103.0,55.25,0.0,not_item_response,"n_participants=4 but n_responses=22763 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=55×)"
plos,10.1371/journal.pone.0154622,Acute Stress and Perceptual Load Consume the Same Attentional Resources: A Behavioral-ERP Study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0154622,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Behavioral data and Free-cortisol levels.   https://doi.org/",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0154622_S1_Dataset.xlsx,91800.0,34.0,5.0,540.0,0.0,not_item_response,"n_responses/n_participants/n_items ratio=540× — strongly suggests a long aggregate table, not individual responses"
plos,10.1371/journal.pone.0314879,"The English Debating Self-Efficacy Scale: Scale development, validation, and psychometric properties",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0314879,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, multi_scale* | SI caption: https://doi.org/10.1371/journal.pone.0314879.s002",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0314879_S1_Dataset.xlsx,18734.0,5.0,29.0,129.2,1.0,not_item_response,"n_participants=5 but n_responses=18734 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=129×)"
plos,10.1371/journal.pone.0326994,"The relationship between teacher commitment, teacher self-efficacy, and work-related quality of life among science teachers",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0326994,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Data-teacher.   https://doi.org/10.1371/journal.pone.0326994",All relevant data are within the paper and its  Supporting Information  files.,,journal.pone.0326994_S1_Data.sav,46200.0,2.0,75.0,308.0,0.0,not_item_response,"n_participants=2 but n_responses=46200 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=308×)"
plos,10.1371/journal.pone.0331308,The effectiveness of a new parent education intervention program for primary school-age children and parents in Hong Kong,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0331308,cc-by,human_assistance,QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction* | SI caption: PEMH 2020-22_fulldataset_raw.   https://doi.org/10.1371/jour,All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0331308_S2_File.xlsx,66251.0,4.0,18.0,920.1528,0.0,not_item_response,"n_participants=4 but n_responses=66251 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=920×)"
plos,10.1371/journal.pone.0316077,Depression among people living in rural and urban areas of Thailand: A cross-sectional study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0316077,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: https://doi.org/10.1371/journal.pone.0316077.s001",All relevant data are within the manuscript and its  Supporting information  files.,,journal.pone.0316077_S1_Data.xlsx,28605.0,2.0,33.0,433.4091,0.0,not_item_response,"n_participants=2 but n_responses=28605 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=433×)"
plos,10.1371/journal.pone.0151843,Errors Disrupt Subsequent Early Attentional Processes,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0151843,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Raw Behavioral Data.   https://doi.org/10.1371/journal.pone.",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0151843_S1_Dataset.csv,1003800.0,30.0,30.0,1115.3333,0.0,not_item_response,"n_responses/n_participants/n_items ratio=1115× — strongly suggests a long aggregate table, not individual responses"
plos,10.1371/journal.pone.0212870,The use of a functional test battery as a non-invasive method of fatigue assessment,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0212870,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Article Name', 'The use of a functional test battery as a non-invasive method of fatigue assessment'] | SI caption: Supplementary fatigue test battery data.    Combined results",All relevant data are within the manuscript and its Supporting Information files.,,journal.pone.0212870_S1_File.xlsx,,,,,0.0,not_item_response,"Only 2 label-style columns (['Article Name', 'The use of a functional test battery as a non-invasive method of fatigue assessment']) — likely a reference list or name table, not person×item data"
plos,10.1371/journal.pone.0180200,Neuronal correlates of cognitive function in patients with childhood cerebellar tumor lesions,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0180200,cc-by,human_assistance,Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['subj_code_al_ic;File_Order_fMRI;wm_fmri_inclusion;subj_code_wm;age;sex;group;IQ_Total;OP_fMRI;ic_fMRI_mdn_rt;ic_fMRI_correctrate;wm_fMRI_mdn_rt;wm_fMRI_correctrate;wm_fMRI_hitrate'] | SI caption: Behavioral and demographic data of patients and controls,All relevant behavioral data and GLM results are within the paper and its Supporting Information files. Spatial component maps of the ICA were uploaded to the NeuroVault repository:  http://neurovault.org/collections/2538/ . Due to restrictions from the ethics committee of the Medical University of ,,journal.pone.0180200_S1_Dataset.csv,,,,,3.0,not_item_response,"File is semicolon-delimited but read as CSV; columns appear to be non-item metadata (['subj_code_al_ic', 'File_Order_fMRI', 'wm_fmri_inclusion', 'subj_code_wm', 'age'])"
plos,10.1371/journal.pone.0350219,How does self-control influences college students’ smartphone dependence: The chain mediating effect of mental toughness and social adaptability,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0350219,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, multi_scale* | SI caption: Data used in analysis.   https://doi.org/10.1371/journal.pon",All relevant data are within the paper and its  Supporting information  files.,,journal.pone.0350219_S1_Data.xlsx,43610.0,5.0,89.0,98.0,0.0,not_item_response,"n_participants=5 but n_responses=43610 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=98×)"
plos,10.1371/journal.pone.0343699,The path to growth resilience: A serial mediation model linking temporal coherence to goal clarity and cognitive curiosity,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0343699,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, multi_scale* | SI caption: Excel file containing the raw data used in this study.   htt",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0343699_S1_Data.xlsx,31188.0,5.0,69.0,90.4,0.0,not_item_response,"n_participants=5 but n_responses=31188 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=90×)"
plos,10.1371/journal.pone.0283101,Symptoms of major depressive disorder and post-traumatic stress disorder in veterans with mild traumatic brain injury: A network analysis,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0283101,cc0,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, multi_scale* | SI caption: https://doi.org/10.1371/journal.pone.0283101.s002","Pursuant to DMAP underlying this dataset, a de-identified, anonymized limited dataset has been created and uploaded.",,journal.pone.0283101_S1_Data.xlsx,18825.0,5.0,25.0,150.6,0.0,not_item_response,"n_participants=5 but n_responses=18825 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=151×)"
plos,10.1371/journal.pone.0221891,Reading skill modulates the effect of parafoveal distractors on foveal lexical decision in deaf students,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0221891,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Compiled raw data used for analysis the current study.   htt",All relevant data are within the manuscript and its Supporting Information files.,,journal.pone.0221891_S1_Dataset.xlsx,257448.0,1.0,12.0,21454.0,0.0,not_item_response,"n_participants=1 but n_responses=257448 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=21454×)"
plos,10.1371/journal.pone.0276546,The dimensionality of morphological awareness in reading comprehension among Chinese early adolescent readers,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276546,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: id_na, resp_ordinal*, resp_direction* | SI caption: https://doi.org/10.1371/journal.pone.0276546.s001",All relevant data are within the article and its  Supporting Information  files.,,journal.pone.0276546_S1_Dataset.sav,11603.0,5.0,17.0,136.5059,0.0,not_item_response,"n_participants=5 but n_responses=11603 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=137×)"
plos,10.1371/journal.pone.0313243,"An internet-delivered acceptance and commitment therapy program for anxious affect, depression, and wellbeing: A randomized, parallel, two-group, waitlist-controlled trial in a Middle Eastern sample of college students",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0313243,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, multi_scale* | SI caption: Complete dataset for the study.    Dataset on which the stud",All relevant data are within the manuscript and its  Supporting information  files.,,journal.pone.0313243_S2_File.xlsx,19733.0,2.0,153.0,64.4869,0.0,not_item_response,"n_participants=2 but n_responses=19733 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=64×)"
plos,10.1371/journal.pone.0290606,"Exploring differences and similarities of EQ-5D-3L, EQ-5D-5L and WHOQOL-OLD in recipients of aged care services in Germany",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0290606,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Section of survey', 'variable name', 'variable label', 'values', 'value labels', 'Missing value', 'notes'] | SI caption: https://doi.org/10.1371/journal.pone.0290606.s001",All relevant data are within the paper and  Supporting Information  files.,,journal.pone.0290606_S1_Data.xlsx,,,,,0.0,not_item_response,"Column names match a data dictionary / codebook (Variable Name, Variable Label, etc.) — this file describes the dataset, it is not the data itself"
plos,10.1371/journal.pone.0187954,"Psychometric properties of the Resilience Scale for Adults (RSA) and its relationship with life-stress, anxiety and depression in a Hispanic Latin-American community sample",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0187954,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: id_na, resp_ordinal*, resp_direction*, multi_scale* | SI caption: https://doi.org/10.1371/journal.pone.0187954.s001",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0187954_S1_Dataset.sav,41831.0,2.0,52.0,402.2212,0.0,not_item_response,"n_participants=2 but n_responses=41831 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=402×)"
plos,10.1371/journal.pone.0316723,Muscle relaxation enhances motor imagery capacity in people with anxiety: A randomized clinical trial,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0316723,cc-by,human_assistance,Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['sex;age;time;STAI_T;group;EDAt_1;EDAt_2;LF_1;HF_1;LF_HF_1;LF_2;HF_2;LF_HF_2;IVI_pre;EVI_pre;KI_pre;total_MIQ3_pre;dis_IVI_pre;dis_EVI_pre;dis_KI_pre;dis_MIQ3_pre;IVI_post;EVI_post;KI_post;total_MIQ3_post;dis_IVI_post;dis_EVI_post;dis_KI_post;dis_MIQ3_p,All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0316723_S1_Data.csv,,,,,0.0,not_item_response,"File is semicolon-delimited but read as CSV; columns appear to be non-item metadata (['sex', 'age', 'time', 'STAI_T', 'group'])"
plos,10.1371/journal.pone.0266246,Vicarious experiences of touch (mirror touch) in a Chinese sample: Cross-cultural and individual differences,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0266246,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: https://doi.org/10.1371/journal.pone.0266246.s001",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0266246_S1_File.xlsx,7320.0,3.0,8.0,305.0,1.0,not_item_response,"n_responses/n_participants/n_items ratio=305× — strongly suggests a long aggregate table, not individual responses"
plos,10.1371/journal.pone.0264357,A biopsychosocial model of severe fear of COVID-19,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0264357,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: CoronastudieDatenPlos.    Data used in the analysis. 
  http",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0264357_S1_File.sav,110201.0,5.0,299.0,73.713,0.0,not_item_response,"n_participants=5 but n_responses=110201 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=74×)"
plos,10.1371/journal.pone.0285385,"<i>Atmiyata</i>, a community champion led psychosocial intervention for common mental disorders: A stepped wedge cluster randomized controlled trial in rural Gujarat, India",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0285385,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: https://doi.org/10.1371/journal.pone.0285385.s003",All relevant data are within the manuscript as  support information  file.,,journal.pone.0285385_S1_File.xlsx,34816.0,1194.0,31.0,0.9406,0.0,not_item_response,"Title is HTML-encoded paper prose — file is a scraped element, not a dataset"
plos,10.1371/journal.pone.0182162,Psychometric analysis of the Generalized Anxiety Disorder scale (GAD-7) in primary care using modern item response theory,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0182162,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: id_na, resp_ordinal*, resp_direction*, imputed_values* | SI caption: Dataset of the study.   https://doi.org/10.1371/journal.pone",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0182162_S1_Dataset.sav,104467.0,3.0,31.0,1123.3011,0.0,not_item_response,"n_participants=3 but n_responses=104467 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=1123×)"
plos,10.1371/journal.pone.0246840,Confirming validity of The Fear of COVID-19 Scale in Japanese with a nationwide large-scale sample,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0246840,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Anonymized data set.   https://doi.org/10.1371/journal.pone.",All relevant data are within the paper and its  Supporting Information  files.,,journal.pone.0246840_S1_Dataset.xlsx,146427.0,3.0,22.0,2218.5909,0.0,not_item_response,"n_participants=3 but n_responses=146427 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=2219×)"
plos,10.1371/journal.pone.0247898,"Prevalence of depression, anxiety and associated factors among school going adolescents in Bangladesh: Findings from a cross-sectional study",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0247898,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, multi_scale* | SI caption: Data set- prevalence of depression, anxiety and associated f",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0247898_S1_File.xlsx,17453.0,2.0,31.0,281.5,0.0,not_item_response,"n_participants=2 but n_responses=17453 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=282×)"
plos,10.1371/journal.pone.0207706,"Two is more valid than one, but is six even better? The factor structure of the Self-Compassion Scale (SCS)",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0207706,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values* | SI caption: W1 data.   https://doi.org/10.1371/journal.pone.0207706.s006",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0207706_S1_File.sav,24150.0,2.0,14.0,862.5,1.0,not_item_response,"n_participants=2 but n_responses=24150 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=862×)"
plos,10.1371/journal.pone.0168754,Secondhand Smoke Exposure and Depressive Symptoms among Korean Adolescents: JS High School Study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0168754,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: This file is dataset analyzed for the manuscript.   https://",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0168754_S1_Dataset.xlsx,13770.0,4.0,14.0,245.8929,0.0,not_item_response,"n_participants=4 but n_responses=13770 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=246×)"
plos,10.1371/journal.pone.0293799,Measuring the relationship between body mass index and depression among Saudi adult population: A nationwide cross-sectional study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0293799,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: https://doi.org/10.1371/journal.pone.0293799.s001",All relevant data are within the paper and its  Supporting Information  files.,,journal.pone.0293799_S1_Data.xlsx,117075.0,4.0,25.0,1170.75,0.0,not_item_response,"n_participants=4 but n_responses=117075 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=1171×)"
plos,10.1371/journal.pone.0251859,"Remote and adjacent psychological predictors of early-adulthood resilience: Role of early-life trauma, extraversion, life-events, depression, and social-support",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0251859,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: https://doi.org/10.1371/journal.pone.0251859.s001",All relevant data are within the  Supporting information  files.,,journal.pone.0251859_S1_Data.csv,14287.0,2.0,33.0,216.4697,0.0,not_item_response,"n_participants=2 but n_responses=14287 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=216×)"
plos,10.1371/journal.pone.0185264,Mentalized affectivity: A new model and assessment of emotion regulation,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0185264,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: https://doi.org/10.1371/journal.pone.0185264.s003",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0185264_S1_Dataset.sav,495898.0,7.0,158.0,448.3707,0.0,not_item_response,"n_responses/n_participants/n_items ratio=448× — strongly suggests a long aggregate table, not individual responses"
