tier,score,source,title,doi,url,license,n_files,tabular,signals
A,12,zenodo,Data From: Convergent validity of the Physical Activity Questionnaire for Children (PAQ-C): assessing moderate-to-vigorous or total physical activity?,10.5281/zenodo.10608935,https://zenodo.org/records/10608935,cc-by-4.0,1,Dataset_PAQ-C.sav,title:instrument;file:survey-format;file:raw-ish;files:tractable
A,10,zenodo,Social Media use on 1st-year Students' Experiences and Well-being: Dataset and Questionnaire,10.5281/zenodo.13759037,https://zenodo.org/records/13759037,cc-by-4.0,1,Excessive use of Social Media on 1st year Students Experiences and Well-being.sav,title:instrument;file:survey-format;files:tractable
A,9,zenodo,"Tobacco consumption and nicotine dependence in Bengo Province, Angola: a community-based survey - dataset.",10.5281/zenodo.995685,https://zenodo.org/records/995685,cc-by-4.0,1,CardioBengo_Tobacco_dataset.sav,title:measurement;file:survey-format;file:raw-ish;files:tractable
B,8,zenodo,"Dataset Questionnaire Examining the Smart Systems, Safe Workers? Reassessing the Role of AI in Modern Occupational Safety and Health",10.5281/zenodo.20198899,https://zenodo.org/records/20198899,cc-by-4.0,1,Dataset_AI and Empolyee Performance.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,"Cross validation of Cultural Scripts of Trauma Inventory, Clinical Aspects of Historical Trauma Questionnaire and Assessment of Protective Factors of Long-term Effects of Trauma in Eastern African Population",10.5281/zenodo.20385027,https://zenodo.org/records/20385027,cc-by-4.0,1,Quantitative Dataset.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,Dataset of Measurement and conceptualization of maternal PTSD following childbirth:  Psychometric properties of the City Birth Trauma Scale – French version (City BiTS-F),10.5281/zenodo.4441996,https://zenodo.org/records/4441996,cc-by-4.0,3,Dataset_CBTS-F_mother_validation.xlsx|Dataset_CBTS-F_mother_validation.csv|Codebook_CBTS-F_mother_validation.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,"Dataset and R Scripts for: A Network Psychometric Analysis of Cognitive, Psychological, Environmental, and Mathematics Achievement Variables Among Pre-Service Teachers",10.5281/zenodo.20118342,https://zenodo.org/records/20118342,cc-by-4.0,1,Data.csv,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,"Psychometric Properties of the Maslach Burnout Inventory in Healthcare Professionals, Ancash Region, Peru",10.5281/zenodo.8374494,https://zenodo.org/records/8374494,cc-by-4.0,4,The Lawshe's CVR.xlsx|The Aiken's V.xlsx|Database (MBI).xlsx|Database (updated version).xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,"Dataset Questionnaire The Impact of Ubiquitous Mobile Connectivity: User Affinity, Dependence, and Technostress",10.5281/zenodo.18373473,https://zenodo.org/records/18373473,cc-by-4.0,1,Dataset_The Impact of Ubiquitous Mobile Connectivity.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,"Supplementary materials for ""Testing the goodness of the EVS gender role attitudes scale""",10.5281/zenodo.375612,https://zenodo.org/records/375612,cc-by-4.0,2,stepwise results 1999_2008.xlsx|FA_EVS 2008 8 and 7 item.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,"Large-scale metagenomic analysis of oral microbiomes reveals markers for autism spectrum disorders, MetaPhlAn 3 profiles",10.5281/zenodo.13986907,https://zenodo.org/records/13986907,cc-by-4.0,1,Data-profiles-MetaPhlAn3-SPARK-WGS.tsv,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,"Survey questionnaire data on Perceptions, interactions, and responses to urban natural environments through ecological momentary assessment",10.5281/zenodo.11083220,https://zenodo.org/records/11083220,cc-by-4.0,1,new_dataset.Rdata,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,"Translation, cross-cultural adaptation, and evaluation of psychometric properties of cystic fibrosis stigma scale",10.5281/zenodo.6124881,https://zenodo.org/records/6124881,cc-by-4.0,1,Raw data.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,Cross-cultural adaptation and validation of the Spanish version of the Prevent for Work questionnaire,10.3389/fpubh.2024.1453492,https://zenodo.org/records/18961498,cc-by-4.0,1,data sheet 1.csv,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,Cross-cultural adaptation and preliminary validation of the Young Children Participation and Environment Measure (YC-PEM) to use in Spain,10.5281/zenodo.12743022,https://zenodo.org/records/12743022,cc-by-4.0,2,Database for internal consistency.xlsx|Database YCPEM for other analysis.xlsx,title:instrument;file:raw-ish;files:tractable
B,7,zenodo,Dataset for The Role of Personality Traits and Moral Disengagement in Academic Dishonesty: An Analysis of the Big Five and the Dark Tetrad,10.5281/zenodo.14870714,https://zenodo.org/records/14870714,cc-by-4.0,1,Dataset_VASSIP.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Dataset for article:  Take the money and run: Psychopathic behavior in the trust game,10.5281/zenodo.164836,https://zenodo.org/records/164836,cc-by-4.0,1,database.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,The Mediating Effect of Psychological Well-Being on the Relationship between Psychosocial Working Conditions and Work Engagement,10.5281/zenodo.7703332,https://zenodo.org/records/7703332,cc-by-4.0,1,Data Analysis.sav_12122021_latest with Mediation.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,The (digital) Wellbeing of German Smartphone Users_ Muench & Carolus,10.5281/zenodo.13832954,https://zenodo.org/records/13832954,cc-by-4.0,1,Origianal Data_Panelstudie 270622.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,"Environmental Well-Being in the Digital Era: The Role of Social Media Engagement, Social Connectedness, and Sustainability Awareness",10.5281/zenodo.20355016,https://zenodo.org/records/20355016,cc-by-4.0,2,SPSS_Data.sav|Respondent_Data.xlsx,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,"Leadership, technology and well-being in childcare",10.5281/zenodo.7153436,https://zenodo.org/records/7153436,cc-by-4.0,1,Data_TechnologyChildcare_Nienke.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,"Dataset corresponding to the project ""Aging, loneliness, and well-being in Spain""",10.5281/zenodo.14200089,https://zenodo.org/records/14200089,cc-by-4.0,2,Data_PID2020-115993RB-I00.sav|Data_PID2020-115993RB-I00.csv,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,"Understanding Subjective Wellbeing, Prosocial Activities and the Sumak-Kawsay ""The Good Way of Living"": An Ecuadorian Case Study",10.5281/zenodo.14569979,https://zenodo.org/records/14569979,cc-by-4.0,1,ENEMDU_DATA BASE 2007.dta,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Teachers' job insecurity during covid-19 pandemic,10.5281/zenodo.17551122,https://zenodo.org/records/17551122,cc-by-4.0,1,Teachers-COV-19 data.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Posttraumatic stress symptoms and posttraumatic growth. The mediating role of cognitive coping,10.5281/zenodo.10072515,https://zenodo.org/records/10072515,cc-by-4.0,1,database.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,"Survey data on artificial intelligence use, awareness of AI's environmental impact, climate anxiety and pro-climate behavioural intentions",10.5281/zenodo.22035722,https://zenodo.org/records/22035722,cc-by-4.0,1,26 IJCS AI climate.sav,title:measurement;file:survey-format;files:tractable
B,7,zenodo,PISA 2018 and 2022 Datasets (including only the variables used in the study by Salpynov et al.),10.5281/zenodo.17337738,https://zenodo.org/records/17337738,cc-by-4.0,2,PISA2018_dataset.dta|PISA2022_dataset.dta,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Exploring the Intricate Nexus Between Postpartum Post-Traumatic Stress Disorder and the Duration of Breastfeeding,10.5281/zenodo.17391566,https://zenodo.org/records/17391566,cc-by-4.0,1,data.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,"Can time heal anything? Exposure to traumatic events, autobiographical memory, and the quality of life among older adults. The role of time perspective.",10.5281/zenodo.11525033,https://zenodo.org/records/11525033,cc-by-4.0,1,Database.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,"The relation between secondary traumatic stress, workplace humour style, and quality of life among healthcare professionals",10.5281/zenodo.19519335,https://zenodo.org/records/19519335,cc-by-4.0,1,Database.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Childhood trauma and psychological well-being. The mediating role of psychological flexibility,10.5281/zenodo.7668169,https://zenodo.org/records/7668169,cc-by-4.0,1,Database.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Chinese Secondary EFL Learners' Achievement Emotions,10.5281/zenodo.11095879,https://zenodo.org/records/11095879,cc-by-4.0,1,DATA Chinese secondary EFL Learners' Achievement Emotions.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,"Anonymized Quantitative Dataset for ""From Esports to the Classroom: Testing Cognitive and Educational Transfer Using EEG and Mixed Methods""",10.5281/zenodo.20342726,https://zenodo.org/records/20342726,cc-by-4.0,1,Anonymized_Quantitative_Dataset.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Being Helpful and Being Innovative: The Role of Psychological Meaningfulness and Positive Affect,10.5281/zenodo.4672031,https://zenodo.org/records/4672031,cc-by-4.0,1,data for HP.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Dataset accompanying the journal article: Bouldering psychotherapy is not inferior to cognitive behavioural therapy in the group treatment of depression: A randomized controlled trial,10.5281/zenodo.5645184,https://zenodo.org/records/5645184,cc-by-4.0,1,Repository_BPT CBT_Rohdaten.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Data set Quality of Life Autism,10.5281/zenodo.7852343,https://zenodo.org/records/7852343,cc-by-4.0,1,DATA QoL autism.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Emotional and work-related factors in the self-assessment of Work Ability,10.5281/zenodo.12590363,https://zenodo.org/records/12590363,cc-by-4.0,1,WAI15_1_Zenodo.sav,title:measurement;file:survey-format;files:tractable
B,7,zenodo,The effect of ethical leadership on organizational outcomes in the hospitality industry: the mediating role of trust and emotional exhaustion,10.5281/zenodo.5646614,https://zenodo.org/records/5646614,cc-by-4.0,1,Data_Paper_Ethical_Leadeship.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,EFFECTS OF COPING STRATEGIES ON ACCULTURATION-BASED CONFLICT AND MENTAL HEALTH SYMPTOMS AMONG ASIAN AMERICAN YOUTHS,10.5281/zenodo.16879885,https://zenodo.org/records/16879885,cc-by-4.0,2,Data entry_v1_11-21-24.sav|IBM SPSS Statistics Data.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Coach Leadership Behavior and Team Cohesion Among Adolescent Handball Players,10.5281/zenodo.21445573,https://zenodo.org/records/21445573,cc-by-4.0,1,Research Data.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Dataset for: The Power of Small Steps: Daily Goal Progress and Psychological Well-Being,10.5281/zenodo.20715366,https://zenodo.org/records/20715366,cc-by-4.0,3,Longitudinal_Dataset.sav|Qualitative_Data.sav|Raw_Data_Initial.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,"South Asian Muslim women's access, engagement, and activity in rural green spaces and their psychological wellbeing",10.5281/zenodo.14577475,https://zenodo.org/records/14577475,cc-by-4.0,1,Data set RGS PWB.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,"The Role of Self-Control, Authoritarian Parenting Style with Cyberbullying Behavior among Junior High School Students",10.5281/zenodo.11363629,https://zenodo.org/records/11363629,cc-by-4.0,1,DATA RISET CYBERBULLYING.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,"Living Standards Capabilities, Health-Related Quality of Life and Life Satisfaction among Older Adults",10.5281/zenodo.8151671,https://zenodo.org/records/8151671,cc-by-4.0,1,Data.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Workplace bullying and insomnia,10.5281/zenodo.7220978,https://zenodo.org/records/7220978,cc-by-4.0,2,DailydiaryDataset.sav|CouplesDataset.sav,file:survey-format;file:raw-ish;files:tractable
B,6,zenodo,Data Set for Evaluation of the Psychometric Properties of Scores on a German Version of the Dissociative Symptom Scale (G-DSS),10.5281/zenodo.14984624,https://zenodo.org/records/14984624,cc-by-4.0,1,dss_2.xlsx,title:instrument;files:tractable
B,6,zenodo,Using a Hybrid Kano-Importance Questionnaire in the Acquisition of Data Related to Students' Expectations from Online Educational Platforms,10.5281/zenodo.6555817,https://zenodo.org/records/6555817,cc-by-4.0,1,Expectations_from_Online_Educational_Platforms.xlsx,title:instrument;files:tractable
B,6,zenodo,Psychometric Dataset on Anxiety and Depression in Adolescent and Young Student Populations,10.5281/zenodo.20192086,https://zenodo.org/records/20192086,cc-by-4.0,1,adpscarlota.xlsx,title:instrument;files:tractable
B,6,zenodo,Raw Results Labor Market Questionnaire,10.5281/zenodo.7772357,https://zenodo.org/records/7772357,cc-by-4.0,1,EncuestaMercadoLaboral_Respuestas.xlsx,title:instrument;files:tractable
B,6,zenodo,Control over personal workspace and Work-related stress level Questionnaire and Data,10.5281/zenodo.3866225,https://zenodo.org/records/3866225,cc-by-4.0,1,"Revised_Control over personal workspace and Work-related stress level_May 30, 2020_07.54.csv",title:instrument;files:tractable
B,6,zenodo,Psychometric validation and linguistic and cultural adaptation to Polish conditions of standardised scales for measuring intercultural competence in a group of nursing students,10.5281/zenodo.15670847,https://zenodo.org/records/15670847,cc-by-4.0,1,Wyniki CAS_full (14.12.2024).csv,title:instrument;files:tractable
