table,table.lower,Description,URL (for data),Reference,DOI (for paper),Original License,Custom License,Public Reshare?,Derived License,Custom License,Notes,Contributor,Date
abdullah_2024_hpbbloat_awareness,abdullah_2024_hpbbloat_awareness,"HPB-Bloat health promoting behaviour scale, health awareness subscale (3 items), abdominal bloating study",https://europepmc.org/article/PMC/PMC11067892,"Abdullah et al. (2024). Structural equation models of health behaviour, psychological well-being, symptom severity and quality of life in abdominal bloating. PeerJ.",10.7717/peerj.17265,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
abdullah_2024_hpbbloat_physact,abdullah_2024_hpbbloat_physact,"HPB-Bloat health promoting behaviour scale, physical activity subscale (3 items), abdominal bloating study",https://europepmc.org/article/PMC/PMC11067892,"Abdullah et al. (2024). Structural equation models of health behaviour, psychological well-being, symptom severity and quality of life in abdominal bloating. PeerJ.",10.7717/peerj.17265,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
abdullah_2024_hpbbloat_stress,abdullah_2024_hpbbloat_stress,"HPB-Bloat health promoting behaviour scale, stress management subscale (3 items), abdominal bloating study",https://europepmc.org/article/PMC/PMC11067892,"Abdullah et al. (2024). Structural equation models of health behaviour, psychological well-being, symptom severity and quality of life in abdominal bloating. PeerJ.",10.7717/peerj.17265,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
abdullah_2024_hpbbloat_treat,abdullah_2024_hpbbloat_treat,"HPB-Bloat health promoting behaviour scale, alternative treatment subscale (3 items), abdominal bloating study",https://europepmc.org/article/PMC/PMC11067892,"Abdullah et al. (2024). Structural equation models of health behaviour, psychological well-being, symptom severity and quality of life in abdominal bloating. PeerJ.",10.7717/peerj.17265,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
abdullah_2024_ssbloat,abdullah_2024_ssbloat,"SS-Bloat social support scale (6 items), abdominal bloating study",https://europepmc.org/article/PMC/PMC11067892,"Abdullah et al. (2024). Structural equation models of health behaviour, psychological well-being, symptom severity and quality of life in abdominal bloating. PeerJ.",10.7717/peerj.17265,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
abdullah_2024_blqol,abdullah_2024_blqol,"BLQoL-M bloating quality-of-life scale (5 items), abdominal bloating study",https://europepmc.org/article/PMC/PMC11067892,"Abdullah et al. (2024). Structural equation models of health behaviour, psychological well-being, symptom severity and quality of life in abdominal bloating. PeerJ.",10.7717/peerj.17265,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
moon_2023_selfesteem,moon_2023_selfesteem,"Self-esteem scale, 11 items (Prenatal Psychosocial Profile), married immigrant pregnant women in Korea",https://europepmc.org/article/PMC/PMC10629385,"Moon SH, Kim M (2023). Multiple mediation effect of coping styles and self-esteem in the relationship between spousal support and pregnancy stress of married immigrant pregnant women. PeerJ.",10.7717/peerj.16295,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
moon_2023_korean_proficiency,moon_2023_korean_proficiency,"Korean communication ability, 4 items, married immigrant pregnant women in Korea",https://europepmc.org/article/PMC/PMC10629385,"Moon SH, Kim M (2023). Multiple mediation effect of coping styles and self-esteem in the relationship between spousal support and pregnancy stress of married immigrant pregnant women. PeerJ.",10.7717/peerj.16295,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
moon_2023_coping_problem,moon_2023_coping_problem,"Coping styles scale, problem-focused subscale (8 items), married immigrant pregnant women in Korea",https://europepmc.org/article/PMC/PMC10629385,"Moon SH, Kim M (2023). Multiple mediation effect of coping styles and self-esteem in the relationship between spousal support and pregnancy stress of married immigrant pregnant women. PeerJ.",10.7717/peerj.16295,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
moon_2023_coping_emotion,moon_2023_coping_emotion,"Coping styles scale, emotion-focused subscale (10 items), married immigrant pregnant women in Korea",https://europepmc.org/article/PMC/PMC10629385,"Moon SH, Kim M (2023). Multiple mediation effect of coping styles and self-esteem in the relationship between spousal support and pregnancy stress of married immigrant pregnant women. PeerJ.",10.7717/peerj.16295,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
moon_2023_spousal_support,moon_2023_spousal_support,"Spousal support scale, 11 items (Prenatal Psychosocial Profile), married immigrant pregnant women in Korea",https://europepmc.org/article/PMC/PMC10629385,"Moon SH, Kim M (2023). Multiple mediation effect of coping styles and self-esteem in the relationship between spousal support and pregnancy stress of married immigrant pregnant women. PeerJ.",10.7717/peerj.16295,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
moon_2023_pregnancy_stress,moon_2023_pregnancy_stress,"Pregnancy stress scale, 11 items (Prenatal Psychosocial Profile), married immigrant pregnant women in Korea",https://europepmc.org/article/PMC/PMC10629385,"Moon SH, Kim M (2023). Multiple mediation effect of coping styles and self-esteem in the relationship between spousal support and pregnancy stress of married immigrant pregnant women. PeerJ.",10.7717/peerj.16295,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
cucchi_2018_rfq,cucchi_2018_rfq,"Reflective Functioning Questionnaire (RFQ), 8 raw items, eating disorder / self-harm study",https://europepmc.org/article/PMC/PMC6211265,"Cucchi A, Hampton JA, Moulton-Perkins A (2018). Using the validated Reflective Functioning Questionnaire to investigate mentalizing in individuals presenting with eating disorders with and without self-harm. PeerJ.",10.7717/peerj.5756,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
cucchi_2018_scoff,cucchi_2018_scoff,"SCOFF eating-disorder screening scale, 5 items, eating disorder / self-harm study",https://europepmc.org/article/PMC/PMC6211265,"Cucchi A, Hampton JA, Moulton-Perkins A (2018). Using the validated Reflective Functioning Questionnaire to investigate mentalizing in individuals presenting with eating disorders with and without self-harm. PeerJ.",10.7717/peerj.5756,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
cucchi_2018_pts,cucchi_2018_pts,"Interpersonal Reactivity Index, Perspective Taking subscale (7 items), eating disorder / self-harm study",https://europepmc.org/article/PMC/PMC6211265,"Cucchi A, Hampton JA, Moulton-Perkins A (2018). Using the validated Reflective Functioning Questionnaire to investigate mentalizing in individuals presenting with eating disorders with and without self-harm. PeerJ.",10.7717/peerj.5756,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
cucchi_2018_kims,cucchi_2018_kims,"Kentucky Inventory of Mindfulness Skills (KIMS), 18 items, eating disorder / self-harm study",https://europepmc.org/article/PMC/PMC6211265,"Cucchi A, Hampton JA, Moulton-Perkins A (2018). Using the validated Reflective Functioning Questionnaire to investigate mentalizing in individuals presenting with eating disorders with and without self-harm. PeerJ.",10.7717/peerj.5756,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
cucchi_2018_tas20,cucchi_2018_tas20,"Toronto Alexithymia Scale (TAS-20), 20 items, eating disorder / self-harm study",https://europepmc.org/article/PMC/PMC6211265,"Cucchi A, Hampton JA, Moulton-Perkins A (2018). Using the validated Reflective Functioning Questionnaire to investigate mentalizing in individuals presenting with eating disorders with and without self-harm. PeerJ.",10.7717/peerj.5756,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
cucchi_2018_rmet,cucchi_2018_rmet,"Reading the Mind in the Eyes Test (RMET), 36 items scored correct/incorrect, eating disorder / self-harm study",https://europepmc.org/article/PMC/PMC6211265,"Cucchi A, Hampton JA, Moulton-Perkins A (2018). Using the validated Reflective Functioning Questionnaire to investigate mentalizing in individuals presenting with eating disorders with and without self-harm. PeerJ.",10.7717/peerj.5756,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
dalky_2020_sf36,dalky_2020_sf36,"SF-36 Health Survey raw items (35 items across 8 subscales + health-transition item), Syrian refugee women",https://europepmc.org/article/PMC/PMC7519719,Dalky et al. (2020). The health-related quality of life of Syrian refugee women in their reproductive age. PeerJ.,10.7717/peerj.9990,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
mistry_2022_hardship,mistry_2022_hardship,"8-item COVID-19-era hardship/concern battery, Bangladeshi older adults, two repeated cross-sectional survey rounds",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0277247,Mistry SK et al. (2022). Changes in loneliness prevalence and its associated factors among Bangladeshi older adults during the COVID-19 pandemic. PLOS ONE.,10.1371/journal.pone.0277247,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-12
