_key,source,title,url,doi,license,flag,reasons,n_responses,n_participants,n_items,density,data_file,n_other_files
10.3389/fnins.2021.650219.s001,figshare,"Data_Sheet_1_A Dissociation of Attention, Executive Function and Reaction to Difficulty: Development of the MindPulse Test, a Novel Digital Neuropsychological Test for Precise Quantification of Perceptual-Motor Decision-Making Processes.CSV",https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_A_Dissociation_of_Attention_Executive_Function_and_Reaction_to_Difficulty_Development_of_the_MindPulse_Test_a_Novel_Digital_Neuropsychological_Test_for_Precise_Quantification_of_Perceptual-Motor_Decision-Making_Processes_CSV/15002187,10.3389/fnins.2021.650219.s001,cc-by,human_assistance,Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Wide source file contains response-level column(s) ['date'] — cannot safely melt. Manual mapping required.,,,,,"Data_Sheet_1_A Dissociation of Attention, Executive Function and Reaction to Difficulty: Development of the MindPulse Test, a Novel Digital Neuropsych.CSV",0.0
10.1371/journal.pone.0077867.t001,figshare,"Baseline characteristics of the groups in terms of mean (standard deviation) IQ (WASI full score), reading (BAS reading ability raw score), Spelling (BAS spelling ability raw score), maths (BAS maths ability raw score), externalising problems (SDQ total problems score), and internalising problems (CDI total T-score).",https://plos.figshare.com/articles/dataset/_Baseline_characteristics_of_the_groups_in_terms_of_mean_standard_deviation_IQ_WASI_full_score_reading_BAS_reading_ability_raw_score_Spelling_BAS_spelling_ability_raw_score_maths_BAS_maths_ability_raw_score_externalising_problems_SDQ_total_problems_score_/843578,10.1371/journal.pone.0077867.t001,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 4 column(s) look like text-coded Likert items (e.g. ['<b>Experimental</b>', 'Unnamed: 2', '<b>Control</b>']) rather than numeric codes. Needs a human to confirm the category set/order and recode to numeric. | Columns present: ['<b></b>', '<b>Experimental</b>', ",,,,,Table_1.xls,0.0
,figshare,"Additional file 1 of Exploring the interplay between tinder use, general self-esteem, and sexual self-esteem among European emerging adults",https://springernature.figshare.com/articles/dataset/Additional_file_1_of_Exploring_the_interplay_between_tinder_use_general_self-esteem_and_sexual_self-esteem_among_European_emerging_adults/32887717,10.6084/m9.figshare.32887717.v1,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'B', 'SE(B)', 'β', 't', 'p']",,,,,40359_2026_4599_MOESM1_ESM.xlsx,0.0
,figshare,<p>Six different standardized effects [95% CI] between within-individual self-esteem and emotional eating or restrained eating.</p>,https://plos.figshare.com/articles/dataset/_p_Six_different_standardized_effects_95_CI_between_within-individual_self-esteem_and_emotional_eating_or_restrained_eating_p_/32606944,10.1371/journal.pone.0351302.t002,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 4 column(s) look like text-coded Likert items (e.g. ['<b>X\u2009=\u2009SE/ Y\u2009=\u2009EE</b>', '<b>X\u2009=\u2009EE/ Y\u2009=\u2009SE</b>', '<b>X\u2009=\u2009SE/ Y\u2009=\u2009RE</b>']) rather than numeric codes. Needs a human to confirm the category set/ord",,,,,Table 2.xls,0.0
,figshare,<p>Confirmatory factor analysis.</p>,https://plos.figshare.com/articles/dataset/_p_Confirmatory_factor_analysis_p_/33177106,10.1371/journal.pone.0355186.t002,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Construct</b>', '<b>Item</b>', '<b>AVE</b>', '<b>CR</b>', '<b>Cronbach’s alpha</b>', '<b>Tolerance</b>', '<b>VIF</b>']",,,,,Table 2.xls,0.0
,figshare,<p>QoL subscale scores and averages based on KDQOL-36 questionnaire.</p>,https://plos.figshare.com/articles/dataset/_p_QoL_subscale_scores_and_averages_based_on_KDQOL-36_questionnaire_p_/33157147,10.1371/journal.pone.0354170.t004,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 3 column(s) look like text-coded Likert items (e.g. ['<b>Mean\u2009±\u2009SD</b>', '<b>Minimum – Maximum</b>', '<b>Median (Q1 – Q3)</b>']) rather than numeric codes. Needs a human to confirm the category set/order and recode to numeric. | Columns present: ['<b>",,,,,Table 4.xls,0.0
,figshare,<p>Descriptive statistics for e-Health Literacy Scale (eHEALS).</p>,https://plos.figshare.com/articles/dataset/_p_Descriptive_statistics_for_e-Health_Literacy_Scale_eHEALS_p_/33157144,10.1371/journal.pone.0354170.t003,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 5 column(s) look like text-coded Likert items (e.g. ['<b>Strongly agree</b>', '<b>Agree</b>', '<b>Neutral</b>']) rather than numeric codes. Needs a human to confirm the category set/order and recode to numeric. | Columns present: ['<b>Items</b>', '<b>Strongly a",,,,,Table 3.xls,0.0
,figshare,"Survey Data on Financial Knowledge, Financial Self-Efficacy, Financial Attitude, and Financial Behavior among a Sample of Generation Z in Indonesia",https://figshare.com/articles/dataset/Survey_data_on_financial_knowledge_financial_self-efficacy_financial_attitude_and_financial_behavior_among_Indonesian_Gen_Z/32016954,10.6084/m9.figshare.32016954.v2,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['CODEBOOK', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6']",,,,,"Codebook, Questionnaire, and Variable Dictionary.xlsx",9.0
,figshare,<p>Multivariable linear regression analysis of caregivers mean perceived Quality of Life (QoL) score.</p>,https://plos.figshare.com/articles/dataset/_p_Multivariable_linear_regression_analysis_of_caregivers_mean_perceived_Quality_of_Life_QoL_score_p_/33248296,10.1371/journal.pone.0355872.t007,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 4 column(s) look like text-coded Likert items (e.g. ['<b>Unstandardized Beta coefficient</b>', '<b>95% CI for Beta coefficient</b>', 'Unnamed: 3']) rather than numeric codes. Needs a human to confirm the category set/order and recode to numeric. | Columns prese",,,,,Table 7.xls,0.0
,figshare,"<p>Correlation analysis of Quality of Life Domains, PHQ-9, and GAD-7 Scores with Zarit Burden Interview Scores using Karl Pearson’s Coefficient of Correlation.</p>",https://plos.figshare.com/articles/dataset/_p_Correlation_analysis_of_Quality_of_Life_Domains_PHQ-9_and_GAD-7_Scores_with_Zarit_Burden_Interview_Scores_using_Karl_Pearson_s_Coefficient_of_Correlation_p_/33248284,10.1371/journal.pone.0355872.t003,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 2 column(s) look like text-coded Likert items (e.g. ['<b>Pearson Coefficient (r)</b>', '<b>p-value</b>']) rather than numeric codes. Needs a human to confirm the category set/order and recode to numeric. | Columns present: ['<b>Variable (with ZBI scores)</b>', ",,,,,Table 3.xls,0.0
,figshare,"<p>Indirect, and Total Effects of Social Media Use on Depression and Anxiety through Exposure to Online Racism (N = 1005).</p>",https://plos.figshare.com/articles/dataset/_p_Indirect_and_Total_Effects_of_Social_Media_Use_on_Depression_and_Anxiety_through_Exposure_to_Online_Racism_N_1005_p_/33246546,10.1371/journal.pdig.0001243.t003,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Indirect Effects</b>', ""<b>UnStd<a target='_blank' href='/article/info:doi/10.1371/journal.pdig.0001243#t003fn006'><sup>e</sup></a></b>"", ""<b>Std<a target='_blank' href='/article/info:doi/10.1371/journal.pdig.0001243#t003fn007'><sup>f</sup></a></b>""",,,,,Table 3.xls,0.0
,figshare,"<p>Distribution of depression, anxiety, and stress among participants.</p>",https://plos.figshare.com/articles/dataset/_p_Distribution_of_depression_anxiety_and_stress_among_participants_p_/33232564,10.1371/journal.pone.0352129.t003,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 5 column(s) look like text-coded Likert items (e.g. ['<b>Normal<break xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""></break><break xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xli",,,,,Table 3.xls,0.0
,figshare,"<p>Estimated changes in physical function, depressive symptoms, and cognitive performance before and after falls and fall-related injuries.</p>",https://plos.figshare.com/articles/dataset/_p_Estimated_changes_in_physical_function_depressive_symptoms_and_cognitive_performance_before_and_after_falls_and_fall-related_injuries_p_/33147138,10.1371/journal.pmed.1005083.t002,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Physical function<break xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""></break><break xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""></break>&#946; (95%",,,,,Table 2.xls,0.0
,figshare,<p>Depression (PHQ-9) and anxiety (GAD-7) scores pre-MCE recall and recent recall.</p>,https://plos.figshare.com/articles/dataset/_p_Depression_PHQ-9_and_anxiety_GAD-7_scores_pre-MCE_recall_and_recent_recall_p_/33113708,10.1371/journal.pone.0353453.t002,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 3 column(s) look like text-coded Likert items (e.g. ['<b>Pre-MCE RecallN\u2009=\u2009157</b>', '<b>Recent RecallN\u2009=\u2009157</b>', '<b>p-value</b>']) rather than numeric codes. Needs a human to confirm the category set/order and recode to numeric. | Column",,,,,Table 2.xls,0.0
,figshare,"<p>Effect sizes of main effects and interactions for PPTI, FS, SWLS.</p>",https://plos.figshare.com/articles/dataset/_p_Effect_sizes_of_main_effects_and_interactions_for_PPTI_FS_SWLS_p_/33232455,10.1371/journal.pone.0355614.t011,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 3 column(s) look like text-coded Likert items (e.g. ['<b>PPTI</b>', '<b>FS</b>', '<b>SWLS</b>']) rather than numeric codes. Needs a human to confirm the category set/order and recode to numeric. | Columns present: ['<b>Predictors</b>', '<b>PPTI</b>', '<b>FS</b>",,,,,Table 11.xls,0.0
,figshare,"<p>Linear mixed models for PPTI, FS, SWLS.</p>",https://plos.figshare.com/articles/dataset/_p_Linear_mixed_models_for_PPTI_FS_SWLS_p_/33232452,10.1371/journal.pone.0355614.t010,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Predictors</b>', '<b>PPTI</b>', '<b>FS</b>', '<b>SWLS</b>']",,,,,Table 10.xls,0.0
,figshare,"<p>Effect sizes of main effects and interactions for FQ, BAI, PAS, GAD7.</p>",https://plos.figshare.com/articles/dataset/_p_Effect_sizes_of_main_effects_and_interactions_for_FQ_BAI_PAS_GAD7_p_/33232446,10.1371/journal.pone.0355614.t008,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 4 column(s) look like text-coded Likert items (e.g. ['<b>FQ</b>', '<b>BAI</b>', '<b>PAS</b>']) rather than numeric codes. Needs a human to confirm the category set/order and recode to numeric. | Columns present: ['<b>Predictors</b>', '<b>FQ</b>', '<b>BAI</b>', ",,,,,Table 8.xls,0.0
,figshare,"<p>Linear mixed models for FQ, BAI, PAS, GAD-7.</p>",https://plos.figshare.com/articles/dataset/_p_Linear_mixed_models_for_FQ_BAI_PAS_GAD-7_p_/33232443,10.1371/journal.pone.0355614.t007,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Predictors</b>', '<b>FQ</b>', '<b>BAI</b>', '<b>PAS</b>', '<b>GAD7</b>']",,,,,Table 7.xls,0.0
,figshare,"<p>Factors related to the pre-operative surgical and anesthetic counselling, type of surgical procedure and the pre-operative internet search in relation to anxiety score. Results are expressed as number of patients in each group.</p>",https://plos.figshare.com/articles/dataset/_p_Factors_related_to_the_pre-operative_surgical_and_anesthetic_counselling_type_of_surgical_procedure_and_the_pre-operative_internet_search_in_relation_to_anxiety_score_Results_are_expressed_as_number_of_patients_in_each_group_p_/33105700,10.1371/journal.pone.0354701.t005,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b></b>.1', '<b>Anxiety Scale</b>', 'Unnamed: 3', '<b>P Value</b>']",,,,,Table 5.xls,0.0
,figshare,<p>Personal and family members’ surgical and anesthetic history in relation to anxiety score. Results are expressed as number of patients in each group.</p>,https://plos.figshare.com/articles/dataset/_p_Personal_and_family_members_surgical_and_anesthetic_history_in_relation_to_anxiety_score_Results_are_expressed_as_number_of_patients_in_each_group_p_/33105697,10.1371/journal.pone.0354701.t004,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 2 column(s) look like text-coded Likert items (e.g. ['<b>Anxiety Scale</b>', 'Unnamed: 3']) rather than numeric codes. Needs a human to confirm the category set/order and recode to numeric. | Columns present: ['<b></b>', '<b></b>.1', '<b>Anxiety Scale</b>', 'Un",,,,,Table 4.xls,0.0
,figshare,<p>Patients’ demographics and psychiatric history in relation to anxiety score. Results are expressed as number of patients in each group.</p>,https://plos.figshare.com/articles/dataset/_p_Patients_demographics_and_psychiatric_history_in_relation_to_anxiety_score_Results_are_expressed_as_number_of_patients_in_each_group_p_/33105694,10.1371/journal.pone.0354701.t003,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b></b>.1', '<b>Anxiety Scale</b>', 'Unnamed: 3', '<b>P Value</b>']",,,,,Table 3.xls,0.0
,figshare,<p>Preoperative level of anxiety score according to metric variables. Results are expressed as mean ± SD.</p>,https://plos.figshare.com/articles/dataset/_p_Preoperative_level_of_anxiety_score_according_to_metric_variables_Results_are_expressed_as_mean_SD_p_/33105691,10.1371/journal.pone.0354701.t002,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 3 column(s) look like text-coded Likert items (e.g. ['<b>Anxiety Scale</b>', 'Unnamed: 2', '<b><i>P</i> Value</b>']) rather than numeric codes. Needs a human to confirm the category set/order and recode to numeric. | Columns present: ['<b></b>', '<b>Anxiety Sca",,,,,Table 2.xls,0.0
,figshare,<p>The scores of the Amsterdam Pre-operative Anxiety and Information Scale (APAIS) and its components.</p>,https://plos.figshare.com/articles/dataset/_p_The_scores_of_the_Amsterdam_Pre-operative_Anxiety_and_Information_Scale_APAIS_and_its_components_p_/33105688,10.1371/journal.pone.0354701.t001,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 3 column(s) look like text-coded Likert items (e.g. ['<b>Mean (range)</b>', '<b>SD</b>', '<b>95% CI</b>']) rather than numeric codes. Needs a human to confirm the category set/order and recode to numeric. | Columns present: ['<b></b>', '<b>Mean (range)</b>', '<",,,,,Table 1.xls,0.0
,figshare,"<p>Machine learning predictive performance (<i>M ± SD</i>) and statistical comparisons (<i>t</i>, <i>p</i>) between feature sets in predicting social anxiety trait scores.</p>",https://plos.figshare.com/articles/dataset/_p_Machine_learning_predictive_performance_i_M_SD_i_and_statistical_comparisons_i_t_i_i_p_i_between_feature_sets_in_predicting_social_anxiety_trait_scores_p_/33096706,10.1371/journal.pcbi.1014509.s006,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 6 column(s) look like text-coded Likert items (e.g. ['Behavioral features', 'Latent features', 'Combined features']) rather than numeric codes. Needs a human to confirm the category set/order and recode to numeric. | Columns present: ['Unnamed: 0', 'Behavioral ",,,,,pcbi.1014509.s006.xlsx,0.0
,figshare,"<p>Burnout profiles and their differences in burnout symptoms, depression, work engagement, job demands, social support, and structural impairment.</p>",https://plos.figshare.com/articles/dataset/_p_Burnout_profiles_and_their_differences_in_burnout_symptoms_depression_work_engagement_job_demands_social_support_and_structural_impairment_p_/32913220,10.1371/journal.pone.0352860.t008,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>non-burned-out</b>', '<b>frenetic</b>', '<b>underchallenged</b>', '<b>worn-out</b>', '<b>F(3,612)</b>', '<b>ηp<sup>2</sup></b>', '<b>Post-hoc analysis</b>']",,,,,Table 8.xls,0.0
,figshare,<p>Intercorrelations between the BCSQ-12 and the MBI-GS-D.</p>,https://plos.figshare.com/articles/dataset/_p_Intercorrelations_between_the_BCSQ-12_and_the_MBI-GS-D_p_/32913217,10.1371/journal.pone.0352860.t007,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 4 column(s) look like text-coded Likert items (e.g. ['<b>1</b>', '<b>2</b>', '<b>3</b>']) rather than numeric codes. Needs a human to confirm the category set/order and recode to numeric. | Columns present: ['<b>Variable</b>', '<b>1</b>', '<b>2</b>', '<b>3</b>'",,,,,Table 7.xls,0.0
,figshare,<p>Confirmatory Factor Analysis Results and Reliability.</p>,https://plos.figshare.com/articles/dataset/_p_Confirmatory_Factor_Analysis_Results_and_Reliability_p_/32793363,10.1371/journal.pone.0352383.t004,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 3 column(s) look like text-coded Likert items (e.g. ['<b>Standardized Loading (λ)</b>', '<b>SE</b>', '<b>z-value</b>']) rather than numeric codes. Needs a human to confirm the category set/order and recode to numeric. | Columns present: ['<b>Construct/ Indicato",,,,,Table 4.xls,0.0
,figshare,"<p>Association of Burnout Dimensions with Work-Related Factors, Coping Strategies, and Wellbeing Indicators.</p>",https://plos.figshare.com/articles/dataset/_p_Association_of_Burnout_Dimensions_with_Work-Related_Factors_Coping_Strategies_and_Wellbeing_Indicators_p_/32678999,10.1371/journal.pone.0350426.t006,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 2 column(s) look like text-coded Likert items (e.g. ['<b>Stat test</b>', '<b>P-Value</b>']) rather than numeric codes. Needs a human to confirm the category set/order and recode to numeric. | Columns present: ['<b></b>', '<b></b>.1', '<b>Ex Red</b>', '<b>MD Red",,,,,Table 6.xls,0.0
,figshare,<p>Perceived stress scale (PSS-10) response (N = 380).</p>,https://plos.figshare.com/articles/dataset/_p_Perceived_stress_scale_PSS-10_response_N_380_p_/33041711,10.1371/journal.pone.0354261.t006,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 5 column(s) look like text-coded Likert items (e.g. ['<b>Never<break xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""></break><break xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlin",,,,,Table 6.xls,0.0
,figshare,<p>Descriptive statistics of coping strategies (Brief COPE) (N = 212).</p>,https://plos.figshare.com/articles/dataset/_p_Descriptive_statistics_of_coping_strategies_Brief_COPE_N_212_p_/32344437,10.1371/journal.pone.0349770.t004,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Strategies of Brief COPE</b>', '<b>Items</b>', '<b>Mean\u2009±\u2009SD</b>']",,,,,Table 4.xls,0.0
,figshare,<p>Descriptive statistics of perceived stress (PSS-10) by items (N = 212).</p>,https://plos.figshare.com/articles/dataset/_p_Descriptive_statistics_of_perceived_stress_PSS-10_by_items_N_212_p_/32344431,10.1371/journal.pone.0349770.t002,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Subscales</b>', '<b>Items</b>', '<b>Mean\u2009±\u2009SD</b>']",,,,,Table 2.xls,0.0
