source,title,url,doi,license,flag,reasons,n_responses,n_participants,n_items,density,data_file,n_other_files
figshare,<p>Distribution of burnout profiles based on MBI classification.</p>,https://plos.figshare.com/articles/dataset/_p_Distribution_of_burnout_profiles_based_on_MBI_classification_p_/32290924,10.1371/journal.pone.0349336.t002,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Profile</b>', '<b>Description</b>', '<b>N</b>', '<b>(%)</b>']",,,,,Table 2.xls,0.0
figshare,<p>Factors associated with low self-esteem (n = 335).</p>,https://plos.figshare.com/articles/dataset/_p_Factors_associated_with_low_self-esteem_n_335_p_/32272339,10.1371/journal.pone.0347664.t004,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Independent Variables</b>', '<b>Unadjusted Odds ratio (95% CI)</b>', '<b>Adjusted Odds ratio (95% CI)</b>', '<b>P-value</b>']",,,,,Table 4.xls,0.0
figshare,<p>Innovation capabilities confirmatory factor analysis fitting metrics.</p>,https://plos.figshare.com/articles/dataset/_p_Innovation_capabilities_confirmatory_factor_analysis_fitting_metrics_p_/32246360,10.1371/journal.pone.0341491.t006,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Fit Index</b>', '<b>Value</b>', '<b>Interpretation</b>']",,,,,Table 6.xls,0.0
figshare,<p>Narcissism confirmatory factor analysis fitting metrics.</p>,https://plos.figshare.com/articles/dataset/_p_Narcissism_confirmatory_factor_analysis_fitting_metrics_p_/32246354,10.1371/journal.pone.0341491.t004,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Fit Index</b>', '<b>Value</b>', '<b>Interpretation</b>']",,,,,Table 4.xls,0.0
figshare,<p>Narcissism exploratory factor analysis outcomes.</p>,https://plos.figshare.com/articles/dataset/_p_Narcissism_exploratory_factor_analysis_outcomes_p_/32246351,10.1371/journal.pone.0341491.t003,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Factor</b>', '<b>Retained Items</b>', '<b>Notes</b>', '<b>Cronbach’s Alpha</b>']",,,,,Table 3.xls,0.0
figshare,<p>Mediation analyses of positive/negative affect.</p>,https://plos.figshare.com/articles/dataset/_p_Mediation_analyses_of_positive_negative_affect_p_/32078899,10.1371/journal.pone.0346872.t005,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Mediators</b>', '<b>Dependent variables</b>', '<b>Total effect, <i>ES (95%CI)</i></b>', '<b>Indirect effect, <i>ES (95%CI)</i></b>', '<b>Direct effect, <i>ES (95%CI)</i></b>']",,,,,Table 5.xls,0.0
dataverse,"Responses to the Questionnaire Survey: ""Beleza Feminina, Representatividade e a Quarta Onda Feminista: Você se sente representada na publicidade?""",https://doi.org/10.7910/DVN/7RXZQI,10.7910/dvn/7rxzqi,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Carimbo de data/hora', 'Você é:', '1.1) O que esta campanha significa para você? Por favor, responda em poucas palavras.', '1.2) Quanto aos argumentos utilizados na campanha (expressões, gírias, pensamentos ideológicos,  etc.), você acha que foram empr",,,,,"Beleza Feminina, Representatividade e a Quarta Onda Feminista_ Você se sente representada na publicidade_ (respostas) (2).xlsx",0.0
figshare,<p>Multivariable analysis: Relationship between TMDs and personality traits among study participants.</p>,https://plos.figshare.com/articles/dataset/_p_Multivariable_analysis_Relationship_between_TMDs_and_personality_traits_among_study_participants_p_/31836301,10.1371/journal.pone.0345159.t003,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Study variables</b>', '<b>Unstandardized coefficients</b>', 'Unnamed: 2', '<b>P-value</b>', '<b>95.0% Confidence interval for B</b>']",,,,,Table 3.xls,0.0
figshare,<p>Bivariate analysis: Relationship between TMD and personality traits among study participants.</p>,https://plos.figshare.com/articles/dataset/_p_Bivariate_analysis_Relationship_between_TMD_and_personality_traits_among_study_participants_p_/31836298,10.1371/journal.pone.0345159.t002,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Variables</b>', '<b>Correlation coefficient</b>', '<b>P-value</b>']",,,,,Table 2.xls,0.0
figshare,"<p>Empathy and clinical scores of the three groups: without alexithymia (NA), and with affective (AA) and cognitive alexithymia (CA). IRI = Interpersonal Reactivity Index, IRI sub-scales: IRI-FS = Fantasy, IRI-PD = Personal Distress, IRI-PT = Perspective Taking, and IRI-EC = Empathic Concern; SP = Social Phobia; STAI = State-Trait Anxiety Inventory; BDI-II = Beck Depression Inventory-II, SD = standard deviation. Values in the same row not sharing the same index differ significantly at p < .05 in the bilateral equality test for column means. The tests are adjusted for all pairwise comparisons within a row using Bonferroni correction.</p>",https://plos.figshare.com/articles/dataset/_p_Empathy_and_clinical_scores_of_the_three_groups_without_alexithymia_NA_and_with_affective_AA_and_cognitive_alexithymia_CA_IRI_Interpersonal_Reactivity_Index_IRI_sub-scales_IRI-FS_Fantasy_IRI-PD_Personal_Distress_IRI-PT_Perspective_Taking/31823313,10.1371/journal.pone.0341921.t001,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>NA<break xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""></break>N&#8201;=&#8201;16<break xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""></break>mean (SD",,,,,Table 1.xls,0.0
figshare,<p>Exploratory factor analysis of coping.</p>,https://plos.figshare.com/articles/dataset/_p_Exploratory_factor_analysis_of_coping_p_/31659377,10.1371/journal.pone.0343308.t004,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Item</b>', '<b>Description</b>', '<b>Factor 1</b>', '<b>Factor 2</b>']",,,,,Table 4.xls,0.0
figshare,<p>Exploratory factor analysis of reactions.</p>,https://plos.figshare.com/articles/dataset/_p_Exploratory_factor_analysis_of_reactions_p_/31659374,10.1371/journal.pone.0343308.t003,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Item</b>', '<b>Description</b>', '<b>General Factor</b>', '<b>Specific factor 1</b>', '<b>Specific factor 2</b>', '<b>Specific factor 3</b>']",,,,,Table 3.xls,0.0
figshare,<p>Exploratory factor analysis of stressors.</p>,https://plos.figshare.com/articles/dataset/_p_Exploratory_factor_analysis_of_stressors_p_/31659371,10.1371/journal.pone.0343308.t002,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Item</b>', '<b>Description</b>', '<b>Factor 1</b>', '<b>Factor 2</b>', '<b>Factor 3</b>', '<b>Factor 4</b>', '<b>Factor 5</b>']",,,,,Table 2.xls,0.0
figshare,<p>The moderation effect of self-esteem.</p>,https://plos.figshare.com/articles/dataset/_p_The_moderation_effect_of_self-esteem_p_/31400927,10.1371/journal.pone.0342680.t005,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Values of self-esteem</b>', '<b>B</b>', '<b>SE</b>', '<b>95%CI</b>']",,,,,Table 5.xls,0.0
figshare,<p>The moderation effect of self-esteem in the mediation effect test.</p>,https://plos.figshare.com/articles/dataset/_p_The_moderation_effect_of_self-esteem_in_the_mediation_effect_test_p_/31400924,10.1371/journal.pone.0342680.t004,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Values of self-esteem</b>', '<b>B</b>', '<b>SE</b>', '<b>95%CI</b>']",,,,,Table 4.xls,0.0
dataverse,Participant Responses to the CRiTERIA Project Questionnaire on Migration Risk Scenarios and Impact Assessments Using Frontex Data,https://doi.org/10.7910/DVN/QFNHTI,10.7910/dvn/qfnhti,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'Unnamed: 1', 'Unnamed: 2', 'Survey Responses ', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6', 'Unnamed: 7', 'Unnamed: 8', 'Unnamed: 9', 'Unnamed: 10', 'Unnamed: 11', 'Unnamed: 12', 'Unnamed: 13', 'Unnamed: 14', 'Unnamed: 15']",,,,,Survey_Responses_Irregular_Migration.xlsx,0.0
figshare,"<p>Demographic characteristics of participants for exploratory and confirmatory factor analysis, as well as total number of participants.</p>",https://plos.figshare.com/articles/dataset/Demographic_characteristics_of_participants_for_exploratory_and_confirmatory_factor_analysis_as_well_as_total_number_of_participants_/30886520,10.1371/journal.pone.0336969.t001,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Variables</b>', 'Unnamed: 1', '<b>Total samples (N\u2009=\u2009533)</b>', '<b>EFA sample (N\u2009=\u2009270)</b>', '<b>CFA sample (N\u2009=\u2009263)</b>']",,,,,Table 1.xls,0.0
figshare,Differences in personality traits between sorted and desired houses for people who were sorted against their preference – Helmert contrasts.,https://plos.figshare.com/articles/dataset/Differences_in_personality_traits_between_sorted_and_desired_houses_for_people_who_were_sorted_against_their_preference_Helmert_contrasts_/30696491,10.1371/journal.pone.0336123.t004,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Comparison</b>', '<b><i>Harry Potter</i> readers<break xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""></break><break xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/",,,,,Table 4.xls,0.0
figshare,Relationship between components of job quality of life and job burnout.,https://plos.figshare.com/articles/dataset/Relationship_between_components_of_job_quality_of_life_and_job_burnout_/30502798,10.1371/journal.pone.0331247.t005,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Variables</b>', 'Unnamed: 1', 'Unnamed: 2', '<b>FAC</b>', '<b>SHWE</b>', '<b>DHC</b>', '<b>GOOS</b>', '<b>SIC</b>', '<b>RLO</b>', '<b>OLA</b>', '<b>SDWL</b>', '<b>EE</b>', 'Unnamed: 12', '<b>DP</b>', 'Unnamed: 14', '<b>PA</b>', 'Unnamed: 16']",,,,,Table 5.xls,0.0
dataverse,Baseline survey questionnaire - OneCGIAR Agroecology Initiative - Zimbabwe,https://doi.org/10.7910/DVN/XVV8DM,10.7910/dvn/xvv8dm,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['type', 'name', 'label', 'required', 'choice_filter', 'relevant', 'appearance', 'constraint_message', 'constraint', 'default', 'calculation']",,,,,BASELINE SURVEY TOOL.xlsx,0.0
figshare,"Summary of self-report outcome assessments from pre and post sessions (Intervention Group, n = 22; Control Group, n = 21). Mean ± standard deviation data are shown for all variables. Effect sizes of between group differences (Hedge’s g) with lower and upper 95% confidence intervals are also shown. MBI: Maslach Burnout Inventory included EE: Emotional Exhaustion, PA: Personal Accomplishment scores and DP: Depersonalization.",https://plos.figshare.com/articles/dataset/Summary_of_self-report_outcome_assessments_from_pre_and_post_sessions_Intervention_Group_n_22_Control_Group_n_21_Mean_standard_deviation_data_are_shown_for_all_variables_Effect_sizes_of_between_group_differences_Hedge_s_g_with_lower_and_upp/30115470,10.1371/journal.pone.0330290.t003,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Outcomes</b>', '<b>Mindfulness Intervention</b>', 'Unnamed: 2', '<b>Control</b>', 'Unnamed: 4', '<b>Intervention Effect Sizes</b>']",,,,,Table 3.xls,0.0
figshare,"Characterisation of burnout in participants on D0. A. Psychopathological parameters of burnout. Results are expressed as mean ± SEM. Results with p < 0.10 for analysis of variance are highlighted in bold. B. Factorial analysis of studied variables on day 0. Factorial weights are displayed. Factorial weights with absolute value higher than 0.50 are in bold. C. Pearson correlation data between D0 BMS scores and the factorial analysis’s factors and variables. r<sup>2</sup> higher or equal to 0.10 are in bold. BMS, Burnout Measure, Short Version; D, day; Flexcop, coping flexibility; FMI, Freiburg Mindfulness Inventory; HADS, Hospital Anxiety and Depression Scale; PCL-5, Post-Traumatic Stress Disorder Checklist for DSM-5; PSS, Perceived Stress Scale.",https://plos.figshare.com/articles/dataset/Characterisation_of_burnout_in_participants_on_D0_A_Psychopathological_parameters_of_burnout_Results_are_expressed_as_mean_SEM_Results_with_p_0_10_for_analysis_of_variance_are_highlighted_in_bold_B_Factorial_analysis_of_studied_variables_on/29962310,10.1371/journal.pone.0328064.t001,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>A.</b>', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 3']",,,,,Table 1.xls,0.0
figshare,"Non-zero edge weights in the network. This table lists the unique non-zero edge weights detected in the network, representing partial correlations between pairs of nodes. Stronger connections between nodes are denoted by higher absolute edge weights. These associations provide insights into how closely different aspects of emotion regulation, anger, anxiety, and misophonia severity are linked within the network.",https://plos.figshare.com/articles/dataset/Non-zero_edge_weights_in_the_network_This_table_lists_the_unique_non-zero_edge_weights_detected_in_the_network_representing_partial_correlations_between_pairs_of_nodes_Stronger_connections_between_nodes_are_denoted_by_higher_absolute_edge_w/29932861,10.1371/journal.pone.0329920.t003,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Node 1</b>', '<b>Node 2</b>', '<b>Weight</b>']",,,,,Table 3.xls,0.0
figshare,Multivariate hierarchical regression analysis of nurses’ CCF-SS scores and the Big Five personality traits (β value).,https://plos.figshare.com/articles/dataset/Multivariate_hierarchical_regression_analysis_of_nurses_CCF-SS_scores_and_the_Big_Five_personality_traits_value_/29731088,10.1371/journal.pone.0329270.t004,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Variables</b>', '<b>Secondary trauma</b>', 'Unnamed: 2', '<b>Job burnout</b>', 'Unnamed: 4', '<b>Total compassion<break xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""></break>fatigue score</b>', 'Unnamed: 6",,,,,Table 4.xls,0.0
figshare, The correlations between the Big five personality traits and Anxiety and Depression scores.,https://plos.figshare.com/articles/dataset/The_correlations_between_the_Big_five_personality_traits_and_Anxiety_and_Depression_scores_/29638023,10.1371/journal.pone.0321373.t002,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Characteristics</b>', 'Unnamed: 1', '<b>BAI total</b>', '<b>BDI total</b>', '<b>extroversion</b>', '<b>conscientiousness</b>', '<b>agreeableness</b>', '<b>openness</b>', '<b>neuroticism</b>', '<b>age</b>', '<b>Income</b>', '<b>school grades</b>']",,,,,Table 2.xls,0.0
figshare,Comparison of times of day with means and 95% confidence intervals of parent and child negative affect and emotion dysregulation.,https://plos.figshare.com/articles/dataset/Comparison_of_times_of_day_with_means_and_95_confidence_intervals_of_parent_and_child_negative_affect_and_emotion_dysregulation_/29470376,10.1371/journal.pone.0327179.t009,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Time of day</b>', '<b>Parent measures, <i>M</i> (95% CI (<i>LL, UL</i>)<i>; n</i>)</b>', 'Unnamed: 2', '<b>Child measures, <i>M</i> (95% CI (<i>LL, UL</i>)<i>; n</i>)</b>', 'Unnamed: 4']",,,,,Table 9.xls,0.0
figshare,Most common parenting situations with means and 95% confidence intervals of parent and child negative affect and emotion dysregulation.,https://plos.figshare.com/articles/dataset/Most_common_parenting_situations_with_means_and_95_confidence_intervals_of_parent_and_child_negative_affect_and_emotion_dysregulation_/29470373,10.1371/journal.pone.0327179.t008,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Parenting situation (frequency)</b>', '<b>Parent outcomes, <i>M</i> (95% CI (<i>LL, UL</i>))</b>', 'Unnamed: 2', '<b>Child outcomes, <i>M</i> (95% CI (<i>LL, UL</i>))</b>', 'Unnamed: 4']",,,,,Table 8.xls,0.0
figshare,Summary of 25-minute baseline questionnaire measures.,https://plos.figshare.com/articles/dataset/Summary_of_25-minute_baseline_questionnaire_measures_/29470355,10.1371/journal.pone.0327179.t002,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Construct</b>', '<b>Measure</b>']",,,,,Table 2.xls,0.0
dataverse,"Replication Data for ""THE EFFECT OF MINDFULNESS-BASED INTERVENTIONS ON STRESS AND ANXIETY OF EMPLOYMENT IN COLLEGE STUDENTS’ CHINA""",https://doi.org/10.7910/DVN/NWFMVE,10.7910/dvn/nwfmve,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'SmartPLS report', 'Unnamed: 2']",,,,,pls-sem_bootstrap_wendy.xlsx,1.0
figshare,"Regression Analysis for Anxiety, Depression, and Perceived Stress.",https://plos.figshare.com/articles/dataset/Regression_Analysis_for_Anxiety_Depression_and_Perceived_Stress_/29385578,10.1371/journal.pone.0326432.t005,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Model</b>', '<b>B</b>', '<b>SE</b>', '<b>β</b>']",,,,,Table 5.xls,0.0
figshare,Regression Analysis Results for Self-Esteem and Resilience.,https://plos.figshare.com/articles/dataset/Regression_Analysis_Results_for_Self-Esteem_and_Resilience_/29385575,10.1371/journal.pone.0326432.t004,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Model</b>', '<b>B</b>', '<b>SE</b>', '<b>β</b>']",,,,,Table 4.xls,0.0
figshare,Simple GEE with personality traits.,https://plos.figshare.com/articles/dataset/Simple_GEE_with_personality_traits_/29200689,10.1371/journal.pone.0322089.t002,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Variable</b>', '<b>Beta (SE)</b>', '<b>HR (95% CI)</b>', '<b>p</b>', '<b>SE from bootstrap</b>']",,,,,Table 2.xls,0.0
figshare,Study timeline according to SPIRIT Statement. BMQ: Beliefs about Medicines Questionnaire; CERQ-27: Cognitive emotion regulation questionnaire-27; COWAT: Verbal Fluency Test; GAD-7: Generalized Anxiety Disorder-7; GSRS: Group Session Rating Scale; IACTA: Inventory of Cognitive Activity in Anxiety Disorders; MCQ-NB: Metacognitions Questionnaire-Negative Beliefs subscale; PHQ-15: Patient Health Questionnaire-15; PHQ-9: Patient Health Questionnaire-9; PHQ-PD: Patient Health Questionnaire-Panic Disorder; PSWQ-A: Penn State Worry Questionnaire-Abbreviated; ROFC: Rey-Osterrieth Complex Figure Test; RRS-B: Ruminative Responses Scale-Brooding subscale; SPWB: Psychological Wellbeing Scale; SDS: Sheehan Disability Scale; TAVEC: Spain-Complutense Verbal Learning Test; TD-CBT: transdiagnostic cognitive-behavioural therapy; TMT: Trail Making Test; WAI-P: Working Alliance Inventory Patient Form; WAIS-IV: Letters and Numbers subtest; WHOQOL-BREF: WHO Quality of Life scale-Brief version.,https://plos.figshare.com/articles/dataset/Study_timeline_according_to_SPIRIT_Statement_BMQ_Beliefs_about_Medicines_Questionnaire_CERQ-27_Cognitive_emotion_regulation_questionnaire-27_COWAT_Verbal_Fluency_Test_GAD-7_Generalized_Anxiety_Disorder-7_GSRS_Group_Session_Rating_Scale_IACT/28820077,10.1371/journal.pone.0320857.t002,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>PRINCIPAL STUDY PERIOD</b>', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6', 'Unnamed: 7', 'Unnamed: 8', 'Unnamed: 9', 'Unnamed: 10', 'Unnamed: 11', 'Unnamed: 12']",,,,,Table 2.xls,0.0
figshare,Overview of the Assessment Measures. BMQ: Beliefs about Medicines Questionnaire; CERQ-27: Cognitive emotion regulation questionnaire-27; COWAT: Verbal Fluency Test; GAD-7: Generalized Anxiety Disorder-7; GSRS: Group Session Rating Scale; IACTA: Inventory of Cognitive Activity in Anxiety Disorders; MCQ-NB: Metacognitions Questionnaire-Negative Beliefs subscale; PHQ-15: Patient Health Questionnaire-15; PHQ-9: Patient Health Questionnaire-9; PHQ-PD: Patient Health Questionnaire-Panic Disorder; PSWQ-A: Penn State Worry Questionnaire-Abbreviated; ROFC: Rey-Osterrieth Complex Figure Test; RRS-B: Ruminative Responses Scale-Brooding subscale; SPWB: Psychological Wellbeing Scale; SDS: Sheehan Disability Scale; TAVEC: Spain-Complutense Verbal Learning Test; TD-CBT: transdiagnostic cognitive-behavioural therapy; TMT: Trail Making Test; WAI-P: Working Alliance Inventory Patient Form; WAIS-IV: Letters and Numbers subtest; WHOQOL-BREF: WHO Quality of Life scale-Brief version.,https://plos.figshare.com/articles/dataset/Overview_of_the_Assessment_Measures_BMQ_Beliefs_about_Medicines_Questionnaire_CERQ-27_Cognitive_emotion_regulation_questionnaire-27_COWAT_Verbal_Fluency_Test_GAD-7_Generalized_Anxiety_Disorder-7_GSRS_Group_Session_Rating_Scale_IACTA_Invento/28820074,10.1371/journal.pone.0320857.t001,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Domain</b>', '<b>Measure</b>', '<b>Reference</b>']",,,,,Table 1.xls,0.0
figshare,Effects of high trait anxiety in palliative family caregivers in comparison with palliative family caregivers with low trait anxiety.,https://plos.figshare.com/articles/dataset/Effects_of_high_trait_anxiety_in_palliative_family_caregivers_in_comparison_with_palliative_family_caregivers_with_low_trait_anxiety_/28619616,10.1371/journal.pone.0307349.t001,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>High trait anxiety in palliative family caregivers</b>', '<b></b>', '<b><i>p;</i> confidence interval (CI)</b>']",,,,,Table 1.xls,0.0
