table	table.lower	Description	URL (for data)	Reference	DOI (for paper)	Original License	Custom License	Public Reshare?	Derived License	Custom License	Notes	Contributor	Date
manolika_2021_reading_preferences	manolika_2021_reading_preferences	Liking ratings for 27 book genres, 1-5. 386 respondents x 27 items = 10378 responses.	https://doi.org/10.7910/DVN/23NDKX	Manolika, M. (2021). The Big Five and Beyond: Which Personality Traits Do Predict Movie and Reading Preferences? [Data set]. Harvard Dataverse. https://doi.org/10.7910/DVN/23NDKX	10.7910/DVN/23NDKX	CC0 1.0		Public	CC0 1.0		Separate item set from the film genres, which reuse several genre names and restart numbering. Read from the .sav original.	automated	08-26-2026
manolika_2021_mini_ipip	manolika_2021_mini_ipip	Mini-IPIP 20-item Big Five inventory, 1-5. 386 respondents x 20 items = 7720 responses.	https://doi.org/10.7910/DVN/23NDKX	Manolika, M. (2021). The Big Five and Beyond: Which Personality Traits Do Predict Movie and Reading Preferences? [Data set]. Harvard Dataverse. https://doi.org/10.7910/DVN/23NDKX	10.7910/DVN/23NDKX	CC0 1.0		Public	CC0 1.0		SPSS variable labels are the full item stems, so item text joins on the source column names.	automated	08-26-2026
manolika_2021_dirty_dozen	manolika_2021_dirty_dozen	Dirty Dozen dark-triad measure, 12 items, 1-5. 386 respondents x 12 items = 4632 responses.	https://doi.org/10.7910/DVN/23NDKX	Manolika, M. (2021). The Big Five and Beyond: Which Personality Traits Do Predict Movie and Reading Preferences? [Data set]. Harvard Dataverse. https://doi.org/10.7910/DVN/23NDKX	10.7910/DVN/23NDKX	CC0 1.0		Public	CC0 1.0		SPSS variable labels are the full item stems, so item text joins on the source column names.	automated	08-26-2026
alloubani_2021_stai_state	alloubani_2021_stai_state	STAI Form Y-1 (state anxiety), 20 items, 1-4; newly hired oncology nurses. 181 respondents x 20 items = 3595 responses.	https://doi.org/10.7910/DVN/OSXHWE	Alloubani, A. (2021). Anxiety Level among Newly Hired Nurse in a Specialized Oncology Hospital [Data set]. Harvard Dataverse. https://doi.org/10.7910/DVN/OSXHWE	10.7910/DVN/OSXHWE	CC0 1.0		Public	CC0 1.0		Form identified by its value labels: the reverse-keyed items are exactly the published Y-1 set (1,2,5,8,10,11,15,16,19,20). The deposited columns are SPSS SMEAN-imputed; the imputed cells are exactly the non-integer values and are dropped, restoring the observed responses.	automated	08-26-2026
alloubani_2021_stai_trait	alloubani_2021_stai_trait	STAI Form Y-2 (trait anxiety), 20 items, 1-4, at three periods. 181 respondents x 20 items = 10817 responses.	https://doi.org/10.7910/DVN/OSXHWE	Alloubani, A. (2021). Anxiety Level among Newly Hired Nurse in a Specialized Oncology Hospital [Data set]. Harvard Dataverse. https://doi.org/10.7910/DVN/OSXHWE	10.7910/DVN/OSXHWE	CC0 1.0		Public	CC0 1.0		wave is the period 1/2/3 from the source P1/P2/P3 suffix. SMEAN-imputed cells dropped as for the state form; one out-of-range cell (13 on a 1-4 item) dropped as a data-entry error.	automated	08-26-2026
okoro_2022_interest_inventory	okoro_2022_interest_inventory	30-item student interest inventory, 1-4, after a randomised motivation-strategy intervention. 100 respondents x 30 items = 3000 responses.	https://doi.org/10.7910/DVN/QAWGJV	Okoro, L. (2022). Replication Data for Effect of Motivation Strategies on Students' Interest [Data set]. Harvard Dataverse. https://doi.org/10.7910/DVN/QAWGJV	10.7910/DVN/QAWGJV	CC0 1.0		Public	CC0 1.0		The item block is the post-test: the row sum equals PosttestInterest for all 100 students and PretestInterest for none, so there is no wave column. treat is the assigned condition (1 intrinsic, 2 extrinsic).	automated	08-26-2026
redline_2026_prosbq	redline_2026_prosbq	10-item Professional Self-Belief questionnaire (ProSBq), 1-6. 634 respondents x 10 items = 6340 responses.	https://doi.org/10.7910/DVN/4E3UDL	Redline, R., Jones, A., & Almonroeder, T. G. (2026). Development and initial validation of a brief 2-item measure of belief in one's professional self [Data set]. Harvard Dataverse. https://doi.org/10.7910/DVN/4E3UDL	10.7910/DVN/4E3UDL	CC0 1.0		Public	CC0 1.0		10.7910/DVN/UWTICO is a byte-identical re-deposit of the same file and is not shipped separately. itemcov_facet marks the VC/SA facets.	automated	08-26-2026
balparda_2021_korq_activity_limitation	balparda_2021_korq_activity_limitation	KORQ Activity Limitation scale, 18 items, 0-3; Colombian keratoconus patients. 157 respondents x 18 items = 2674 responses.	https://doi.org/10.7910/DVN/URNE8Q	Balparda, K. (2021). Replication Data for: Validation of the "Keratoconus Outcomes Research Questionnaire" (KORQ) in Colombian patients [Data set]. Harvard Dataverse. https://doi.org/10.7910/DVN/URNE8Q	10.7910/DVN/URNE8Q	CC0 1.0		Public	CC0 1.0		The KORQ's two scales are calibrated and scored separately, so they ship as two tables. Source NAME/DOCUMENT columns hold a redaction placeholder in every row, not identifying values.	automated	08-26-2026
balparda_2021_korq_symptoms	balparda_2021_korq_symptoms	KORQ Symptoms scale, 11 items, 0-3; Colombian keratoconus patients. 157 respondents x 11 items = 1562 responses.	https://doi.org/10.7910/DVN/URNE8Q	Balparda, K. (2021). Replication Data for: Validation of the "Keratoconus Outcomes Research Questionnaire" (KORQ) in Colombian patients [Data set]. Harvard Dataverse. https://doi.org/10.7910/DVN/URNE8Q	10.7910/DVN/URNE8Q	CC0 1.0		Public	CC0 1.0		The KORQ's two scales are calibrated and scored separately, so they ship as two tables. Missing responses are coded 'x' in the source.	automated	08-26-2026
balparda_2021_kepaq_functional	balparda_2021_kepaq_functional	KEPAQ Functional scale, 9 items, 0-3; Colombian keratoconus patients. 526 respondents x 9 items = 4692 responses.	https://doi.org/10.7910/DVN/LTMAHE	Balparda, K. (2021). Replication Data for: Using Rasch Modeling and Cluster Analysis to characterize keratoconus patients [Data set]. Harvard Dataverse. https://doi.org/10.7910/DVN/LTMAHE	10.7910/DVN/LTMAHE	CC0 1.0		Public	CC0 1.0		The KEPAQ's Functional and Emotional scales are separately calibrated measures and ship as two tables. Source NAME/ID columns hold a redaction placeholder in every row.	automated	08-26-2026
balparda_2021_kepaq_emotional	balparda_2021_kepaq_emotional	KEPAQ Emotional scale, 7 items, 0-3; Colombian keratoconus patients. 526 respondents x 7 items = 3655 responses.	https://doi.org/10.7910/DVN/LTMAHE	Balparda, K. (2021). Replication Data for: Using Rasch Modeling and Cluster Analysis to characterize keratoconus patients [Data set]. Harvard Dataverse. https://doi.org/10.7910/DVN/LTMAHE	10.7910/DVN/LTMAHE	CC0 1.0		Public	CC0 1.0		The KEPAQ's Functional and Emotional scales are separately calibrated measures and ship as two tables.	automated	08-26-2026
hochsteiner_2026_sustainability_relevance	hochsteiner_2026_sustainability_relevance	Perceived relevance of 27 campus environmental-sustainability indicators, 1-5. 291 respondents x 27 items = 7857 responses.	https://doi.org/10.7910/DVN/FCNTSN	Hochsteiner, P., Tezza, R., & de Borba, E. H. (2026). Assessing the perceived relevance of environmental sustainability indicators in smart campuses [Data set]. Harvard Dataverse. https://doi.org/10.7910/DVN/FCNTSN	10.7910/DVN/FCNTSN	CC0 1.0		Public	CC0 1.0		The workbook has two header rows (domain, item number); read explicitly. itemcov_domain carries the six domains. 10.6084/m9.figshare.33126869 is the same dataset on figshare and is not shipped separately.	automated	08-26-2026
arabaci_2025_task_diversity	arabaci_2025_task_diversity	Task diversity scale, 3 items, 1-5; employees. 200 respondents x 3 items = 600 responses.	https://doi.org/10.7910/DVN/QBUOHG	Arabaci, Z., & Akca, C. (2025). A Study on the Effects of Task Diversity and Skill Diversity on Burnout and Turnover Intention [Data set]. Harvard Dataverse. https://doi.org/10.7910/DVN/QBUOHG	10.7910/DVN/QBUOHG	CC0 1.0		Public	CC0 1.0		The workbook's last row is a codebook legend, not a respondent; asserted and dropped. Response scale per that legend: 1 strongly disagree .. 5 strongly agree.	automated	08-26-2026
arabaci_2025_skill_diversity	arabaci_2025_skill_diversity	Skill diversity scale, 4 items, 1-5; employees. 200 respondents x 4 items = 800 responses.	https://doi.org/10.7910/DVN/QBUOHG	Arabaci, Z., & Akca, C. (2025). A Study on the Effects of Task Diversity and Skill Diversity on Burnout and Turnover Intention [Data set]. Harvard Dataverse. https://doi.org/10.7910/DVN/QBUOHG	10.7910/DVN/QBUOHG	CC0 1.0		Public	CC0 1.0		Four named constructs from one questionnaire ship as four tables; the shared 1-5 format does not make them one instrument.	automated	08-26-2026
arabaci_2025_burnout	arabaci_2025_burnout	Burnout scale, 7 items, 1-5; employees. 200 respondents x 7 items = 1400 responses.	https://doi.org/10.7910/DVN/QBUOHG	Arabaci, Z., & Akca, C. (2025). A Study on the Effects of Task Diversity and Skill Diversity on Burnout and Turnover Intention [Data set]. Harvard Dataverse. https://doi.org/10.7910/DVN/QBUOHG	10.7910/DVN/QBUOHG	CC0 1.0		Public	CC0 1.0		Four named constructs from one questionnaire ship as four tables.	automated	08-26-2026
arabaci_2025_turnover_intention	arabaci_2025_turnover_intention	Turnover intention scale, 3 items, 1-5; employees. 200 respondents x 3 items = 600 responses.	https://doi.org/10.7910/DVN/QBUOHG	Arabaci, Z., & Akca, C. (2025). A Study on the Effects of Task Diversity and Skill Diversity on Burnout and Turnover Intention [Data set]. Harvard Dataverse. https://doi.org/10.7910/DVN/QBUOHG	10.7910/DVN/QBUOHG	CC0 1.0		Public	CC0 1.0		Four named constructs from one questionnaire ship as four tables.	automated	08-26-2026
xu_2023_hi	xu_2023_hi	HI scale, 5 items, 1-7; Chinese consumers of AI services. 736 respondents x 5 items = 3680 responses.	https://doi.org/10.7910/DVN/C51SE3	Xu, J., Tang, X., & Chang, E.-C. (2023). Working with AI: The impact of organizational intelligent service [Data set]. Harvard Dataverse. https://doi.org/10.7910/DVN/C51SE3	10.7910/DVN/C51SE3	CC0 1.0		Public	CC0 1.0		Three samples pooled into one file with cov_study, since each administered the identical item set and format. The deposit ships no codebook, so the scale keeps its source prefix rather than an invented name.	automated	08-26-2026
xu_2023_mi	xu_2023_mi	MI scale, 5 items, 1-7; Chinese consumers of AI services. 736 respondents x 5 items = 3680 responses.	https://doi.org/10.7910/DVN/C51SE3	Xu, J., Tang, X., & Chang, E.-C. (2023). Working with AI: The impact of organizational intelligent service [Data set]. Harvard Dataverse. https://doi.org/10.7910/DVN/C51SE3	10.7910/DVN/C51SE3	CC0 1.0		Public	CC0 1.0		Three samples pooled with cov_study. Scale name left as the deposit's prefix -- no codebook.	automated	08-26-2026
xu_2023_pca	xu_2023_pca	PCA scale, 6 items, 1-7; Chinese consumers of AI services. 736 respondents x 6 items = 4416 responses.	https://doi.org/10.7910/DVN/C51SE3	Xu, J., Tang, X., & Chang, E.-C. (2023). Working with AI: The impact of organizational intelligent service [Data set]. Harvard Dataverse. https://doi.org/10.7910/DVN/C51SE3	10.7910/DVN/C51SE3	CC0 1.0		Public	CC0 1.0		Three samples pooled with cov_study. Scale name left as the deposit's prefix -- no codebook.	automated	08-26-2026
xu_2023_oic	xu_2023_oic	OIC scale, 6 items, 1-7; Chinese consumers of AI services. 513 respondents x 6 items = 3078 responses.	https://doi.org/10.7910/DVN/C51SE3	Xu, J., Tang, X., & Chang, E.-C. (2023). Working with AI: The impact of organizational intelligent service [Data set]. Harvard Dataverse. https://doi.org/10.7910/DVN/C51SE3	10.7910/DVN/C51SE3	CC0 1.0		Public	CC0 1.0		Administered in studies 2 and 3 only; the two samples are pooled with cov_study. Scale name left as the deposit's prefix -- no codebook.	automated	08-26-2026
rogers_2021_financial_knowledge	rogers_2021_financial_knowledge	13-item financial-knowledge test scored right/wrong; Brazilian university students. 232 respondents x 13 items = 3016 responses.	https://data.mendeley.com/datasets/fzw7dthwh6	Rogers, P. (2021). Data for "Financial knowledge in university students: analysis by Item Response Theory" [Data set]. Mendeley Data. https://doi.org/10.17632/fzw7dthwh6	10.17632/fzw7dthwh6	CC BY 4.0		Public	CC BY 4.0		Achievement data: resp is 0/1 correctness. Item stems are in the deposit's companion FinalForm.pdf. The paper's collapsed *_C recodes were dropped in favour of the uncollapsed demographic originals.	automated	08-26-2026
aiquipa_2026_dgs	aiquipa_2026_dgs	Dispositional Greed Scale, 7 items, 1-5; Peruvian adults. 806 respondents x 7 items = 5642 responses.	https://data.mendeley.com/datasets/w5f55333p4/2	Aiquipa Tello, J. J., Caycho Caja, A., & Pajares Del Aguila, L. (2026). Dataset for the Validation of the Dispositional Greed Scale (DGS) in Peruvian Adults [Data set]. Mendeley Data. https://doi.org/10.17632/w5f55333p4.2	10.17632/w5f55333p4.2	CC BY 4.0		Public	CC BY 4.0		Two independent samples (308 and 498) given the identical instrument, pooled into one file with cov_study rather than split.	automated	08-26-2026
perales_2026_digital_financial_literacy	perales_2026_digital_financial_literacy	Digital financial literacy, 12 items, 1-5; gastronomic entrepreneurs in Chiclayo, Peru. 179 respondents x 12 items = 2148 responses.	https://doi.org/10.6084/m9.figshare.33312225.v1	Perales Leonardo, A. J., Perez Saldana, Y. J., & Puican Rodriguez, V. H. (2026). Digital financial literacy and financial resilience among gastronomic entrepreneurs in the Chiclayo district, Peru [Data set]. figshare. https://doi.org/10.6084/m9.figshare.33312225.v1	10.6084/m9.figshare.33312225	CC BY 4.0		Public	CC BY 4.0		Three header rows in the workbook (construct, dimension, item code) read explicitly; itemcov_dimension carries the four dimensions. id is the workbook's own respondent code.	automated	08-26-2026
perales_2026_financial_resilience	perales_2026_financial_resilience	Financial resilience, 12 items, 1-5; gastronomic entrepreneurs in Chiclayo, Peru. 179 respondents x 12 items = 2148 responses.	https://doi.org/10.6084/m9.figshare.33312225.v1	Perales Leonardo, A. J., Perez Saldana, Y. J., & Puican Rodriguez, V. H. (2026). Digital financial literacy and financial resilience among gastronomic entrepreneurs in the Chiclayo district, Peru [Data set]. figshare. https://doi.org/10.6084/m9.figshare.33312225.v1	10.6084/m9.figshare.33312225	CC BY 4.0		Public	CC BY 4.0		The workbook's dependent-variable block, separate from the digital-financial-literacy block. itemcov_dimension carries the four dimensions.	automated	08-26-2026
cao_2026_cdss_intention_to_use	cao_2026_cdss_intention_to_use	Intention to use a clinical decision support system, 3 items, 1-7; Chinese clinicians. 222 respondents x 3 items = 666 responses.	https://doi.org/10.6084/m9.figshare.33204345.v2	Cao, M., Luo, J., & Zhang, Q. (2026). The Double-Edged Effect of Interaction in Clinical Decision Support Systems: Cognitive Load, Perceived Autonomy, and Physicians' Intention to Use [Data set]. figshare. https://doi.org/10.6084/m9.figshare.33204345.v2	10.6084/m9.figshare.33204345	CC BY 4.0		Public	CC BY 4.0		treat is the randomly assigned CDSS mode (1 interactive, 0 rule-based). Read from the author-supplied English sheet, asserted equal to the Chinese sheet.	automated	08-26-2026
cao_2026_cdss_cognitive_load	cao_2026_cdss_cognitive_load	Cognitive load, 6 items, 1-7; Chinese clinicians using a CDSS. 222 respondents x 6 items = 1332 responses.	https://doi.org/10.6084/m9.figshare.33204345.v2	Cao, M., Luo, J., & Zhang, Q. (2026). The Double-Edged Effect of Interaction in Clinical Decision Support Systems: Cognitive Load, Perceived Autonomy, and Physicians' Intention to Use [Data set]. figshare. https://doi.org/10.6084/m9.figshare.33204345.v2	10.6084/m9.figshare.33204345	CC BY 4.0		Public	CC BY 4.0		Two reverse-scored copies (verified 8-x) dropped. treat is the assigned CDSS mode.	automated	08-26-2026
cao_2026_cdss_perceived_autonomy	cao_2026_cdss_perceived_autonomy	Perceived autonomy, 4 items, 1-7; Chinese clinicians using a CDSS. 222 respondents x 4 items = 888 responses.	https://doi.org/10.6084/m9.figshare.33204345.v2	Cao, M., Luo, J., & Zhang, Q. (2026). The Double-Edged Effect of Interaction in Clinical Decision Support Systems: Cognitive Load, Perceived Autonomy, and Physicians' Intention to Use [Data set]. figshare. https://doi.org/10.6084/m9.figshare.33204345.v2	10.6084/m9.figshare.33204345	CC BY 4.0		Public	CC BY 4.0		Only one of the four items was ever answered 7 (4 of 222 respondents); that is an unused top category on a left-skewed 1-7 scale, not a second scale, so the block stays one table.	automated	08-26-2026
cao_2026_cdss_professional_knowledge	cao_2026_cdss_professional_knowledge	Self-rated professional knowledge, 3 items, 1-7; Chinese clinicians. 222 respondents x 3 items = 666 responses.	https://doi.org/10.6084/m9.figshare.33204345.v2	Cao, M., Luo, J., & Zhang, Q. (2026). The Double-Edged Effect of Interaction in Clinical Decision Support Systems: Cognitive Load, Perceived Autonomy, and Physicians' Intention to Use [Data set]. figshare. https://doi.org/10.6084/m9.figshare.33204345.v2	10.6084/m9.figshare.33204345	CC BY 4.0		Public	CC BY 4.0		treat is the assigned CDSS mode.	automated	08-26-2026
