table,instrument,mean_word,mean_character,mean_character_responses,FK_grade
amatus_cipora_2024_sdq_l,"The AMATUS Dataset: Arithmetic Performance, Mathematics Anxiety and Attitudes in Primary School Teachers and University Students",9,49.75,9,6.60333333333334
amatus_cipora_2024_sdq_m,"The AMATUS Dataset: Arithmetic Performance, Mathematics Anxiety and Attitudes in Primary School Teachers and University Students",8.5,51.25,9,8.89558823529412
amatus_cipora_2024_stai,"The AMATUS Dataset: Arithmetic Performance, Mathematics Anxiety and Attitudes in Primary School Teachers and University Students",3.8,17.6,6,1.41831578947368
amatus_cipora_2024_tai,"The AMATUS Dataset: Arithmetic Performance, Mathematics Anxiety and Attitudes in Primary School Teachers and University Students",9.6,50,6,6.09983333333334
american_multiracial_face,American Multiracial Faces Database (AMFD) face-rating norming task,24.3386756642767,171.305356389709,14.2760438633488,16.752658516512
an_2020_efl_self_regulated,Technology-based Self-regulated English Learning Strategies Scale (TSELSS) survey battery (Q1-Q26 TSELSS; Q27-Q33 English learning enjoyment/environment items; Q34-Q49 English Language Self-Efficacy Questionnaire),1.10204081632653,20.0612244897959,2.85714285714286,0.535906987330247
andrich_mudfold,Andrich's attitude scale towards capital punishment,12.125,67.75,6.5,8.48101804123711
anh_2026_ai_adoption,Artificial intelligence (AI) use scale,1,2,7.4,-3.4
anh_2026_digitaltrust,Digital Trust (DT),1,2,7.4,-3.4
anh_2026_finbehavior,Financial Behavior scale (Anh 2026; nine items based on Shih et al.),10,51.6666666666667,7.4,5.59948717948718
anh_2026_finliteracy,Financial literacy,1,2,7.4,-3.4
anh_2026_finsocialization,Family Financial Socialisation scale (Anh 2026; seven items adapted from Fan & Park),1,2,7.4,-3.4
anh_2026_finwellbeing,"Financial well-being (FW) scale, adopted from Mahdzan et al.",1,2,7.4,-3.4
anjum_2022_gad7,Generalized Anxiety Disorder 7-item scale (GAD-7),6.5,38.3333333333333,16,7.21679487179487
AOMT_BR_SF_EDPANAB_Geiger_2021_AOT,Actively Open-Minded Thinking Scale,12.0714285714286,72.0714285714286,14.6,8.38886306001691
AOMT_BR_SF_EDPANAB_Geiger_2021_BRS,"Bullshit Receptivity Scale and Motivational Statements (Pennycook et al., 2015)",12,67.55,16.6,6.15619834710744
APFCompact_Ptacek_2024_DASS-21,Depression Anxiety Stress Scales - 21 Items (DASS-21),9.66666666666667,50.5238095238095,44.75,5.94592334494774
aps_vangsness_2019,Active Procrastination Scale,12.5,67.125,17.6,6.041
arnulf_2022_general_knowledge,General Knowledge Test (short form),7.25,38.6666666666667,8,3.51336206896552
arora2025_blueq_pedagogical,Blended Learning Usability Evaluation-Questionnaire (BLUE-Q),16.8,105.4,8.5,9.50352941176471
arora2025_blueq_synchronous,Blended Learning Usability Evaluation-Questionnaire (BLUE-Q),10.5,71,10.2,5.96564935064935
art,Author Recognition Test (ART),2.14,13.32,9,7.62667902030293
artistic_preferences,"Artistic Preferences Scales 1.2 (APS), with the Ten Item Personality Inventory (TIPI) and a vocabulary check list (VCL)",1.41666666666667,8.69444444444444,13.7539682539683,8.68477052359405
arzamoncunill_2023_epq_clinical,"Expectations of Physiotherapists Questionnaire (EPQ), clinical care area",3.64900662251656,28.8741721854305,6.22516556291391,12.9188164012963
aslec_insomnia_wang2025,The Adolescent Self-rating Life Events Checklist (ASLEC),6.16666666666667,42.625,5,9.5035
aspirations_sonmez_2022,Turkish version of the Aspiration Index,7.68571428571429,39.4571428571429,2.85714285714286,4.33977057886352
assessment_time_fournier_2025_bscs,Brief Self-Control Scale,7.92307692307692,43.3846153846154,8.2,4.06547169811321
assessment_time_fournier_2025_gad,Generalised Anxiety Disorder scale (GAD-7),6.42857142857143,38,15.25,6.84603174603175
assessment_time_fournier_2025_phq,The Patient Health Questionnaire (PHQ-9),11.7777777777778,68.7777777777778,15.25,7.13456603773585
assessment_time_fournier_2025_pmpuq,15-item short version of the Problematic Mobile Phone Use Questionnaire,11.9333333333333,59.6666666666667,10.75,5.28075977653631
assessment_time_fournier_2025_upps,The revised 20-item short version of the UPPS-P Impulsive Behavior Scale (UPPS-P-20-R),11.3,58.6,13.5,6.15151327433628
audretsch_2021_entrepreneurial_ecosystems,"Entrepreneurial ecosystem survey (Audretsch, Belitski & Cherkas 2021)",15.4,105.2,4.28571428571429,15.0126086956522
autonomysupport_mokken,Dutch Autonomy Support questionnaire (7-item subset),9.67647058823529,45.7941176470588,7.35294117647059,2.60206061147863
avilesgonzalez2019_ces,Caring Efficacy Scale (Italian version),14.5666666666667,84.4333333333333,15.5,9.00629167941267
baaziz_2023_sms2,"Revised Sport Motivation Scale (SMS-II), Arabic version",12.5,63.6111111111111,4.85714285714286,5.75255555555556
bae_boredom_bieleke2022,Boredom avoidance and escape,9.35294117647059,48.1176470588235,14.4285714285714,5.27525712171661
baka2023_bpnsf,"Skala Zaspokojenia i Frustracji Podstawowych Potrzeb Psychologicznych w Pracy (Basic Psychological Need Satisfaction and Frustration Scale at Work, BPNSF-W), Polish version",12,71.9583333333333,6.57142857142857,10.9813775510204
baka2023_jcs,"Skala Kształtowania Pracy (Job Crafting Scale, JCS), Polish version",10.7619047619048,71.7619047619048,7,13.3173442416614
baka2023_olbi,"Oldenburg Burnout Inventory (OLBI), Polish version (8-item form administered)",10.125,63.75,15.5,8.90947674418605
baka2023_uwes,"Utrecht Work Engagement Scale (UWES-17), Polish version",6.35294117647059,41.7647058823529,7.57142857142857,9.00649616368286
bakker_2020_pss10,Perceived Stress Scale (PSS-10),8.7,50,9.6,5.02828735632184
bakker_2020_rses,"Rosenberg Self-Esteem Scale (RSES), Amharic version",10.2,45.4,11,3.0801568627451
bakumenko_2023_adyghe_values,"Опросный лист пилотного исследования «Отношение адыгов к традиционным ценностям народной культуры в повседневной жизни», Раздел 2 «Значение базовых ценностей народной культуры в повседневной жизни» (Pilot Study Questionnaire, 'The Relationship of the Adyghe's to the Traditional Values of Folk Culture in Everyday Life', Section 2)",6.33333333333333,49.3809523809524,5,-1.32
balmas2018_leader_attitudes,Leader/citizen exemplar evaluation (Study 1) -- political interest items,19.6666666666667,111.666666666667,6.2,11.08
balmas2018_leader_personality,"Leader/citizen exemplar evaluation (Study 1) -- attitude, respect and trait ratings",5.85714285714286,44.4285714285714,5.15714285714286,8.26761904761905
bang_2023_self_esteem,"Korean version of the Rosenberg Self-Esteem Scale (RSES; Jon, 1974)",10.3076923076923,45.7435897435897,5.48717948717949,3.16532338308458
bartoli_2022_badge_notifications,First Impression Click Test: Android smartphone home screen with a single app badge notification,1.06666666666667,7.33333333333333,25,12.915
beck_2021_iesr,"Impact of Event Scale-revidierte Version (IES-R), deutsche Fassung (Maercker & Schützwohl, 1998)",10.3181818181818,66.0909090909091,8,8.60325390468563
beck_2021_pss10,Perceived Stress Scale (PSS-10),17.7,93,9.6,6.44633333333333
beh_boredom_bieleke2022,Adaptive and maladaptive behaviors,8,55.1052631578947,9.83333333333333,380.1975
benitezsillero_2021_bullying,"European Bullying Intervention Project Questionnaire (EBIPQ), Spanish version",7.21428571428571,42,15.4,5.21565063649222
bitew_2020_lte,"List of Threatening Experiences (LTE), 12-item version as administered in Amharic",2.25,15.9166666666667,2.5,29.507037037037
bitew_2020_osss3,Oslo Social Support Scale (OSSS-3),15.3571428571429,76.5,6.5,5.49230897009967
bitew_2020_phq9,Patient Health Questionnaire-9 (PHQ-9),12,69.3333333333333,15.25,7.13456603773585
bitew_2020_self_efficacy,"General Self-Efficacy Scale (GSE), 10-item",12.3333333333333,64.5555555555556,7.25,7.7172972972973
boudreau_2022_police_reform,Support for police-reform proposals (statewide law-enforcement survey),25.75,163.75,94.6,15.5321116504854
boyd_prism_2024,Parasocial Relationships in Social Media (PRISM) survey,9.27272727272727,48.5909090909091,14,3.92515734265734
bps_boredom_bieleke2022,Boredom proneness scale,11.5,59.75,14.4285714285714,5.6921370967742
brain_hemisphere,Open Hemispheric Brain Dominance Scale (OHBDS),6.65,33.7,4.8,3.50575563909774
brand_raffaelli_2024_familiarity_24,"Brand/logo familiarity ratings (Study 3, 2024)",11,60,6,3.71818181818182
brand_raffaelli_2024_liking_20,"Brand/logo liking ratings (Study 1, 2020)",11,58,3,2.64545454545454
brand_raffaelli_2024_liking_24,"Brand/logo liking ratings (Study 3, 2024)",11,58,3,2.64545454545455
brederecke_2020_phq4,"Patient Health Questionnaire-4 (PHQ-4), German version",5.75,37.75,16.75,43.89
brederecke_2020_sis,"Self-Image Scale, German version (SIS-D)",14.2727272727273,88.8181818181818,7.4,5.10578388677191
broadband_inventories,Analog to Multiple Broadband Inventories (AMBI),7.0828729281768,35.3370165745856,11.7142857142857,3.82896628285227
bscs_fadplus_goto2021,Brief self-control scale,1,18.5384615384615,4.6,0.110000000000001
buczel_2022_inoculation_belief,Belief in misinformation and belief in retraction rating scales (continued influence effect scenarios),56,415.333333333333,1.09090909090909,16.1836821705426
bukurov_2022_sf36,SF-36 Health Survey (36-Item Short Form Health Survey),9.44295302013423,52.261744966443,15.2281879194631,5.21826695859151
burgess_2025_soas,"Specific Object Anthropomorphism Scale (SOAS), 6-item final version",9.16666666666667,45.8333333333333,3.33333333333333,1.93045454545454
burkert_2019_whoqol_bref,"WHOQOL-BREF (World Health Organization Quality of Life, Kurzversion), deutschsprachige Version; Modul Lebensqualität der Österreichischen Gesundheitsbefragung (ATHIS) 2014",8.65384615384615,57.6538461538462,12.5076923076923,9.86411111111111
busch_2022_course_alleviate,Aspects of online college science courses that alleviate depression: select-all-that-apply checklist (survey question Q105),7.84615384615385,48.4615384615385,23,8.52490196078431
busch_2023_stigma,Concealable stigmatized identity self-report items (Busch et al. 2023 survey of U.S. science and engineering faculty),6.125,35.125,55.5625,8.5595
butt_2022_actual_usage,Actual Usage scale (Butt et al. 2022 online learning questionnaire),10.5,60.5,16.8571428571429,6.48595238095239
butt_2022_cognitive_absorption,Cognitive Absorption scale (Butt et al. 2022 online learning questionnaire),10.5,55.5,14.4285714285714,6.48595238095239
butt_2022_institutional_factors,Institutional Factors,9.63636363636364,64.9090909090909,14.4285714285714,10.9650168350168
butt_2022_task_tech_fit,Task Technology Fit,10.3333333333333,62.3333333333333,14.4285714285714,8.6141935483871
butt_2022_user_satisfaction,User Satisfaction,8,46.3333333333333,14.4285714285714,6.705
buzgova_2023_gai,Geriatric Anxiety Inventory (GAI),7.1,34.55,6.5,3.96491549295775
buzgova_2023_gds,Geriatric Depression Scale - Short Form (GDS-15),9,44.9333333333333,2.5,3.12888888888889
buzgova_2023_lsita,"Life Satisfaction Index for the Third Age - Short Form (LSITA-SF12), Czech version",9.25,43.5,12.5,3.00668918918919
buzgova_2023_rses,Rosenberg Self-Esteem Scale (RSES),10.2,46.4,11,3.0801568627451
buzgova_2023_soc,"Sense of Coherence Scale, 13-item short form (SOC-13; Antonovsky's Orientation to Life Questionnaire)",14.0769230769231,75.3846153846154,6.56043956043956,5.49428571428572
cacciatore_2021_crisis_care_satisfaction,"Defining and Understanding Social Support in Grief survey (Cacciatore et al., 2021): crisis care satisfaction items",2.11111111111111,16.5555555555556,20.8,9.46666666666667
cacciatore_2021_isel,"Interpersonal Support Evaluation List, 12-item version (ISEL-12), adapted to a bereavement context",18,89.9166666666667,14.5,7.0145737327189
cacciatore_2021_ongoing_satisfaction,Satisfaction with ongoing social support after traumatic grief (study-designed survey item set),1.88888888888889,14.6666666666667,20.8,6.97017543859649
campos_2023_oes,Orofacial Esthetic Scale (OES),1,2,4.45454545454545,-3.4
campos_2023_pidaq,"Psychosocial Impact of Dental Aesthetics Questionnaire (PIDAQ), 24-item version of Campos et al. (2020)",1,2,14.8,-3.4
campos_2023_swls,Satisfaction with Life Scale (SWLS),1,2,14.4285714285714,-3.4
carney_2023_substance_use,"WHO ASSIST (Alcohol, Smoking and Substance Involvement Screening Test), with the alcohol indicator from the AUDIT (Alcohol Use Disorders Identification Test)",12.5,75.75,30.6875,9.227
carver_2017_puggs_pilot1_attitudes,"Public Understanding of Genetics and Genomics Survey (PUGGS), initial version used in the first pilot study — Section 4: Attitudes towards applications of genetics and genomics",1,2,11,-3.4
carver_2017_puggs_pilot1_det_core,"Public Understanding and Attitudes towards Genetics and Genomics Survey (PUGGS), initial version used in the first pilot study — Section 2 Part 2: degree of genetic determinism",1,2,11,-3.4
carver_2017_puggs_pilot1_genom_know,"Public Understanding and Attitudes towards Genetics and Genomics (PUGGS) questionnaire, initial version used in the first pilot study — Section 3: Principles of genomics",1,2,11,-3.4
carver_2017_puggs_pilot1_traits,"Public Understanding and Attitudes towards Genetics and Genomics (PUGGS) Questionnaire, initial version used in the first pilot study — Section 2 Part 1: Table of Traits",1,2,59,-3.4
carver_2017_puggs_pilot2_attitudes,"Public Understanding and Attitudes towards Genetics and Genomics (PUGGS) questionnaire, Section 5: Attitudes towards applications of modern genetics and genomics (second pilot version)",1,2,11,-3.4
carver_2017_puggs_pilot2_det_core,"Public Understanding and Attitudes towards Genetics and Genomics (PUGGS) questionnaire, Section 3: Knowledge about gene-environment interaction (second pilot version)",1,2,4.5,-3.4
carver_2017_puggs_pilot2_genom_know,"Public Understanding and Attitudes towards Genetics and Genomics (PUGGS) questionnaire, Section 4: Knowledge about modern genetics and genomics (second pilot / final version)",1,NA,NaN,NA
carver_2017_puggs_pilot2_traits,"Public Understanding and Attitudes towards Genetics and Genomics (PUGGS) questionnaire, Section 2: Belief in genetic determinism",1,2,58.6,-3.4
cbi_rodriguez_2021,Brief form of creative behavior inventory,10.8214285714286,66.0714285714286,15.5,6.30367692126356
ccapsvtskhpacr_mercedes_2023_beck,Beck Depression Inventory(Beck),2.14285714285714,15.7619047619048,49.0952380952381,10.891367781155
ccapsvtskhpacr_mercedes_2023_hada,Hospital Anxiety and Depression Scale(HADA and HADD),8.5,41.4285714285714,17.25,2.89642857142857
ccapsvtskhpacr_mercedes_2023_physical,Physical Activity: 30 questions on the past physical condition of the participants on a binary scale.,1.46666666666667,12.4,2.5,17.6803668378577
ccapsvtskhpacr_mercedes_2023_sf,Short Form 12 Health Survey Questionnaire(SF12),10.8035714285714,63.4464285714286,15.5,6.56719451003542
ccapsvtskhpacr_mercedes_2023_tsk,Spanish version of The Tampa Scale for Kinesiophobia (TSK),13.8823529411765,80.2941176470588,8.25,8.57813886210222
cdm_mentalhealth_tan_2023_bsi,"Cognitive Diagnosis Modeling for characterizing mental health symptom profiles, Brief Symptom Inventory (BSI)",4.76470588235294,29.3529411764706,10.4,5.3521859114016
cdm_mentalhealth_tan_2023_rapi,"Cognitive Diagnosis Modeling for characterizing mental health symptom profiles, Rutgers Alcohol Problem Index (RAPI)",9.30434782608696,49.3478260869565,10.2,4.63589191385616
chatton2024_honos13,"Health of the Nation Outcome Scales, 13-item version (HoNOS-13)",1,2,26.4,-3.4
chen2022_cls,Children's Loneliness Scale (CLS),1,2,15.4,-3.4
chen2022_ses,"Rosenberg Self-Esteem Scale (SES), Chinese adaptation (Ji and Yu, 1999)",10.2,46.4,2,3.0801568627451
chen2022b_selfesteem,"Rosenberg Self-Esteem Scale (SES), Chinese version (Ji and Yu, 1999)",1,2,2,-3.4
chen2022b_socsupport,Multidimensional Scale of Perceived Social Support (MSPSS),10.75,51.5833333333333,15.1428571428571,3.6040503875969
chen_2021_acculturation,"Bidimensional Acculturation Scale for Marriage-Based Immigrant Women (BAS-MBIW), acculturation subscale",1,2,6.2,-3.4
chen_2021_enculturation,Bidimensional Acculturation Scale for Marriage-Based Immigrant Women (BAS-MBIW) - enculturation subscale,1,2,6.2,-3.4
chen_2022_sasc,Smartphone Addiction Scale for College Students (SAS-C),12.8636363636364,69.2272727272727,10.4,6.93455342902712
chile_2023_social-welfare-survey_ee,Chile CASEN education questions,10.6756756756757,55.2432432432432,5.86486486486486,6.31832364009579
chile_2023_social-welfare-survey_f,NA,7.35514018691589,45.3551401869159,5.5981308411215,8.8640196042839
chile_2023_social-welfare-survey_g,Chile CASEN environmental quality ratings,9.98275862068965,62.0689655172414,6.03448275862069,8.78514114704306
chile_2023_social-welfare-survey_h,Chile CASEN community safety ratings,13,69.9393939393939,6.62121212121212,5.4746386946387
chile_2023_social-welfare-survey_oo,Chile CASEN work/occupation questions,11.3543307086614,61.0314960629921,11.5511811023622,4.0009365301988
chinvararak_2021_phq15,"Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration",1,2,9.66666666666667,-3.4
choy_2022_extraneous_events,Extraneous Events scale,15,94,6.5,11.0558606557377
chuemchit_2024_nonpartner_violence,"Interview survey questionnaire, Section 4 (General Safety): non-intimate partner violence module, adapted from the WHO multi-country study on women's health and domestic violence",1,2,2.5,-3.4
chuemchit_2024_partner_violence,"Survey with Women Migrant Workers (Chuemchit et al. 2024; UN Women and College of Public Health Sciences, Chulalongkorn University) - partner violence module",1,2,2.5,-3.4
cinar_tanriverdi_2023_gad7,"Yaygın Anksiyete Bozukluğu-7 (YAB-7) [Generalized Anxiety Disorder-7 (GAD-7), Turkish adaptation]",6.42857142857143,37.8571428571429,15.5,6.84603174603175
close_relationships,Experiences in Close Relationships Scale (ECR),11.3333333333333,60.3611111111111,14,6.17752032520325
COACH_Chen_2022_ADL,Activities of Daily Living (ADL),1.57142857142857,12.7142857142857,15.5,13.9864935064935
COACH_Chen_2022_CSQ,"Consultation Satisfaction Questionnaire (CSQ; Baker 1990 short form), labelled ""Customer Satisfaction Questionnaire"" in the study codebook",10.375,57.5,10.2,6.34547619047619
coach_chen_2022_hdrs,Hamilton Depression Rating Scale,4.17391304347826,32.0724637681159,45.9275362318841,13.8945073287047
