table,DOI__for_paper_,Reference_x,URL__for_data_,Derived_License,Description,BibTex
enem_2023_1mil_lc,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2023_1mil_lc: text is the response option the examinee marked on the language and codes portion of the 2023 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2021_1mil_lc,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2021_1mil_lc: text is the response option the examinee marked on the language and codes portion of the 2021 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2014_1mil_mt,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2014_1mil_mt: text is the response option the examinee marked on the mathematics portion of the 2014 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2019_1mil_ch,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2019_1mil_ch: text is the response option the examinee marked on the humanities portion of the 2019 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2016_1mil_ch,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2016_1mil_ch: text is the response option the examinee marked on the humanities portion of the 2016 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2020_1mil_cn,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2020_1mil_cn: text is the response option the examinee marked on the natural sciences portion of the 2020 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2023_1mil_ch,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2023_1mil_ch: text is the response option the examinee marked on the humanities portion of the 2023 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2018_1mil_ch,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2018_1mil_ch: text is the response option the examinee marked on the humanities portion of the 2018 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2024_1mil_lc,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2024_1mil_lc: text is the response option the examinee marked on the language and codes portion of the 2024 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2025_1mil_ch,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2025_1mil_ch: text is the response option the examinee marked on the humanities portion of the 2025 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2014_1mil_ch,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2014_1mil_ch: text is the response option the examinee marked on the humanities portion of the 2014 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2021_1mil_ch,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2021_1mil_ch: text is the response option the examinee marked on the humanities portion of the 2021 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2013_1mil_lc,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2013_1mil_lc: text is the response option the examinee marked on the language and codes portion of the 2013 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2019_1mil_lc,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2019_1mil_lc: text is the response option the examinee marked on the language and codes portion of the 2019 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2013_1mil_cn,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2013_1mil_cn: text is the response option the examinee marked on the natural sciences portion of the 2013 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2021_1mil_mt,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2021_1mil_mt: text is the response option the examinee marked on the mathematics portion of the 2021 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2017_1mil_ch,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2017_1mil_ch: text is the response option the examinee marked on the humanities portion of the 2017 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2014_1mil_cn,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2014_1mil_cn: text is the response option the examinee marked on the natural sciences portion of the 2014 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2017_1mil_lc,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2017_1mil_lc: text is the response option the examinee marked on the language and codes portion of the 2017 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2022_1mil_cn,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2022_1mil_cn: text is the response option the examinee marked on the natural sciences portion of the 2022 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2019_1mil_cn,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2019_1mil_cn: text is the response option the examinee marked on the natural sciences portion of the 2019 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2018_1mil_cn,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2018_1mil_cn: text is the response option the examinee marked on the natural sciences portion of the 2018 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
