"table","section_id","item","instrument","language","instructions","instructions_translated","section_prompt","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq4","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Menstrual cramps or other problems with your periods [women only]",NA,NA,"รบกวนเล็กน้อย","Bothered a little",1
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq4","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Menstrual cramps or other problems with your periods [women only]",NA,NA,"รบกวนมาก","Bothered a lot",2
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq5","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Headaches",NA,NA,"ไม่รบกวน","Not bothered",0
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq5","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Headaches",NA,NA,"รบกวนเล็กน้อย","Bothered a little",1
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq5","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Headaches",NA,NA,"รบกวนมาก","Bothered a lot",2
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq6","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Chest pain",NA,NA,"ไม่รบกวน","Not bothered",0
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq6","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Chest pain",NA,NA,"รบกวนเล็กน้อย","Bothered a little",1
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq6","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Chest pain",NA,NA,"รบกวนมาก","Bothered a lot",2
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq7","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Dizziness",NA,NA,"ไม่รบกวน","Not bothered",0
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq7","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Dizziness",NA,NA,"รบกวนเล็กน้อย","Bothered a little",1
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq7","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Dizziness",NA,NA,"รบกวนมาก","Bothered a lot",2
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq8","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Fainting spells",NA,NA,"ไม่รบกวน","Not bothered",0
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq8","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Fainting spells",NA,NA,"รบกวนเล็กน้อย","Bothered a little",1
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq8","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Fainting spells",NA,NA,"รบกวนมาก","Bothered a lot",2
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq9","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Feeling your heart pound or race",NA,NA,"ไม่รบกวน","Not bothered",0
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq9","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Feeling your heart pound or race",NA,NA,"รบกวนเล็กน้อย","Bothered a little",1
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq9","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Feeling your heart pound or race",NA,NA,"รบกวนมาก","Bothered a lot",2
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq10","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Shortness of breath",NA,NA,"ไม่รบกวน","Not bothered",0
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq10","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Shortness of breath",NA,NA,"รบกวนเล็กน้อย","Bothered a little",1
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq10","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Shortness of breath",NA,NA,"รบกวนมาก","Bothered a lot",2
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq11","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Pain or problems during sexual intercourse",NA,NA,"ไม่รบกวน","Not bothered",0
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq11","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Pain or problems during sexual intercourse",NA,NA,"รบกวนเล็กน้อย","Bothered a little",1
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq11","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Pain or problems during sexual intercourse",NA,NA,"รบกวนมาก","Bothered a lot",2
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq12","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Constipation, loose bowels, or diarrhea",NA,NA,"ไม่รบกวน","Not bothered",0
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq12","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Constipation, loose bowels, or diarrhea",NA,NA,"รบกวนเล็กน้อย","Bothered a little",1
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq12","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Constipation, loose bowels, or diarrhea",NA,NA,"รบกวนมาก","Bothered a lot",2
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq13","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Nausea, gas, or indigestion",NA,NA,"ไม่รบกวน","Not bothered",0
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq13","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Nausea, gas, or indigestion",NA,NA,"รบกวนเล็กน้อย","Bothered a little",1
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq13","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Nausea, gas, or indigestion",NA,NA,"รบกวนมาก","Bothered a lot",2
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq14","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Feeling tired or having low energy",NA,NA,"ไม่รบกวน","Not bothered",0
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq14","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Feeling tired or having low energy",NA,NA,"รบกวนเล็กน้อย","Bothered a little",1
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq14","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Feeling tired or having low energy",NA,NA,"รบกวนมาก","Bothered a lot",2
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq15","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Trouble sleeping",NA,NA,"ไม่รบกวน","Not bothered",0
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq15","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Trouble sleeping",NA,NA,"รบกวนเล็กน้อย","Bothered a little",1
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq15","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Trouble sleeping",NA,NA,"รบกวนมาก","Bothered a lot",2
