"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","resp","option_text"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ4","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"What does Sternberg's Triangular Theory of Love suggest about the components of love?",1,1,"Love is comprised of intimacy, passion, and commitment"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ4","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"What does Sternberg's Triangular Theory of Love suggest about the components of love?",1,2,"Love is primarily based on passion and physical attraction"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ4","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"What does Sternberg's Triangular Theory of Love suggest about the components of love?",1,3,"Commitment is the least important component of love"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ4","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"What does Sternberg's Triangular Theory of Love suggest about the components of love?",1,4,"Intimacy is not necessary for love to exist"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ5","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"Which of the following is NOT a conceptual component of social support?",1,1,"Financial assistance"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ5","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"Which of the following is NOT a conceptual component of social support?",1,2,"Perceived social support"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ5","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"Which of the following is NOT a conceptual component of social support?",1,3,"Received social support"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ5","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"Which of the following is NOT a conceptual component of social support?",1,4,"Social networks"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ6","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"How does familiarity affect attraction, according to psychological research?",1,1,"Repeated exposure to someone increases the likelihood of attraction"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ6","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"How does familiarity affect attraction, according to psychological research?",1,2,"Familiarity breeds contempt and decreases attraction"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ6","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"How does familiarity affect attraction, according to psychological research?",1,3,"Familiarity has no significant effect on attraction"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ6","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"How does familiarity affect attraction, according to psychological research?",1,4,"Familiarity only affects attraction in negative contexts"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ7","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"What role does reciprocity play in the formation of friendships and romantic relationships?",1,1,"We are more likely to like someone if they show that they like us in return"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ7","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"What role does reciprocity play in the formation of friendships and romantic relationships?",1,2,"Reciprocity is irrelevant in modern relationships"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ7","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"What role does reciprocity play in the formation of friendships and romantic relationships?",1,3,"Reciprocity only applies to romantic relationships, not friendships"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ7","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"What role does reciprocity play in the formation of friendships and romantic relationships?",1,4,"People prefer relationships where reciprocity is not expected"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ8","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"According to research, how does having close friendships affect individuals during difficult times?",1,1,"Close friendships can buffer individuals from stress and protect their self-esteem"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ8","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"According to research, how does having close friendships affect individuals during difficult times?",1,2,"Close friendships have minimal impact on how individuals cope with stress"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ8","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"According to research, how does having close friendships affect individuals during difficult times?",1,3,"Stressful times often lead to the deterioration of close friendships"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ8","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"According to research, how does having close friendships affect individuals during difficult times?",1,4,"Individuals tend to isolate from close friends during difficult times"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ9","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"What does Helen Fisher's research on brain chemistry in individuals who have just fallen in love suggest?",1,1,"Brain chemistry resembles that of an addict experiencing a high"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ9","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"What does Helen Fisher's research on brain chemistry in individuals who have just fallen in love suggest?",1,2,"There is little to no change in brain chemistry when falling in love"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ9","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"What does Helen Fisher's research on brain chemistry in individuals who have just fallen in love suggest?",1,3,"Falling in love decreases serotonin production significantly"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ9","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"What does Helen Fisher's research on brain chemistry in individuals who have just fallen in love suggest?",1,4,"Love activates only the parts of the brain associated with logical decision-making"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ10","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"How does perceived social support influence well-being?",1,1,"Believing that others will be available in times of need can increase happiness and well-being"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ10","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"How does perceived social support influence well-being?",1,2,"Perceived social support has been found to have no significant effect on well-being"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ10","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"How does perceived social support influence well-being?",1,3,"High levels of perceived social support are associated with increased stress"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ10","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"How does perceived social support influence well-being?",1,4,"Only actual, not perceived, social support influences well-being"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ11","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"Why are online relationships sometimes considered more intimate than in-person relationships?",1,1,"They offer a safe space for more socially anxious individuals to develop meaningful connections"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ11","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"Why are online relationships sometimes considered more intimate than in-person relationships?",1,2,"Online relationships are superficial and lack depth compared to in-person relationships"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ11","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"Why are online relationships sometimes considered more intimate than in-person relationships?",1,3,"Physical presence is a barrier to intimacy in relationships"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ11","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"Why are online relationships sometimes considered more intimate than in-person relationships?",1,4,"The Internet limits the expression of genuine emotions"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ12","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"How does the matching hypothesis explain attraction?",1,1,"People are attracted to others who are similar to them in various attributes"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ12","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"How does the matching hypothesis explain attraction?",1,2,"Opposites attract and differences are key to a lasting relationship"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ12","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"How does the matching hypothesis explain attraction?",1,3,"Physical attractiveness is the sole determinant of attraction"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ12","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"How does the matching hypothesis explain attraction?",1,4,"Similarity in attitudes has no impact on the formation of relationships"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ13","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"What impact does workplace friendship have on employees' attitudes towards their job?",1,1,"Increases job satisfaction, job involvement, and organizational commitment"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ13","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"What impact does workplace friendship have on employees' attitudes towards their job?",1,2,"Leads to decreased productivity and focus"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ13","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"What impact does workplace friendship have on employees' attitudes towards their job?",1,3,"Has no significant impact on job satisfaction or organizational commitment"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ13","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"What impact does workplace friendship have on employees' attitudes towards their job?",1,4,"Causes an increase in job-related stress and turnover"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ14","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"What is a significant benefit of having a diverse social network?",1,1,"Less likely to get the common cold compared to those with less diverse networks"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ14","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"What is a significant benefit of having a diverse social network?",1,2,"Diverse networks increase the likelihood of experiencing conflict"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ14","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"What is a significant benefit of having a diverse social network?",1,3,"No significant health benefits are associated with diverse social networks"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ14","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"What is a significant benefit of having a diverse social network?",1,4,"Diverse networks are associated with lower levels of personal well-being"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ15","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"How does the Internet change the dynamic of forming relationships, according to the chapter?",1,1,"It reduces issues of proximity and allows for communication across distances"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ15","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"How does the Internet change the dynamic of forming relationships, according to the chapter?",1,2,"It makes relationships more superficial and less meaningful"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ15","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"How does the Internet change the dynamic of forming relationships, according to the chapter?",1,3,"It has made it more difficult for people to form genuine connections"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ15","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"How does the Internet change the dynamic of forming relationships, according to the chapter?",1,4,"It increases the time it takes to form relationships due to the abundance of choices"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ16","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"According to Baumeister and Leary, what is a fundamental human need?",1,1,"The need to belong"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ16","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"According to Baumeister and Leary, what is a fundamental human need?",1,2,"The need for independence"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ16","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"According to Baumeister and Leary, what is a fundamental human need?",1,3,"The need for constant change"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ16","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"According to Baumeister and Leary, what is a fundamental human need?",1,4,"The need for solitude"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ17","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"What does the mere-exposure effect suggest about attraction?",1,1,"We are more likely to be attracted to someone we are frequently exposed to"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ17","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"What does the mere-exposure effect suggest about attraction?",1,2,"Exposure to someone frequently makes us less likely to find them attractive"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ17","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"What does the mere-exposure effect suggest about attraction?",1,3,"Familiarity has no impact on attraction levels"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ17","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"What does the mere-exposure effect suggest about attraction?",1,4,"The effect only applies to objects, not people"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ18","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"What does research say about the importance of similarity in friendships and romantic relationships?",1,1,"Similarity in values, attitudes, and interests plays a key role in forming strong relationships"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ18","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"What does research say about the importance of similarity in friendships and romantic relationships?",1,2,"Differences and diversity in relationships are more important than similarity"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ18","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"What does research say about the importance of similarity in friendships and romantic relationships?",1,3,"Similarity has been found to lead to boredom and relationship dissatisfaction"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ18","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"What does research say about the importance of similarity in friendships and romantic relationships?",1,4,"Relationships based on similarity are less likely to last"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ19","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"What role does received social support play in an individual's life, according to the chapter?",1,1,"It can buffer people from stress but may not always be viewed as helpful if it is unwanted"
"gpt4mcq_young_2025","gpt4mcq_young_2025_1","AIQ19","ChatGPT-4-generated multiple-choice quiz on the reading 'Love, Friendship, and Social Support'","The quiz is about to begin.  It will ask you several multiple choice questions about the reading you just completed. 

Please try to earn the highest score you can by reading each question and response option carefully.",NA,"What role does received social support play in an individual's life, according to the chapter?",1,2,"Received social support has universally positive effects on individuals"
