"table","section_id","item","instrument","language","instructions","section_prompt","item_text","item_text_translated","correct_response","option_text","resp"
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc6","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Alles in allem erwarte ich, dass mir mehr gute als schlechte Dinge widerfahren.","Overall, I expect more good things to happen to me than bad.",NA,"strongly disagree",1
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc6","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Alles in allem erwarte ich, dass mir mehr gute als schlechte Dinge widerfahren.","Overall, I expect more good things to happen to me than bad.",NA,NA,2
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc6","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Alles in allem erwarte ich, dass mir mehr gute als schlechte Dinge widerfahren.","Overall, I expect more good things to happen to me than bad.",NA,NA,3
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc6","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Alles in allem erwarte ich, dass mir mehr gute als schlechte Dinge widerfahren.","Overall, I expect more good things to happen to me than bad.",NA,NA,4
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc6","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Alles in allem erwarte ich, dass mir mehr gute als schlechte Dinge widerfahren.","Overall, I expect more good things to happen to me than bad.",NA,NA,5
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc6","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Alles in allem erwarte ich, dass mir mehr gute als schlechte Dinge widerfahren.","Overall, I expect more good things to happen to me than bad.",NA,"strongly agree",6
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc7","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Ich kann mich auch überwinden, Dinge zu tun, die ich eigentlich nicht machen will.","Sometimes I make myself do things whether I want to or not.",NA,"strongly disagree",1
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc7","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Ich kann mich auch überwinden, Dinge zu tun, die ich eigentlich nicht machen will.","Sometimes I make myself do things whether I want to or not.",NA,NA,2
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc7","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Ich kann mich auch überwinden, Dinge zu tun, die ich eigentlich nicht machen will.","Sometimes I make myself do things whether I want to or not.",NA,NA,3
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc7","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Ich kann mich auch überwinden, Dinge zu tun, die ich eigentlich nicht machen will.","Sometimes I make myself do things whether I want to or not.",NA,NA,4
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc7","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Ich kann mich auch überwinden, Dinge zu tun, die ich eigentlich nicht machen will.","Sometimes I make myself do things whether I want to or not.",NA,NA,5
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc7","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Ich kann mich auch überwinden, Dinge zu tun, die ich eigentlich nicht machen will.","Sometimes I make myself do things whether I want to or not.",NA,"strongly agree",6
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc8","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Wenn ich in einer schwierigen Situation bin, finde ich gewöhnlich einen Weg heraus.","When I'm in a difficult situation, I can usually find my way out of it.",NA,"strongly disagree",1
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc8","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Wenn ich in einer schwierigen Situation bin, finde ich gewöhnlich einen Weg heraus.","When I'm in a difficult situation, I can usually find my way out of it.",NA,NA,2
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc8","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Wenn ich in einer schwierigen Situation bin, finde ich gewöhnlich einen Weg heraus.","When I'm in a difficult situation, I can usually find my way out of it.",NA,NA,3
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc8","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Wenn ich in einer schwierigen Situation bin, finde ich gewöhnlich einen Weg heraus.","When I'm in a difficult situation, I can usually find my way out of it.",NA,NA,4
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc8","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Wenn ich in einer schwierigen Situation bin, finde ich gewöhnlich einen Weg heraus.","When I'm in a difficult situation, I can usually find my way out of it.",NA,NA,5
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc8","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Wenn ich in einer schwierigen Situation bin, finde ich gewöhnlich einen Weg heraus.","When I'm in a difficult situation, I can usually find my way out of it.",NA,"strongly agree",6
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc9","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Ich kann es akzeptieren, wenn mich nicht alle Leute mögen.","It's okay if there are people who don't like me.",NA,"strongly disagree",1
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc9","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Ich kann es akzeptieren, wenn mich nicht alle Leute mögen.","It's okay if there are people who don't like me.",NA,NA,2
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc9","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Ich kann es akzeptieren, wenn mich nicht alle Leute mögen.","It's okay if there are people who don't like me.",NA,NA,3
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc9","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Ich kann es akzeptieren, wenn mich nicht alle Leute mögen.","It's okay if there are people who don't like me.",NA,NA,4
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc9","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Ich kann es akzeptieren, wenn mich nicht alle Leute mögen.","It's okay if there are people who don't like me.",NA,NA,5
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc9","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Ich kann es akzeptieren, wenn mich nicht alle Leute mögen.","It's okay if there are people who don't like me.",NA,"strongly agree",6
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc10","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"In unerwarteten Situationen weiß ich immer, wie ich mich verhalten soll.","I am confident that I could deal efficiently with unexpected events.",NA,"strongly disagree",1
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc10","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"In unerwarteten Situationen weiß ich immer, wie ich mich verhalten soll.","I am confident that I could deal efficiently with unexpected events.",NA,NA,2
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc10","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"In unerwarteten Situationen weiß ich immer, wie ich mich verhalten soll.","I am confident that I could deal efficiently with unexpected events.",NA,NA,3
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc10","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"In unerwarteten Situationen weiß ich immer, wie ich mich verhalten soll.","I am confident that I could deal efficiently with unexpected events.",NA,NA,4
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc10","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"In unerwarteten Situationen weiß ich immer, wie ich mich verhalten soll.","I am confident that I could deal efficiently with unexpected events.",NA,NA,5
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc10","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"In unerwarteten Situationen weiß ich immer, wie ich mich verhalten soll.","I am confident that I could deal efficiently with unexpected events.",NA,"strongly agree",6
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc11","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Wenn ein Problem auftaucht, kann ich es aus eigener Kraft meistern.","I can solve most problems if I invest the necessary effort.",NA,"strongly disagree",1
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc11","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Wenn ein Problem auftaucht, kann ich es aus eigener Kraft meistern.","I can solve most problems if I invest the necessary effort.",NA,NA,2
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc11","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Wenn ein Problem auftaucht, kann ich es aus eigener Kraft meistern.","I can solve most problems if I invest the necessary effort.",NA,NA,3
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc11","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Wenn ein Problem auftaucht, kann ich es aus eigener Kraft meistern.","I can solve most problems if I invest the necessary effort.",NA,NA,4
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc11","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Wenn ein Problem auftaucht, kann ich es aus eigener Kraft meistern.","I can solve most problems if I invest the necessary effort.",NA,NA,5
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc11","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Wenn ein Problem auftaucht, kann ich es aus eigener Kraft meistern.","I can solve most problems if I invest the necessary effort.",NA,"strongly agree",6
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc12","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Schwierigkeiten sehe ich gelassen entgegen, weil ich mich immer auf meine Fähigkeiten verlassen kann.","I can remain calm when facing difficulties because I can rely on my coping abilities.",NA,"strongly disagree",1
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc12","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Schwierigkeiten sehe ich gelassen entgegen, weil ich mich immer auf meine Fähigkeiten verlassen kann.","I can remain calm when facing difficulties because I can rely on my coping abilities.",NA,NA,2
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc12","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Schwierigkeiten sehe ich gelassen entgegen, weil ich mich immer auf meine Fähigkeiten verlassen kann.","I can remain calm when facing difficulties because I can rely on my coping abilities.",NA,NA,3
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc12","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Schwierigkeiten sehe ich gelassen entgegen, weil ich mich immer auf meine Fähigkeiten verlassen kann.","I can remain calm when facing difficulties because I can rely on my coping abilities.",NA,NA,4
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc12","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Schwierigkeiten sehe ich gelassen entgegen, weil ich mich immer auf meine Fähigkeiten verlassen kann.","I can remain calm when facing difficulties because I can rely on my coping abilities.",NA,NA,5
"dudasova_2021_cpc12_study3","dudasova_2021_cpc12_study3_1","cpc12","Compound Psychological Capital Scale (CPC-12)","German",NA,NA,"Schwierigkeiten sehe ich gelassen entgegen, weil ich mich immer auf meine Fähigkeiten verlassen kann.","I can remain calm when facing difficulties because I can rely on my coping abilities.",NA,"strongly agree",6
